BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
227,19,34.2,948,0,2
227,20,33,948,0,0
227,21,31.8,948,0,0
227,22,30.6,948,0,0
227,23,29.4,948,0,0
227,0,28.2,948,0,0
228,1,27.2,948,0,0
228,2,26.2,949,0,0
228,3,25.6,949,0,0
228,4,25.1,949,0,0
228,5,24.7,949,0,0
228,6,25,949,0,15
228,7,27.2,949,355,202
228,8,29.5,949,573,383
228,9,31.5,950,548,542
228,10,33.6,950,601,707
228,11,35.4,950,615,813
228,12,36.9,950,630,879
228,13,37.9,950,596,859
228,14,38.5,950,629,792
228,15,38.6,950,613,679
228,16,38.3,950,650,524
228,17,37.2,950,498,320
228,18,35.7,950,225,135
228,19,34,950,0,2
228,20,33,950,0,0
228,21,32,950,0,0
228,22,31,950,0,0
228,23,30,950,0,0
228,0,29,950,0,0
229,1,28.5,950,0,0
229,2,28,950,0,0
229,3,27.8,950,0,0
229,4,27.5,950,0,0
229,5,27.3,949,0,0
229,6,27.6,949,0,11
229,7,29.5,949,210,161
229,8,31.7,949,361,333
229,9,33.7,949,354,486
229,10,35.7,949,408,626
229,11,37.4,949,387,709
229,12,38.8,949,433,756
229,13,39.8,949,473,762
229,14,40.4,949,419,698
229,15,40.6,949,401,602
229,16,40.3,950,371,450
229,17,39.5,950,353,290
229,18,38.2,950,215,123
229,19,36.6,950,0,2
229,20,35.4,950,0,0
229,21,34.2,950,0,0
229,22,32.9,951,0,0
229,23,31.7,951,0,0
229,0,30.5,951,0,0
230,1,29.4,951,0,0
230,2,28.3,951,0,0
230,3,27.7,951,0,0
230,4,27.1,951,0,0
230,5,26.6,952,0,0
230,6,26.9,952,0,17
230,7,29.4,952,446,225
230,8,32,952,853,445
230,9,34.5,952,909,648
230,10,36.7,952,921,810
230,11,38.7,953,928,924
230,12,40.2,953,935,981
230,13,41.3,953,938,973
230,14,42,953,935,901
230,15,42.2,952,927,771
230,16,41.8,952,894,590
230,17,40.7,952,813,379
230,18,39.1,951,370,163
230,19,37.2,951,0,4
230,20,36.2,951,0,0
230,21,35.2,951,0,0
230,22,34.2,950,0,0
230,23,33.3,950,0,0
230,0,32.3,950,0,0
231,1,31.8,949,0,0
231,2,31.4,949,0,0
231,3,31.1,949,0,0
231,4,30.9,949,0,0
231,5,30.7,948,0,0
231,6,30.9,948,0,7
231,7,32.4,948,74,119
231,8,34,947,88,254
231,9,35.7,947,143,390
231,10,36.8,947,48,407
231,11,38,947,104,505
231,12,38.7,946,50,469
231,13,39.5,946,141,559
231,14,39.9,946,97,498
231,15,40.1,946,108,433
231,16,40.1,947,150,358
231,17,39.5,947,70,206
231,18,38.5,947,76,88
231,19,37.5,947,0,1
231,20,36.2,948,0,0
231,21,35,948,0,0
231,22,33.7,948,0,0
231,23,32.5,948,0,0
231,0,31.2,948,0,0
232,1,30.1,949,0,0
232,2,28.9,949,0,0
232,3,28.2,949,0,0
232,4,27.6,949,0,0
232,5,27.1,950,0,0
232,6,27.4,950,0,13
232,7,29.6,950,362,196
232,8,31.9,950,648,392
232,9,34.1,951,675,574
232,10,36.2,951,673,725
232,11,38,951,676,834
232,12,39.5,951,678,887
232,13,40.5,951,700,884
232,14,41.2,951,727,822
232,15,41.4,952,772,710
232,16,41,952,756,541
232,17,40.1,952,698,346
232,18,38.6,952,316,144
232,19,36.8,952,0,3
232,20,35.2,952,0,0
232,21,33.6,952,0,0
232,22,32,952,0,0
232,23,30.4,952,0,0
232,0,28.8,952,0,0
233,1,27.7,952,0,0
233,2,26.5,952,0,0
233,3,25.8,952,0,0
233,4,25.2,952,0,0
233,5,24.7,952,0,0
233,6,25,952,0,14
233,7,27.4,952,435,214
233,8,30,952,847,437
233,9,32.6,952,912,644
233,10,35,952,943,816
233,11,37,952,945,928
233,12,38.6,952,948,982
233,13,39.8,952,945,970
233,14,40.5,952,945,899
233,15,40.7,952,932,764
233,16,40.3,952,902,584
233,17,39.1,952,809,368
233,18,37.5,952,350,151
233,19,35.6,952,0,3
233,20,33.8,952,0,0
233,21,32,952,0,0
233,22,30.3,952,0,0
233,23,28.5,952,0,0
233,0,26.8,952,0,0
234,1,25.5,952,0,0
234,2,24.1,952,0,0
234,3,23.3,952,0,0
234,4,22.6,952,0,0
234,5,22,952,0,0
234,6,22.2,952,0,13
234,7,24.6,952,434,213
234,8,27.1,952,854,438
234,9,29.7,952,929,651
234,10,32,952,955,822
234,11,34,952,964,938
234,12,35.6,952,969,993
234,13,36.7,952,967,981
234,14,37.4,952,960,906
234,15,37.5,952,941,766
234,16,37,952,905,582
234,17,35.9,952,800,362
234,18,34.2,952,555,144
234,19,32.3,952,0,2
234,20,30.8,952,0,0
234,21,29.4,952,0,0
234,22,28,952,0,0
234,23,26.5,952,0,0
234,0,25.1,952,0,0
235,1,24.3,952,0,0
235,2,23.4,952,0,0
235,3,22.9,952,0,0
235,4,22.4,952,0,0
235,5,22.1,952,0,0
235,6,22.3,952,0,12
235,7,24.7,952,422,205
235,8,27.3,952,798,419
235,9,29.9,952,872,624
235,10,32.2,952,886,785
235,11,34.2,952,887,896
235,12,35.8,952,882,946
235,13,37,952,877,933
235,14,37.7,952,878,862
235,15,37.8,952,870,731
235,16,37.4,952,836,553
235,17,36.3,952,729,342
235,18,34.6,952,505,135
235,19,32.8,952,0,1
235,20,31.4,952,0,0
235,21,30.1,952,0,0
235,22,28.8,952,0,0
235,23,27.5,952,0,0
235,0,26.2,952,0,0
236,1,25.3,952,0,0
236,2,24.3,952,0,0
236,3,23.8,952,0,0
236,4,23.2,952,0,0
236,5,22.8,952,0,0
236,6,23,952,0,12
236,7,25.5,952,430,210
236,8,28.2,952,856,435
236,9,30.8,952,927,646
236,10,33.2,952,954,817
236,11,35.3,952,960,931
236,12,37,952,968,988
236,13,38.2,952,969,978
236,14,38.9,952,957,898
236,15,39.1,952,951,766
236,16,38.6,952,909,577
236,17,37.4,952,804,357
236,18,35.7,952,571,140
236,19,33.7,952,0,2
236,20,32.5,953,0,0
236,21,31.3,953,0,0
236,22,30.1,953,0,0
236,23,28.9,953,0,0
236,0,27.6,953,0,0
237,1,26.9,953,0,0
237,2,26.1,953,0,0
237,3,25.7,953,0,0
237,4,25.3,953,0,0
237,5,25,953,0,0
237,6,25.3,953,0,12
237,7,27.9,953,437,217
237,8,30.7,953,884,450
237,9,33.5,953,955,669
237,10,36.1,953,985,844
237,11,38.4,953,998,964
237,12,40.1,953,1003,1017
237,13,41.4,953,1000,1002
237,14,42.1,953,987,920
237,15,42.3,953,970,779
237,16,41.9,953,928,586
237,17,40.6,953,821,360
237,18,38.8,953,583,138
237,19,36.8,953,0,1
237,20,35.3,953,0,0
237,21,33.7,953,0,0
237,22,32.2,953,0,0
237,23,30.6,953,0,0
237,0,29,952,0,0
238,1,27.8,952,0,0
238,2,26.4,952,0,0
238,3,25.7,952,0,0
238,4,24.9,952,0,0
238,5,24.4,952,0,0
238,6,24.5,952,0,10
238,7,26.7,952,407,196
238,8,29.1,952,785,410
238,9,31.4,952,852,611
238,10,33.6,952,870,773
238,11,35.4,952,863,880
238,12,36.9,952,859,930
238,13,37.9,952,857,918
238,14,38.5,952,857,845
238,15,38.6,952,851,714
238,16,38.1,952,815,536
238,17,37,951,708,327
238,18,35.4,951,472,122
238,19,33.6,951,0,1
238,20,32.5,951,0,0
238,21,31.4,951,0,0
238,22,30.2,951,0,0
238,23,29.1,951,0,0
238,0,28,951,0,0
239,1,27.5,951,0,0
239,2,27,951,0,0
239,3,26.7,951,0,0
239,4,26.4,951,0,0
239,5,26.2,951,0,0
239,6,26.4,951,0,7
239,7,28.5,951,265,168
239,8,30.8,951,495,355
239,9,33.1,951,590,539
239,10,35.3,950,585,687
239,11,37.3,950,650,812
239,12,38.8,950,620,852
239,13,39.9,950,600,824
239,14,40.5,950,602,749
239,15,40.7,950,592,637
239,16,40.3,950,551,472
239,17,39.3,950,512,288
239,18,37.8,950,388,112
239,19,36.1,950,0,1
239,20,35,950,0,0
239,21,33.8,950,0,0
239,22,32.6,950,0,0
239,23,31.4,950,0,0
239,0,30.2,950,0,0
240,1,29.2,950,0,0
240,2,28.1,950,0,0
240,3,27.6,950,0,0
240,4,27,950,0,0
240,5,26.6,950,0,0
240,6,26.8,950,0,8
240,7,28.7,950,282,169
240,8,30.9,950,531,361
240,9,33,950,586,536
240,10,35,950,581,683
240,11,36.7,950,589,789
240,12,38,950,543,805
240,13,38.9,950,548,796
240,14,39.5,950,603,746
240,15,39.6,950,554,620
240,16,39.2,950,491,456
240,17,38.2,950,457,279
240,18,36.8,950,276,101
240,19,35.2,950,0,1
240,20,33.8,950,0,0
240,21,32.3,950,0,0
240,22,30.8,951,0,0
240,23,29.3,951,0,0
240,0,27.8,951,0,0
241,1,26.7,951,0,0
241,2,25.5,951,0,0
241,3,24.8,951,0,0
241,4,24.2,951,0,0
241,5,23.7,951,0,0
241,6,23.8,951,0,9
241,7,25.9,951,379,186
241,8,28.3,951,752,397
241,9,30.6,951,823,596
241,10,32.8,951,837,755
241,11,34.6,951,835,863
241,12,36.1,951,831,912
241,13,37.2,951,846,905
241,14,37.8,951,836,828
241,15,37.9,951,842,701
241,16,37.5,951,803,521
241,17,36.3,951,703,315
241,18,34.7,951,469,113
241,19,33,951,0,1
241,20,31.8,951,0,0
241,21,30.6,951,0,0
241,22,29.3,951,0,0
241,23,28.1,951,0,0
241,0,26.9,951,0,0
242,1,26.2,951,0,0
242,2,25.5,952,0,0
242,3,25.1,952,0,0
242,4,24.6,952,0,0
242,5,24.3,952,0,0
242,6,24.5,952,0,8
242,7,26.8,952,395,188
242,8,29.3,952,778,401
242,9,31.8,952,849,601
242,10,34.2,952,868,763
242,11,36.2,952,880,877
242,12,37.8,952,886,930
242,13,38.9,952,886,917
242,14,39.6,952,891,844
242,15,39.8,952,877,709
242,16,39.3,951,840,527
242,17,38.2,951,744,319
242,18,36.5,951,493,113
242,19,34.7,951,0,0
242,20,33.7,951,0,0
242,21,32.7,951,0,0
242,22,31.6,951,0,0
242,23,30.6,951,0,0
242,0,29.6,951,0,0
243,1,28.9,951,0,0
243,2,28.2,951,0,0
243,3,27.9,951,0,0
243,4,27.6,951,0,0
243,5,27.3,951,0,0
243,6,27.5,950,0,8
243,7,29.4,950,285,154
243,8,31.5,950,442,335
243,9,33.6,950,471,499
243,10,35.8,950,569,674
243,11,37.4,950,498,733
243,12,39,950,576,828
243,13,40.1,950,592,820
243,14,40.7,950,548,724
243,15,40.8,950,472,580
243,16,40.5,950,544,454
243,17,39.4,950,398,255
243,18,38,950,347,93
243,19,36.6,950,0,0
243,20,35,950,0,0
243,21,33.4,950,0,0
243,22,31.9,950,0,0
243,23,30.5,950,0,0
243,0,29.1,950,0,0
244,1,27.7,950,0,0
244,2,26.3,950,0,0
244,3,24.9,950,0,0
244,4,24.1,950,0,0
244,5,23.5,950,0,0
244,6,23.6,950,0,6
244,7,25.8,950,309,168
244,8,28.4,950,631,367
244,9,31,950,658,546
244,10,33.4,950,669,699
244,11,35.3,950,614,776
244,12,36.9,950,616,829
244,13,37.9,950,599,808
244,14,38.5,950,618,738
244,15,38.6,950,615,627
244,16,38.1,951,594,464
244,17,36.8,951,515,270
244,18,35.1,951,353,92
244,19,33.2,951,0,0
244,20,31.7,951,0,0
244,21,30.2,951,0,0
244,22,28.7,951,0,0
244,23,27.3,951,0,0
244,0,25.8,951,0,0
245,1,24.9,951,0,0
245,2,23.9,951,0,0
245,3,23.4,951,0,0
245,4,22.9,951,0,0
245,5,22.6,951,0,0
245,6,22.7,951,0,7
245,7,25.3,951,355,175
245,8,28.2,951,710,380
245,9,31.1,951,777,575
245,10,33.8,951,799,735
245,11,36.2,951,821,849
245,12,38,951,784,886
245,13,39.3,951,774,870
245,14,40.1,951,791,799
245,15,40.3,951,782,668
245,16,39.7,951,780,499
245,17,38.4,951,703,299
245,18,36.5,951,429,101
245,19,34.5,951,0,0
245,20,33.1,951,0,0
245,21,31.7,951,0,0
245,22,30.3,951,0,0
245,23,29,951,0,0
245,0,27.6,951,0,0
246,1,26.6,951,0,0
246,2,25.5,951,0,0
246,3,24.9,951,0,0
246,4,24.4,951,0,0
246,5,24,951,0,0
246,6,24,951,0,6
246,7,26.3,951,285,160
246,8,29,951,524,348
246,9,31.6,951,608,530
246,10,34.1,951,600,677
246,11,36.2,951,621,774
246,12,37.9,951,606,818
246,13,39.1,951,623,810
246,14,39.9,951,629,747
246,15,40.1,951,675,634
246,16,39.6,951,683,472
246,17,38.4,951,599,283
246,18,36.6,951,338,97
246,19,34.7,951,0,0
246,20,33.3,951,0,0
246,21,31.9,951,0,0
246,22,30.5,951,0,0
246,23,29.1,951,0,0
246,0,27.7,951,0,0
247,1,26.7,951,0,0
247,2,25.7,951,0,0
247,3,25.2,951,0,0
247,4,24.7,951,0,0
247,5,24.3,951,0,0
247,6,24.5,951,0,6
247,7,26.8,951,352,172
247,8,29.5,951,717,378
247,9,32.2,951,767,568
247,10,34.7,951,792,728
247,11,36.9,951,793,835
247,12,38.7,952,788,882
247,13,39.9,952,788,867
247,14,40.7,951,825,802
247,15,40.9,951,825,672
247,16,40.5,951,807,498
247,17,39.3,951,721,295
247,18,37.5,951,420,95
247,19,35.7,951,0,0
247,20,34.5,951,0,0
247,21,33.2,951,0,0
247,22,32,951,0,0
247,23,30.7,951,0,0
247,0,29.5,951,0,0
248,1,28.4,950,0,0
248,2,27.2,950,0,0
248,3,26.6,950,0,0
248,4,25.9,950,0,0
248,5,25.5,950,0,0
248,6,25.6,950,0,5
248,7,27.6,950,235,147
248,8,29.9,950,403,312
248,9,32.4,950,520,504
248,10,34.5,950,424,606
248,11,36.4,950,506,714
248,12,37.9,950,474,743
248,13,38.9,949,473,730
248,14,39.5,949,498,683
248,15,39.6,950,423,551
248,16,39.2,950,484,419
248,17,38.1,950,426,239
248,18,36.5,950,241,78
248,19,34.8,950,0,0
248,20,33.3,950,0,0
248,21,31.7,950,0,0
248,22,30.2,950,0,0
248,23,28.6,950,0,0
248,0,27.1,950,0,0
249,1,25.9,950,0,0
249,2,24.7,950,0,0
249,3,24,950,0,0
249,4,23.4,950,0,0
249,5,23,950,0,0
249,6,23.1,950,0,5
249,7,25.3,950,310,159
249,8,27.9,950,555,348
249,9,30.5,950,636,531
249,10,33,950,646,680
249,11,35,950,633,770
249,12,36.7,950,616,822
249,13,37.9,950,632,803
249,14,38.6,950,661,735
249,15,38.7,950,600,602
249,16,38.2,951,603,447
249,17,37,951,574,262
249,18,35.2,951,349,77
249,19,33.4,951,0,0
249,20,31.5,951,0,0
249,21,29.5,951,0,0
249,22,27.6,951,0,0
249,23,25.6,951,0,0
249,0,23.7,951,0,0
250,1,22.1,951,0,0
250,2,20.3,951,0,0
250,3,19.4,951,0,0
250,4,18.4,951,0,0
250,5,17.7,951,0,0
250,6,17.8,951,0,6
250,7,20.2,951,394,181
250,8,23.1,951,843,403
250,9,25.9,951,920,611
250,10,28.6,952,953,782
250,11,30.8,952,957,892
250,12,32.6,952,956,939
250,13,33.8,952,950,920
250,14,34.5,952,946,839
250,15,34.6,952,921,694
250,16,33.9,952,878,506
250,17,32.5,952,742,289
250,18,30.4,952,475,86
250,19,28.4,951,0,0
250,20,26.9,951,0,0
250,21,25.4,951,0,0
250,22,23.9,951,0,0
250,23,22.4,951,0,0
250,0,20.9,951,0,0
251,1,20.2,951,0,0
251,2,19.4,951,0,0
251,3,19,951,0,0
251,4,18.5,951,0,0
251,5,18.3,951,0,0
251,6,18.4,951,0,5
251,7,20.9,951,358,167
251,8,23.8,951,743,375
251,9,26.8,951,813,571
251,10,29.5,951,832,729
251,11,31.9,951,829,835
251,12,33.8,951,828,882
251,13,35.2,951,824,865
251,14,35.9,951,822,786
251,15,36.1,951,802,649
251,16,35.5,951,771,471
251,17,34.1,951,633,268
251,18,32.2,951,304,78
251,19,30.2,951,0,0
251,20,28.5,951,0,0
251,21,26.7,951,0,0
251,22,24.9,951,0,0
251,23,23.2,951,0,0
251,0,21.4,951,0,0
252,1,19.8,951,0,0
252,2,18.1,951,0,0
252,3,17.2,951,0,0
252,4,16.3,951,0,0
252,5,15.7,951,0,0
252,6,15.7,951,0,5
252,7,18.1,951,398,183
252,8,21.1,951,867,414
252,9,24.1,951,949,628
252,10,26.8,951,981,800
252,11,29.1,951,994,916
252,12,31,952,996,964
252,13,32.2,952,991,943
252,14,32.9,951,982,857
252,15,33,951,959,709
252,16,32.3,951,906,511
252,17,30.8,951,500,287
252,18,28.5,951,0,37
252,19,26.9,951,0,0
252,20,25.2,951,0,0
252,21,23.5,951,0,0
252,22,21.8,951,0,0
252,23,20.2,951,0,0
252,0,18.5,951,0,0
253,1,17.5,951,0,0
253,2,16.4,951,0,0
253,3,15.8,951,0,0
253,4,15.2,951,0,0
253,5,14.8,951,0,0
253,6,14.9,951,0,4
253,7,17.3,951,361,165
253,8,20.1,951,756,373
253,9,23,951,826,570
253,10,25.7,951,850,730
253,11,28,950,864,841
253,12,29.8,950,864,888
253,13,31.1,950,884,878
253,14,31.9,950,902,806
253,15,32.1,950,910,676
253,16,31.6,950,885,496
253,17,30.2,950,496,283
253,18,28.1,950,0,43
253,19,26.5,950,0,0
253,20,24.9,949,0,0
253,21,23.3,949,0,0
253,22,21.6,949,0,0
253,23,20,949,0,0
253,0,18.4,949,0,0
254,1,17.1,949,0,0
254,2,15.7,949,0,0
254,3,14.9,949,0,0
254,4,14.2,948,0,0
254,5,13.6,948,0,0
254,6,13.5,948,0,4
254,7,15.2,948,299,149
254,8,17.4,948,640,349
254,9,19.6,948,655,520
254,10,21.3,948,543,629
254,11,22.9,948,564,739
254,12,24.1,947,527,752
254,13,24.9,947,531,737
254,14,25.2,947,463,649
254,15,25.1,947,413,524
254,16,24.3,947,371,365
254,17,23.1,947,300,210
254,18,21.5,947,0,24
254,19,20.4,947,0,0
254,20,19.3,947,0,0
254,21,18.2,947,0,0
254,22,17.1,947,0,0
254,23,16,947,0,0
254,0,14.9,947,0,0
255,1,14.7,947,0,0
255,2,14.5,947,0,0
255,3,14.4,947,0,0
255,4,14.2,947,0,0
255,5,14.2,947,0,0
255,6,14.3,947,0,5
255,7,16.9,947,382,173
255,8,20.2,947,873,419
255,9,23.2,947,924,601
255,10,26,947,943,762
255,11,28.6,947,806,909
255,12,29,947,214,581
255,13,29.2,947,151,532
255,14,28.8,947,98,431
255,15,28.4,947,164,420
255,16,27.5,948,111,293
255,17,26.1,948,87,144
255,18,24.4,948,0,11
255,19,23.3,948,0,0
255,20,22.2,948,0,0
255,21,21,948,0,0
255,22,19.9,949,0,0
255,23,18.8,949,0,0
255,0,17.6,949,0,0
256,1,16.5,949,0,0
256,2,15.3,949,0,0
256,3,14.6,950,0,0
256,4,14,950,0,0
256,5,13.5,950,0,0
256,6,13.4,950,0,4
256,7,15.9,950,392,176
256,8,18.9,951,862,403
256,9,21.9,951,946,615
256,10,24.7,951,980,788
256,11,27,951,994,903
256,12,28.9,951,998,952
256,13,30.2,951,995,932
256,14,30.9,951,988,845
256,15,31,952,966,699
256,16,30.3,952,912,500
256,17,28.7,952,491,274
256,18,26.4,952,0,30
256,19,25.4,952,0,0
256,20,24.3,952,0,0
256,21,23.3,952,0,0
256,22,22.3,952,0,0
256,23,21.3,952,0,0
256,0,20.3,952,0,0
257,1,20,952,0,0
257,2,19.7,952,0,0
257,3,19.5,952,0,0
257,4,19.3,952,0,0
257,5,19.2,952,0,0
257,6,19.3,952,0,3
257,7,21.9,952,377,165
257,8,25.1,952,830,384
257,9,28.3,952,906,587
257,10,31.3,952,936,752
257,11,33.9,952,941,860
257,12,35.9,952,935,903
257,13,37.3,952,935,885
257,14,38.1,952,930,801
257,15,38.4,952,919,661
257,16,37.7,952,872,473
257,17,36.2,952,477,256
257,18,34,952,0,25
257,19,32.4,952,0,0
257,20,30.9,952,0,0
257,21,29.3,952,0,0
257,22,27.8,952,0,0
257,23,26.2,952,0,0
257,0,24.7,952,0,0
258,1,23.2,952,0,0
258,2,21.6,952,0,0
258,3,20.7,952,0,0
258,4,19.9,952,0,0
258,5,19.2,952,0,0
258,6,19.2,952,0,3
258,7,21.6,952,388,172
258,8,24.5,952,863,401
258,9,27.4,952,950,616
258,10,30.1,953,986,789
258,11,32.5,953,1000,904
258,12,34.3,953,1003,950
258,13,35.6,953,1001,930
258,14,36.3,953,991,840
258,15,36.3,953,965,688
258,16,35.6,953,908,489
258,17,34.1,953,482,262
258,18,31.9,953,0,23
258,19,30.2,952,0,0
258,20,28.5,952,0,0
258,21,26.8,952,0,0
258,22,25.1,952,0,0
258,23,23.4,952,0,0
258,0,21.7,952,0,0
259,1,20.5,952,0,0
259,2,19.3,952,0,0
259,3,18.7,952,0,0
259,4,18.1,952,0,0
259,5,17.6,952,0,0
259,6,17.7,952,0,3
259,7,20.1,952,390,173
259,8,23.2,952,867,408
259,9,26.4,952,957,627
259,10,29.2,952,993,799
259,11,31.7,952,1008,914
259,12,33.6,952,1010,957
259,13,35,952,1007,934
259,14,35.7,952,994,840
259,15,35.8,952,964,682
259,16,35.1,952,902,479
259,17,33.5,952,471,251
259,18,31.2,952,0,18
259,19,29.4,952,0,0
259,20,27.5,952,0,0
259,21,25.6,952,0,0
259,22,23.7,952,0,0
259,23,21.9,952,0,0
259,0,20,952,0,0
260,1,18.4,952,0,0
260,2,16.6,952,0,0
260,3,15.6,952,0,0
260,4,14.6,952,0,0
260,5,13.8,951,0,0
260,6,13.7,951,0,3
260,7,15.6,951,389,173
260,8,18,951,867,406
260,9,20.5,951,958,625
260,10,22.7,951,994,800
260,11,24.6,951,1009,912
260,12,26.1,951,1012,956
260,13,27,951,1007,929
260,14,27.4,951,992,833
260,15,27.3,951,962,676
260,16,26.5,951,892,468
260,17,24.9,951,464,240
260,18,22.8,951,0,14
260,19,21.7,951,0,0
260,20,20.6,951,0,0
260,21,19.6,951,0,0
260,22,18.5,951,0,0
260,23,17.4,951,0,0
260,0,16.3,951,0,0
261,1,16.6,951,0,0
261,2,16.9,951,0,0
261,3,17.1,952,0,0
261,4,17.3,952,0,0
261,5,17.4,952,0,0
261,6,17.6,952,0,2
261,7,20.2,952,658,168
261,8,23.5,952,866,404
261,9,27,952,959,629
261,10,30.2,952,902,809
261,11,32.1,952,630,765
261,12,34.4,952,937,979
261,13,36.1,952,1018,957
261,14,37.1,952,913,864
261,15,36.9,952,539,553
261,16,34.8,952,8,162
261,17,32.7,951,0,60
261,18,30.7,951,0,4
261,19,29.6,951,0,0
261,20,28.6,951,0,0
261,21,27.5,951,0,0
261,22,26.4,951,0,0
261,23,25.3,951,0,0
261,0,24.3,951,0,0
262,1,22.7,951,0,0
262,2,21,951,0,0
262,3,20.1,951,0,0
262,4,19.2,951,0,0
262,5,18.6,951,0,0
262,6,18.6,950,0,2
262,7,20.4,950,541,145
262,8,22.8,950,715,345
262,9,25.3,950,779,534
262,10,27.5,950,762,679
262,11,29.4,950,748,776
262,12,30.9,950,739,817
262,13,31.9,950,741,797
262,14,32.5,950,741,715
262,15,32.5,950,730,579
262,16,31.8,950,693,404
262,17,30.5,950,413,212
262,18,28.6,950,0,14
262,19,27.2,950,0,0
262,20,25.7,950,0,0
262,21,24.3,950,0,0
262,22,22.9,950,0,0
262,23,21.5,950,0,0
262,0,20.1,950,0,0
263,1,19.2,950,0,0
263,2,18.4,950,0,0
263,3,17.9,950,0,0
263,4,17.4,950,0,0
263,5,17.1,950,0,0
263,6,17.1,950,0,2
263,7,19.2,950,560,146
263,8,21.9,950,749,349
263,9,24.7,950,815,541
263,10,27.2,950,833,696
263,11,29.4,950,800,788
263,12,31,950,767,821
263,13,32.2,950,768,800
263,14,32.8,950,789,724
263,15,32.9,950,789,590
263,16,32.2,950,732,408
263,17,30.8,950,409,207
263,18,28.8,950,0,11
263,19,27.5,951,0,0
263,20,26.3,951,0,0
263,21,25,951,0,0
263,22,23.8,951,0,0
263,23,22.5,951,0,0
263,0,21.2,951,0,0
264,1,20.3,951,0,0
264,2,19.3,951,0,0
264,3,18.8,951,0,0
264,4,18.3,951,0,0
264,5,17.9,951,0,0
264,6,17.9,951,0,2
264,7,20.1,951,640,156
264,8,23.1,952,851,380
264,9,26.1,952,944,592
264,10,28.9,952,978,760
264,11,31.3,952,991,870
264,12,33.2,952,995,917
264,13,34.5,952,994,894
264,14,35.2,952,981,801
264,15,35.3,952,955,649
264,16,34.6,952,889,450
264,17,33,952,450,227
264,18,30.8,952,0,12
264,19,29.3,952,0,0
264,20,27.9,952,0,0
264,21,26.4,952,0,0
264,22,25,952,0,0
264,23,23.5,952,0,0
264,0,22,952,0,0
265,1,20.9,951,0,0
265,2,19.7,951,0,0
265,3,19,951,0,0
265,4,18.3,951,0,0
265,5,17.9,951,0,0
265,6,17.8,951,0,2
265,7,19.8,951,578,144
265,8,22.5,951,797,355
265,9,25.2,951,883,556
265,10,27.8,951,917,718
265,11,30,951,922,823
265,12,31.7,951,924,867
265,13,32.9,951,925,845
265,14,33.6,951,930,763
265,15,33.6,951,920,623
265,16,32.9,951,863,433
265,17,31.4,951,439,218
265,18,29.4,951,0,13
265,19,28.2,951,0,0
265,20,26.9,952,0,0
265,21,25.7,952,0,0
265,22,24.4,952,0,0
265,23,23.2,952,0,0
265,0,22,952,0,0
266,1,21.2,952,0,0
266,2,20.4,952,0,0
266,3,19.9,952,0,0
266,4,19.5,952,0,0
266,5,19.2,952,0,0
266,6,19.2,952,0,2
266,7,21.5,952,642,155
266,8,24.5,952,855,383
266,9,27.6,953,952,599
266,10,30.5,953,991,772
266,11,33,953,1007,883
266,12,34.9,953,1011,927
266,13,36.2,953,1007,901
266,14,37,953,994,807
266,15,37,953,962,649
266,16,36.2,953,892,446
266,17,34.6,953,443,219
266,18,32.3,953,0,10
266,19,31.1,953,0,0
266,20,29.9,952,0,0
266,21,28.7,952,0,0
266,22,27.4,952,0,0
266,23,26.2,952,0,0
266,0,25,952,0,0
267,1,24.1,952,0,0
267,2,23.2,952,0,0
267,3,22.7,952,0,0
267,4,22.2,952,0,0
267,5,21.9,952,0,0
267,6,21.8,952,0,1
267,7,23.9,952,570,140
267,8,26.6,952,796,350
267,9,29.4,952,883,550
267,10,32.1,952,915,711
267,11,34.4,952,931,819
267,12,36.2,952,943,867
267,13,37.5,952,950,848
267,14,38.2,952,942,759
267,15,38.3,952,931,619
267,16,37.6,952,877,430
267,17,36.1,952,437,213
267,18,34.1,952,0,12
267,19,32.7,952,0,0
267,20,31.3,952,0,0
267,21,29.8,952,0,0
267,22,28.4,952,0,0
267,23,27,952,0,0
267,0,25.6,952,0,0
268,1,24.5,952,0,0
268,2,23.3,952,0,0
268,3,22.7,952,0,0
268,4,22,952,0,0
268,5,21.6,952,0,0
268,6,21.6,952,0,1
268,7,23.5,952,586,140
268,8,26.2,952,819,355
268,9,29,952,917,561
268,10,31.6,952,949,724
268,11,33.9,952,963,832
268,12,35.6,952,963,874
268,13,36.9,952,965,852
268,14,37.5,952,960,765
268,15,37.6,952,933,615
268,16,36.9,952,862,419
268,17,35.3,952,419,201
268,18,33.3,952,0,8
268,19,31.8,952,0,0
268,20,30.3,952,0,0
268,21,28.8,952,0,0
268,22,27.3,952,0,0
268,23,25.8,952,0,0
268,0,24.3,952,0,0
269,1,23.1,951,0,0
269,2,21.8,951,0,0
269,3,21.2,951,0,0
269,4,20.5,951,0,0
269,5,20,951,0,0
269,6,20,951,0,1
269,7,21.7,951,505,128
269,8,24.2,951,714,328
269,9,26.8,951,815,523
269,10,29.2,951,841,678
269,11,31.2,951,842,779
269,12,32.8,951,838,818
269,13,34,951,862,802
269,14,34.6,951,862,718
269,15,34.6,951,854,578
269,16,33.9,951,803,400
269,17,32.5,950,410,194
