BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
185,20,29.8,951,0,0
185,21,28,951,0,0
185,22,26.2,951,0,0
185,23,24.4,951,0,0
185,0,22.7,951,0,0
186,1,22.1,951,0,0
186,2,21.4,951,0,0
186,3,21.1,951,0,0
186,4,20.8,951,0,0
186,5,20.8,951,0,1
186,6,22.2,951,455,106
186,7,24.3,951,698,297
186,8,26.8,951,821,506
186,9,29.3,951,859,694
186,10,31.7,951,882,853
186,11,33.7,951,874,954
186,12,35.5,951,884,1011
186,13,36.8,951,889,1003
186,14,37.6,951,901,940
186,15,38,951,907,824
186,16,38,951,892,658
186,17,37.2,951,842,459
186,18,35.9,951,466,250
186,19,34,951,0,36
186,20,32.3,951,0,0
186,21,30.6,951,0,0
186,22,28.8,951,0,0
186,23,27.1,951,0,0
186,0,25.4,951,0,0
187,1,24.2,951,0,0
187,2,22.7,951,0,0
187,3,21.9,951,0,0
187,4,21.3,951,0,0
187,5,21.1,951,0,1
187,6,22.2,951,527,113
187,7,24,951,774,313
187,8,26,951,880,526
187,9,28,951,915,717
187,10,29.9,951,921,869
187,11,31.6,951,937,983
187,12,32.9,951,933,1034
187,13,33.9,951,937,1027
187,14,34.5,951,944,963
187,15,34.7,951,939,841
187,16,34.5,951,926,676
187,17,33.7,951,876,474
187,18,32.4,951,470,257
187,19,30.7,951,0,36
187,20,29.1,951,0,0
187,21,27.5,951,0,0
187,22,25.9,951,0,0
187,23,24.3,951,0,0
187,0,22.8,951,0,0
188,1,22.5,951,0,0
188,2,22.2,951,0,0
188,3,22,951,0,0
188,4,21.9,951,0,0
188,5,21.8,951,0,1
188,6,23.3,951,494,109
188,7,25.6,951,735,303
188,8,28.1,951,841,509
188,9,30.7,951,873,697
188,10,33.1,951,879,850
188,11,35.3,952,875,953
188,12,37,952,863,1001
188,13,38.3,952,851,988
188,14,39.2,952,861,924
188,15,39.6,952,865,806
188,16,39.5,952,854,643
188,17,38.7,952,809,449
188,18,37.3,952,455,244
188,19,35.4,952,0,31
188,20,33.8,952,0,0
188,21,32.3,952,0,0
188,22,30.7,952,0,0
188,23,29.1,952,0,0
188,0,27.5,952,0,0
189,1,26.2,952,0,0
189,2,24.9,952,0,0
189,3,24.2,952,0,0
189,4,23.6,952,0,0
189,5,23.5,952,0,1
189,6,24.8,952,494,108
189,7,26.9,952,736,303
189,8,29.3,952,837,507
189,9,31.6,952,862,692
189,10,33.8,952,868,844
189,11,35.7,952,853,944
189,12,37.2,952,838,991
189,13,38.4,952,841,983
189,14,39.1,952,839,915
189,15,39.4,952,853,801
189,16,39.3,952,855,644
189,17,38.5,952,813,450
189,18,37.2,952,459,246
189,19,35.4,952,0,32
189,20,33.9,952,0,0
189,21,32.4,952,0,0
189,22,30.9,952,0,0
189,23,29.5,952,0,0
189,0,28,952,0,0
190,1,27.3,952,0,0
190,2,26.5,952,0,0
190,3,26.1,952,0,0
190,4,25.8,952,0,0
190,5,25.7,952,0,1
190,6,27.1,952,467,103
190,7,29.2,952,723,297
190,8,31.7,952,836,505
190,9,34.2,952,865,692
190,10,36.5,952,881,848
190,11,38.6,952,885,955
190,12,40.3,952,874,1004
190,13,41.6,952,875,996
190,14,42.4,952,884,932
190,15,42.8,952,878,811
190,16,42.7,952,866,647
190,17,42,952,823,452
190,18,40.6,952,456,244
190,19,38.7,952,0,31
190,20,37,952,0,0
190,21,35.2,952,0,0
190,22,33.5,952,0,0
190,23,31.7,952,0,0
190,0,30,951,0,0
191,1,28.7,951,0,0
191,2,27.3,951,0,0
191,3,26.6,951,0,0
191,4,26.1,951,0,0
191,5,26,951,0,0
191,6,27.1,951,356,92
191,7,28.9,951,533,262
191,8,31,951,595,450
191,9,33.1,951,648,627
191,10,35.2,951,640,771
191,11,37,951,637,874
191,12,38.5,951,622,921
191,13,39.6,951,632,916
191,14,40.4,951,688,868
191,15,40.7,951,707,756
191,16,40.7,951,708,601
191,17,40,951,657,413
191,18,38.7,951,415,224
191,19,37.1,951,0,30
191,20,35.2,951,0,0
191,21,33.3,951,0,0
191,22,31.5,951,0,0
191,23,29.6,951,0,0
191,0,27.7,952,0,0
192,1,26.3,952,0,0
192,2,24.9,952,0,0
192,3,24.1,952,0,0
192,4,23.5,952,0,0
192,5,23.4,952,0,0
192,6,24.7,952,526,107
192,7,26.9,952,786,313
192,8,29.4,952,908,538
192,9,31.9,952,956,742
192,10,34.3,953,978,909
192,11,36.4,953,991,1021
192,12,38.1,953,993,1076
192,13,39.4,953,993,1067
192,14,40.2,953,984,993
192,15,40.6,953,969,864
192,16,40.5,953,943,688
192,17,39.6,953,882,475
192,18,38.1,953,467,252
192,19,36.2,953,0,30
192,20,34.4,953,0,0
192,21,32.6,952,0,0
192,22,30.9,952,0,0
192,23,29.1,952,0,0
192,0,27.3,952,0,0
193,1,26.2,952,0,0
193,2,25,952,0,0
193,3,24.4,952,0,0
193,4,24,952,0,0
193,5,23.9,952,0,0
193,6,25.1,952,468,100
193,7,27.2,952,728,295
193,8,29.6,952,861,510
193,9,32.1,952,901,703
193,10,34.4,952,912,859
193,11,36.4,952,917,967
193,12,38.1,952,908,1017
193,13,39.3,952,904,1007
193,14,40.1,952,894,935
193,15,40.4,952,887,813
193,16,40.3,952,866,646
193,17,39.5,952,795,443
193,18,38.1,952,436,234
193,19,36.2,951,0,26
193,20,34.6,951,0,0
193,21,33,951,0,0
193,22,31.4,951,0,0
193,23,29.8,951,0,0
193,0,28.2,951,0,0
194,1,27.2,951,0,0
194,2,26.1,951,0,0
194,3,25.5,951,0,0
194,4,25.2,951,0,0
194,5,25.1,951,0,0
194,6,26.2,951,389,90
194,7,28.2,951,590,268
194,8,30.4,951,681,461
194,9,32.6,951,714,643
194,10,34.8,951,694,785
194,11,36.7,951,686,887
194,12,38.2,951,663,932
194,13,39.4,951,665,925
194,14,40.1,951,654,856
194,15,40.5,951,676,746
194,16,40.4,951,699,597
194,17,39.7,951,640,408
194,18,38.4,951,415,216
194,19,36.8,951,0,24
194,20,34.8,951,0,0
194,21,32.9,951,0,0
194,22,30.9,951,0,0
194,23,29,951,0,0
194,0,27,951,0,0
195,1,25.5,951,0,0
195,2,23.8,951,0,0
195,3,22.9,951,0,0
195,4,22.3,952,0,0
195,5,22.2,952,0,0
195,6,23.4,952,508,102
195,7,25.5,952,780,308
195,8,28,952,906,533
195,9,30.4,952,957,740
195,10,32.8,952,976,903
195,11,34.8,952,989,1016
195,12,36.5,952,985,1066
195,13,37.7,952,981,1055
195,14,38.5,952,969,978
195,15,38.8,952,947,844
195,16,38.6,952,913,665
195,17,37.7,952,807,453
195,18,36.3,952,437,233
195,19,34.4,952,0,22
195,20,32.5,952,0,0
195,21,30.7,952,0,0
195,22,28.8,952,0,0
195,23,27,952,0,0
195,0,25.1,952,0,0
196,1,24,952,0,0
196,2,22.7,952,0,0
196,3,22.1,952,0,0
196,4,21.6,952,0,0
196,5,21.5,952,0,0
196,6,22.7,952,456,96
196,7,24.8,952,727,291
196,8,27.2,952,861,506
196,9,29.6,952,912,704
196,10,32,952,928,865
196,11,34,952,939,977
196,12,35.7,952,940,1031
196,13,37,952,942,1025
196,14,37.9,952,952,964
196,15,38.3,952,941,840
196,16,38.2,952,920,669
196,17,37.4,952,865,464
196,18,36,952,465,248
196,19,34.1,952,0,31
196,20,32.5,952,0,0
196,21,30.9,952,0,0
196,22,29.2,952,0,0
196,23,27.6,952,0,0
196,0,26,952,0,0
197,1,25,952,0,0
197,2,23.9,952,0,0
197,3,23.3,952,0,0
197,4,22.9,952,0,0
197,5,22.8,952,0,0
197,6,24,952,433,92
197,7,26,952,700,282
197,8,28.4,952,831,494
197,9,30.9,952,882,690
197,10,33.2,951,903,850
197,11,35.3,951,909,960
197,12,37,951,912,1016
197,13,38.3,951,918,1011
197,14,39.2,952,928,949
197,15,39.6,952,930,832
197,16,39.5,952,911,663
197,17,38.8,952,859,461
197,18,37.4,952,464,248
197,19,35.5,952,0,32
197,20,33.9,952,0,0
197,21,32.3,952,0,0
197,22,30.6,952,0,0
197,23,29,952,0,0
197,0,27.4,952,0,0
198,1,26.3,952,0,0
198,2,25.1,952,0,0
198,3,24.5,952,0,0
198,4,24.1,952,0,0
198,5,24,952,0,0
198,6,25.1,952,446,92
198,7,27.2,952,720,286
198,8,29.6,952,862,503
198,9,32.1,952,917,704
198,10,34.4,952,934,866
198,11,36.5,952,944,978
198,12,38.2,952,942,1031
198,13,39.5,952,943,1024
198,14,40.4,952,940,956
198,15,40.8,952,935,834
198,16,40.7,952,915,664
198,17,39.9,952,853,458
198,18,38.5,952,459,242
198,19,36.6,952,0,28
198,20,35,952,0,0
198,21,33.3,952,0,0
198,22,31.7,952,0,0
198,23,30,952,0,0
198,0,28.4,952,0,0
199,1,27.3,953,0,0
199,2,26.2,953,0,0
199,3,25.6,953,0,0
199,4,25.2,953,0,0
199,5,25.1,953,0,0
199,6,26.1,953,331,81
199,7,28.1,953,578,279
199,8,29.8,953,302,378
199,9,32.8,953,810,752
199,10,35.5,953,936,925
199,11,37.5,953,808,938
199,12,39.5,953,940,1102
199,13,40.6,953,680,944
199,14,41.5,953,890,971
199,15,41.9,953,874,821
199,16,41.9,953,934,676
199,17,41.2,953,896,490
199,18,39.8,953,547,258
199,19,38.1,953,28,64
199,20,36.4,952,0,0
199,21,34.7,952,0,0
199,22,33.1,952,0,0
199,23,31.4,952,0,0
199,0,29.7,952,0,0
200,1,28.6,952,0,0
200,2,27.4,952,0,0
200,3,26.8,952,0,0
200,4,26.4,952,0,0
200,5,26.3,952,0,0
200,6,27.3,952,374,82
200,7,29.2,952,606,261
200,8,31.4,952,726,462
200,9,33.8,952,785,654
200,10,36,952,784,804
200,11,37.9,952,785,911
200,12,39.5,952,761,957
200,13,40.7,951,739,944
200,14,41.4,951,740,878
200,15,41.8,952,760,767
200,16,41.7,952,767,611
200,17,41,952,719,420
200,18,39.7,952,392,218
200,19,38,952,0,23
200,20,36.2,952,0,0
200,21,34.4,952,0,0
200,22,32.6,952,0,0
200,23,30.9,952,0,0
200,0,29.1,952,0,0
201,1,27.8,952,0,0
201,2,26.4,952,0,0
201,3,25.6,952,0,0
201,4,25.1,952,0,0
201,5,25,952,0,0
201,6,26,952,377,84
201,7,27.8,952,670,270
201,8,30.1,952,805,480
201,9,32.5,952,858,676
201,10,34.7,952,882,837
201,11,36.7,952,887,947
201,12,38.3,952,885,1000
201,13,39.6,952,900,1000
201,14,40.4,952,913,939
201,15,40.7,952,926,826
201,16,40.7,952,905,656
201,17,39.9,952,853,455
201,18,38.6,952,458,240
201,19,36.7,952,0,29
201,20,35.4,952,0,0
201,21,34,952,0,0
201,22,32.7,952,0,0
201,23,31.3,952,0,0
201,0,29.9,952,0,0
202,1,29.3,952,0,0
202,2,28.7,952,0,0
202,3,28.3,952,0,0
202,4,28,953,0,0
202,5,28,953,0,0
202,6,29.2,953,479,89
202,7,31.3,953,758,288
202,8,33.9,953,887,508
202,9,36.5,953,933,708
202,10,39,953,948,870
202,11,41.2,953,956,982
202,12,43,953,956,1036
202,13,44.3,953,952,1026
202,14,45.2,953,946,956
202,15,45.6,953,931,829
202,16,45.5,953,903,654
202,17,44.7,953,835,447
202,18,43.3,953,445,231
202,19,41.4,953,0,21
202,20,39.6,953,0,0
202,21,37.8,953,0,0
202,22,36,953,0,0
202,23,34.3,953,0,0
202,0,32.5,953,0,0
203,1,31,953,0,0
203,2,29.5,953,0,0
203,3,28.7,953,0,0
203,4,28.1,953,0,0
203,5,28,953,0,0
203,6,29.1,953,454,86
203,7,31,953,723,279
203,8,33.4,953,854,492
203,9,35.7,953,899,689
203,10,38,953,918,851
203,11,40,953,923,961
203,12,41.7,953,922,1015
203,13,42.9,953,926,1011
203,14,43.7,953,929,945
203,15,44.1,953,936,830
203,16,44,953,923,664
203,17,43.3,953,872,461
203,18,41.9,953,463,247
203,19,40.1,953,0,28
203,20,38.3,953,0,0
203,21,36.5,953,0,0
203,22,34.7,952,0,0
203,23,32.8,952,0,0
203,0,31,952,0,0
204,1,29.9,952,0,0
204,2,28.6,952,0,0
204,3,27.9,952,0,0
204,4,27.5,952,0,0
204,5,27.4,952,0,0
204,6,28.4,952,379,82
204,7,30.3,952,698,271
204,8,32.6,952,815,478
204,9,35,952,856,671
204,10,37.2,952,858,824
204,11,39.2,952,852,930
204,12,40.8,952,843,981
204,13,42,952,831,970
204,14,42.8,952,821,900
204,15,43.1,952,814,779
204,16,43,952,799,616
204,17,42.2,952,751,422
204,18,40.9,952,410,217
204,19,39.1,952,0,20
204,20,37.3,952,0,0
204,21,35.6,952,0,0
204,22,33.8,952,0,0
204,23,32,952,0,0
204,0,30.3,952,0,0
205,1,29,952,0,0
205,2,27.7,952,0,0
205,3,27,952,0,0
205,4,26.5,952,0,0
205,5,26.4,953,0,0
205,6,27.4,953,456,83
205,7,29.4,953,725,277
205,8,31.8,953,871,496
205,9,34.2,953,920,697
205,10,36.5,953,937,859
205,11,38.6,953,948,974
205,12,40.3,953,944,1026
205,13,41.6,953,944,1019
205,14,42.4,953,939,949
205,15,42.8,952,927,823
205,16,42.7,952,906,652
205,17,41.9,952,850,448
205,18,40.5,952,451,232
205,19,38.6,952,0,22
205,20,36.9,952,0,0
205,21,35.1,952,0,0
205,22,33.4,952,0,0
205,23,31.6,952,0,0
205,0,29.9,952,0,0
206,1,28.7,952,0,0
206,2,27.4,952,0,0
206,3,26.7,951,0,0
206,4,26.3,951,0,0
206,5,26.2,951,0,0
206,6,27.1,951,342,73
206,7,28.8,951,586,249
206,8,30.9,951,670,440
206,9,33.1,951,694,621
206,10,35.2,951,695,771
206,11,37,951,673,872
206,12,38.5,951,624,910
206,13,39.6,951,635,906
206,14,40.3,951,643,843
206,15,40.6,950,655,730
206,16,40.5,950,700,587
206,17,39.8,950,627,393
206,18,38.5,950,382,204
206,19,36.9,950,0,19
206,20,35.4,950,0,0
206,21,34,950,0,0
206,22,32.5,950,0,0
206,23,31,950,0,0
206,0,29.5,950,0,0
207,1,28.6,950,0,0
207,2,27.7,949,0,0
207,3,27.2,949,0,0
207,4,26.8,949,0,0
207,5,26.8,949,0,0
207,6,27.7,949,303,77
207,7,29.5,949,531,257
207,8,31.3,949,454,395
207,9,33.1,949,484,555
207,10,34.7,949,356,639
207,11,36.1,949,391,727
207,12,37.3,949,440,790
207,13,38.5,948,525,846
207,14,39.1,949,408,731
207,15,39.3,949,334,608
207,16,38.5,949,88,320
207,17,37.8,949,151,290
207,18,36.7,949,162,145
207,19,35.4,949,0,16
207,20,34.2,949,0,0
207,21,32.9,949,0,0
207,22,31.7,949,0,0
207,23,30.4,950,0,0
207,0,29.2,950,0,0
208,1,28.2,950,0,0
208,2,27.2,950,0,0
208,3,26.6,950,0,0
208,4,26.3,950,0,0
208,5,26.2,950,0,0
208,6,27.1,950,345,72
208,7,28.9,950,598,252
208,8,31.1,951,775,462
208,9,33.4,951,795,646
208,10,35.6,951,803,801
208,11,37.6,951,801,908
208,12,39.1,951,771,953
208,13,40.3,951,736,935
208,14,41,951,696,858
208,15,41.3,951,676,734
208,16,41.1,951,640,571
208,17,40.3,951,581,380
208,18,38.9,951,273,186
208,19,37.2,951,0,12
208,20,35.9,951,0,0
208,21,34.6,951,0,0
208,22,33.2,951,0,0
208,23,31.9,951,0,0
208,0,30.6,951,0,0
209,1,29.7,951,0,0
209,2,28.8,951,0,0
209,3,28.3,950,0,0
209,4,28,950,0,0
209,5,27.9,950,0,0
209,6,28.7,950,226,64
209,7,30.3,950,424,217
209,8,32.2,950,437,390
209,9,34.2,950,455,548
209,10,36.1,950,519,700
209,11,37.8,950,537,781
209,12,39.2,950,517,822
209,13,40.3,950,527,839
209,14,41.1,950,557,811
209,15,41.4,950,502,665
209,16,41.3,950,523,534
209,17,40.7,950,487,366
209,18,39.6,950,338,185
209,19,38,950,0,14
209,20,36.9,951,0,0
209,21,35.7,951,0,0
209,22,34.5,951,0,0
209,23,33.3,951,0,0
209,0,32.1,951,0,0
210,1,31.4,951,0,0
210,2,30.7,951,0,0
210,3,30.3,951,0,0
210,4,30,951,0,0
210,5,30,951,0,0
210,6,30.9,951,319,66
210,7,32.7,951,564,238
210,8,34.9,951,662,432
210,9,37.2,951,699,617
210,10,39.4,951,682,762
210,11,41.4,952,700,875
210,12,43.1,952,737,940
210,13,44.4,952,720,928
210,14,45.3,952,769,877
210,15,45.7,952,757,755
210,16,45.7,952,780,602
210,17,45,952,734,409
210,18,43.8,952,399,205
210,19,42.1,952,0,18
210,20,40.2,952,0,0
210,21,38.2,952,0,0
210,22,36.3,952,0,0
210,23,34.4,952,0,0
210,0,32.4,952,0,0
211,1,30.7,952,0,0
211,2,28.8,952,0,0
211,3,27.9,952,0,0
211,4,27.2,952,0,0
211,5,27.1,952,0,0
211,6,27.8,952,332,67
211,7,29.5,952,606,248
211,8,31.6,952,776,457
211,9,33.7,952,821,649
211,10,35.8,952,826,804
211,11,37.6,952,838,917
211,12,39.2,952,829,968
211,13,40.3,952,831,962
211,14,41,952,845,900
211,15,41.3,952,845,780
211,16,41.2,952,829,614
211,17,40.4,952,759,413
211,18,39.1,951,411,206
211,19,37.4,951,0,16
211,20,36,951,0,0
211,21,34.5,951,0,0
211,22,33.1,951,0,0
211,23,31.7,951,0,0
211,0,30.2,951,0,0
212,1,29.7,951,0,0
212,2,29.1,951,0,0
212,3,28.8,951,0,0
212,4,28.6,951,0,0
212,5,28.3,951,0,0
212,6,29.1,951,0,30
212,7,31.4,951,387,223
212,8,33.7,951,618,417
212,9,36,951,658,602
212,10,38.1,951,639,746
212,11,39.9,951,619,847
212,12,41.3,951,615,900
212,13,42.3,951,603,889
212,14,43,951,620,829
212,15,43.2,951,661,724
212,16,43,951,685,573
212,17,42.2,951,620,383
212,18,40.8,951,358,194
212,19,39.2,951,0,17
212,20,37.4,951,0,0
212,21,35.6,951,0,0
212,22,33.8,951,0,0
212,23,32.2,951,0,0
212,0,30.6,951,0,0
213,1,29.1,951,0,0
213,2,27.5,951,0,0
213,3,25.9,952,0,0
213,4,25,952,0,0
213,5,24.3,952,0,0
213,6,25,952,0,32
213,7,27.5,952,480,248
213,8,30,952,796,458
213,9,32.3,952,838,651
213,10,34.5,952,856,811
213,11,36.3,952,863,924
213,12,37.8,952,862,977
213,13,38.8,952,870,973
213,14,39.5,952,901,920
213,15,39.7,952,904,800
213,16,39.3,952,890,632
213,17,38.3,952,835,430
213,18,36.8,952,436,215
213,19,34.8,952,0,17
213,20,33,952,0,0
213,21,31.2,952,0,0
213,22,29.4,952,0,0
213,23,27.5,952,0,0
213,0,25.7,952,0,0
214,1,24.7,952,0,0
214,2,23.5,952,0,0
214,3,22.9,952,0,0
214,4,22.3,952,0,0
214,5,21.9,952,0,0
214,6,22.6,952,0,31
214,7,25.3,952,458,250
214,8,28,952,827,465
214,9,30.6,952,874,662
214,10,32.9,951,885,821
214,11,34.9,951,888,932
214,12,36.5,951,885,985
214,13,37.7,951,891,981
214,14,38.4,951,888,913
214,15,38.6,952,870,784
214,16,38.2,952,843,613
214,17,37.1,952,787,414
214,18,35.5,952,416,202
214,19,33.5,952,0,13
214,20,31.7,952,0,0
214,21,29.9,952,0,0
214,22,28.1,952,0,0
214,23,26.3,952,0,0
214,0,24.5,952,0,0
215,1,23.2,952,0,0
215,2,21.8,952,0,0
215,3,21,952,0,0
215,4,20.3,952,0,0
215,5,19.7,952,0,0
215,6,20.4,952,0,33
215,7,23.2,952,486,274
215,8,26,952,906,508
215,9,28.7,952,964,726
215,10,31,952,990,898
215,11,33.1,952,1005,1016
215,12,34.7,952,1013,1074
215,13,35.8,952,1010,1063
215,14,36.5,952,994,983
215,15,36.6,952,973,843
215,16,36.1,952,938,656
215,17,35,952,821,435
215,18,33.2,952,425,207
215,19,31.1,952,0,10
215,20,29.4,952,0,0
215,21,27.7,952,0,0
215,22,26,952,0,0
215,23,24.3,952,0,0
215,0,22.6,952,0,0
216,1,21.7,952,0,0
216,2,20.7,952,0,0
216,3,20,952,0,0
216,4,19.4,952,0,0
216,5,19,952,0,0
216,6,19.6,952,0,32
216,7,22.3,952,479,266
216,8,25,952,899,498
216,9,27.6,952,958,712
216,10,29.9,952,986,887
216,11,31.9,952,999,1004
216,12,33.4,952,1001,1057
216,13,34.5,952,998,1046
216,14,35.1,952,985,970
216,15,35.3,952,967,834
216,16,34.8,952,935,651
216,17,33.6,952,861,434
216,18,31.9,952,426,208
216,19,29.8,952,0,11
216,20,28.4,951,0,0
216,21,27,951,0,0
216,22,25.6,951,0,0
216,23,24.2,951,0,0
216,0,22.8,951,0,0
217,1,22.3,951,0,0
217,2,21.7,951,0,0
217,3,21.4,951,0,0
217,4,21.1,951,0,0
217,5,20.8,951,0,0
217,6,21.5,951,0,26
217,7,24.1,951,396,224
217,8,26.7,951,672,423
217,9,29.3,951,720,612
217,10,31.6,951,706,760
217,11,33.6,951,677,859
217,12,35.1,950,647,903
217,13,36.2,950,639,894
217,14,36.9,950,672,838
217,15,37.2,950,694,725
217,16,36.9,950,719,572
217,17,35.9,950,694,387
217,18,34.4,950,373,188
217,19,32.5,950,0,12
217,20,31.1,950,0,0
217,21,29.7,950,0,0
217,22,28.3,950,0,0
217,23,26.9,950,0,0
217,0,25.5,950,0,0
218,1,24.4,950,0,0
218,2,23.3,950,0,0
218,3,22.7,950,0,0
218,4,22.1,950,0,0
218,5,21.6,950,0,0
218,6,22.1,950,0,23
218,7,24.4,950,354,207
218,8,26.7,950,505,393
218,9,28.8,950,531,552
218,10,30.9,950,587,718
218,11,32.7,950,598,823
218,12,34.2,950,615,896
218,13,35.3,949,592,876
218,14,35.9,950,607,806
218,15,36.1,950,654,711
218,16,35.9,950,655,553
218,17,35,950,665,379
218,18,33.6,950,349,182
218,19,31.8,950,0,12
218,20,30.2,950,0,0
218,21,28.6,950,0,0
218,22,27,950,0,0
218,23,25.4,950,0,0
218,0,23.8,950,0,0
219,1,22.6,950,0,0
219,2,21.4,951,0,0
219,3,20.7,951,0,0
219,4,20,951,0,0
219,5,19.5,951,0,0
219,6,20.1,951,0,26
219,7,22.7,951,456,242
219,8,25.3,951,845,462
219,9,27.8,951,903,666
219,10,30.1,951,929,834
219,11,32.1,951,942,951
219,12,33.7,951,937,1002
219,13,34.8,951,936,994
219,14,35.5,951,929,923
219,15,35.7,952,918,795
219,16,35.3,952,888,618
219,17,34.1,952,797,405
219,18,32.5,952,400,191
219,19,30.5,952,0,10
219,20,29,952,0,0
219,21,27.6,952,0,0
219,22,26.1,952,0,0
219,23,24.7,952,0,0
219,0,23.2,952,0,0
220,1,22.5,952,0,0
220,2,21.7,952,0,0
220,3,21.2,952,0,0
220,4,20.8,952,0,0
220,5,20.4,952,0,0
220,6,21,952,0,26
220,7,23.9,952,464,246
220,8,26.8,952,866,469
220,9,29.5,952,928,677
220,10,32.1,952,950,845
220,11,34.2,952,960,962
220,12,36,952,964,1018
220,13,37.3,952,966,1012
220,14,38,952,959,940
220,15,38.3,952,949,811
220,16,37.9,952,926,635
220,17,36.8,952,854,422
220,18,35.1,952,414,200
220,19,33,952,0,10
220,20,31.4,952,0,0
220,21,29.7,952,0,0
220,22,28,952,0,0
220,23,26.4,952,0,0
220,0,24.7,952,0,0
221,1,23.5,952,0,0
221,2,22.1,952,0,0
221,3,21.4,952,0,0
221,4,20.6,952,0,0
221,5,20.1,952,0,0
221,6,20.6,952,0,25
221,7,23.3,952,465,247
221,8,26,952,884,475
221,9,28.6,952,945,688
221,10,31,952,972,861
221,11,33.1,952,981,977
221,12,34.7,952,983,1030
221,13,35.9,952,982,1023
221,14,36.5,952,968,945
221,15,36.7,952,951,810
221,16,36.2,952,909,623
221,17,35.1,952,797,407
221,18,33.3,952,396,186
221,19,31.3,952,0,7
221,20,29.9,952,0,0
221,21,28.4,952,0,0
221,22,27,952,0,0
221,23,25.6,952,0,0
221,0,24.2,952,0,0
222,1,23.4,952,0,0
222,2,22.6,952,0,0
222,3,22.2,952,0,0
222,4,21.7,952,0,0
222,5,21.4,952,0,0
222,6,21.9,952,0,24
222,7,24.8,952,463,245
222,8,27.6,952,880,472
222,9,30.4,952,941,683
222,10,33,952,967,855
222,11,35.2,952,975,970
222,12,36.9,952,975,1023
222,13,38.1,952,974,1014
222,14,38.9,952,967,942
222,15,39.1,952,948,805
222,16,38.7,952,912,622
222,17,37.5,952,825,406
222,18,35.7,952,399,186
222,19,33.6,952,0,7
222,20,32.4,952,0,0
222,21,31.1,952,0,0
222,22,29.8,952,0,0
222,23,28.6,952,0,0
222,0,27.3,952,0,0
223,1,26.5,952,0,0
223,2,25.7,952,0,0
223,3,25.2,952,0,0
223,4,24.8,952,0,0
223,5,24.4,952,0,0
223,6,24.9,952,0,22
223,7,27.5,952,411,222
223,8,30.1,952,754,431
223,9,32.7,952,823,630
223,10,35,952,827,786
223,11,37,952,823,895
223,12,38.6,952,817,946
223,13,39.8,952,806,935
223,14,40.5,952,816,870
223,15,40.7,951,828,751
223,16,40.3,951,810,582
223,17,39.3,951,731,380
223,18,37.7,951,374,176
223,19,35.7,951,0,8
223,20,34.4,951,0,0
223,21,33,951,0,0
223,22,31.6,951,0,0
223,23,30.2,951,0,0
223,0,28.9,951,0,0
224,1,27.9,951,0,0
224,2,26.9,951,0,0
224,3,26.4,951,0,0
224,4,25.8,951,0,0
224,5,25.5,951,0,0
224,6,25.9,951,0,20
224,7,28.3,951,389,216
224,8,30.9,951,726,423
224,9,33.4,951,773,614
224,10,35.6,951,771,768
224,11,37.5,951,780,880
224,12,39.1,951,785,934
224,13,40.2,951,761,919
224,14,40.9,951,777,856
224,15,41.1,951,780,734
224,16,40.8,951,760,566
224,17,39.7,951,699,370
224,18,38.2,951,339,168
224,19,36.3,951,0,6
224,20,34.7,951,0,0
224,21,33,951,0,0
224,22,31.4,951,0,0
224,23,29.7,951,0,0
224,0,28.1,951,0,0
225,1,26.9,951,0,0
225,2,25.5,951,0,0
225,3,24.8,951,0,0
225,4,24.1,951,0,0
225,5,23.6,951,0,0
225,6,23.9,951,0,20
225,7,26.3,951,407,217
225,8,28.8,951,755,428
225,9,31.2,951,827,628
225,10,33.4,951,849,790
225,11,35.4,951,866,907
225,12,36.9,951,878,965
225,13,38,951,875,956
225,14,38.6,951,857,880
225,15,38.8,951,851,754
225,16,38.4,951,826,582
225,17,37.3,951,756,379
225,18,35.7,951,371,172
225,19,33.8,951,0,7
225,20,32.5,951,0,0
225,21,31.2,951,0,0
225,22,29.9,951,0,0
225,23,28.6,951,0,0
225,0,27.2,951,0,0
226,1,26.6,951,0,0
226,2,25.8,952,0,0
226,3,25.4,952,0,0
226,4,25,952,0,0
226,5,24.7,952,0,0
226,6,25.1,952,0,18
226,7,27.7,952,413,217
226,8,30.3,952,755,426
226,9,32.9,952,816,623
226,10,35.3,952,832,783
226,11,37.3,952,827,891
226,12,38.9,952,821,943
226,13,40.1,952,817,933
226,14,40.8,952,826,867
226,15,41,951,833,745
226,16,40.6,951,799,571
226,17,39.5,951,717,368
226,18,37.9,951,338,163
226,19,36,951,0,6
226,20,34.8,950,0,0
226,21,33.6,950,0,0
226,22,32.4,950,0,0
226,23,31.2,950,0,0
226,0,30,950,0,0
227,1,29.2,949,0,0
227,2,28.4,949,0,0
227,3,28,949,0,0
227,4,27.6,949,0,0
227,5,27.3,948,0,0
227,6,27.5,948,0,14
227,7,29.1,948,152,145
227,8,31,948,194,314
227,9,32.7,948,209,433
227,10,34.1,947,192,519
227,11,35.4,947,224,621
227,12,36.4,947,235,644
227,13,37.2,947,228,633
227,14,37.6,947,214,596
227,15,37.7,947,164,489
227,16,37.3,947,139,358
227,17,36.5,947,78,220
227,18,35.4,947,81,97
