Calama, Chile
-22.50 , -68.90
      
     Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2],    Id [W/m2],
    214.0000 ,      18.0000 ,     282.3000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,      19.0000 ,     281.7000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,      20.0000 ,     281.1000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,      21.0000 ,     280.4500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,      22.0000 ,     279.8000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,      23.0000 ,     279.2500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    214.0000 ,       0.0000 ,     278.7000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       1.0000 ,     278.1000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       2.0000 ,     277.6500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       3.0000 ,     277.3000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       4.0000 ,     277.0000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       5.0000 ,     276.8000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       6.0000 ,     276.8000 ,      75.9931 ,       0.0000 ,      21.0000 ,      21.0000 ,
    215.0000 ,       7.0000 ,     277.6500 ,      75.9931 ,     489.0000 ,     253.0000 ,     114.5835 ,
    215.0000 ,       8.0000 ,     279.1000 ,      75.9931 ,     854.0000 ,     457.0000 ,      53.5701 ,
    215.0000 ,       9.0000 ,     280.4000 ,      75.9931 ,     894.0000 ,     623.0000 ,      67.2800 ,
    215.0000 ,      10.0000 ,     281.5000 ,      75.9931 ,     901.0000 ,     732.0000 ,      82.8088 ,
    215.0000 ,      11.0000 ,     282.3500 ,      75.9931 ,     903.0000 ,     779.0000 ,      90.5560 ,
    215.0000 ,      12.0000 ,     282.9500 ,      75.9931 ,     914.0000 ,     763.0000 ,      82.6389 ,
    215.0000 ,      13.0000 ,     283.3000 ,      75.9931 ,     905.0000 ,     677.0000 ,      72.7368 ,
    215.0000 ,      14.0000 ,     283.4000 ,      75.9931 ,     886.0000 ,     533.0000 ,      56.7110 ,
    215.0000 ,      15.0000 ,     283.1500 ,      75.9437 ,     791.0000 ,     339.0000 ,      51.9625 ,
    215.0000 ,      16.0000 ,     282.5000 ,      75.8944 ,     538.0000 ,     126.0000 ,      42.3301 ,
    215.0000 ,      17.0000 ,     281.6000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      18.0000 ,     280.8000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      19.0000 ,     280.1500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      20.0000 ,     279.5000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      21.0000 ,     278.8500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      22.0000 ,     278.2000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,      23.0000 ,     277.6500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    215.0000 ,       0.0000 ,     277.1000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       1.0000 ,     276.5500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       2.0000 ,     276.1500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       3.0000 ,     275.9000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       4.0000 ,     275.6500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       5.0000 ,     275.4000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       6.0000 ,     275.4500 ,      75.8944 ,       0.0000 ,      22.0000 ,      22.0000 ,
    216.0000 ,       7.0000 ,     276.3500 ,      75.8944 ,     491.0000 ,     252.0000 ,     111.8050 ,
    216.0000 ,       8.0000 ,     277.8000 ,      75.8944 ,     850.0000 ,     458.0000 ,      54.1621 ,
    216.0000 ,       9.0000 ,     279.1000 ,      75.8944 ,     887.0000 ,     623.0000 ,      69.0895 ,
    216.0000 ,      10.0000 ,     280.2000 ,      75.8944 ,     897.0000 ,     733.0000 ,      84.0483 ,
    216.0000 ,      11.0000 ,     281.1000 ,      75.8944 ,     900.0000 ,     781.0000 ,      92.1985 ,
    216.0000 ,      12.0000 ,     281.7500 ,      75.8944 ,     906.0000 ,     763.0000 ,      86.0174 ,
    216.0000 ,      13.0000 ,     282.1000 ,      75.8944 ,     898.0000 ,     676.0000 ,      74.0145 ,
    216.0000 ,      14.0000 ,     282.2000 ,      75.8944 ,     883.0000 ,     534.0000 ,      57.1834 ,
    216.0000 ,      15.0000 ,     281.9500 ,      75.8944 ,     791.0000 ,     340.0000 ,      51.2798 ,
    216.0000 ,      16.0000 ,     281.2500 ,      75.8944 ,     540.0000 ,     128.0000 ,      43.0478 ,
    216.0000 ,      17.0000 ,     280.3500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      18.0000 ,     279.7000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      19.0000 ,     279.3000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      20.0000 ,     278.9000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      21.0000 ,     278.5500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      22.0000 ,     278.2000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,      23.0000 ,     277.9000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    216.0000 ,       0.0000 ,     277.7000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       1.0000 ,     277.5500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       2.0000 ,     277.4500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       3.0000 ,     277.3500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       4.0000 ,     277.3000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       5.0000 ,     277.2500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       6.0000 ,     277.3500 ,      75.8944 ,       0.0000 ,      22.0000 ,      22.0000 ,
    217.0000 ,       7.0000 ,     278.3500 ,      75.8944 ,     476.0000 ,     245.0000 ,     107.8786 ,
    217.0000 ,       8.0000 ,     279.9500 ,      75.9437 ,     788.0000 ,     441.0000 ,      64.4363 ,
    217.0000 ,       9.0000 ,     281.4000 ,      75.9931 ,     826.0000 ,     605.0000 ,      86.7670 ,
    217.0000 ,      10.0000 ,     282.6500 ,      75.9931 ,     822.0000 ,     710.0000 ,     112.8463 ,
    217.0000 ,      11.0000 ,     283.6500 ,      75.9931 ,     807.0000 ,     751.0000 ,     130.9719 ,
    217.0000 ,      12.0000 ,     284.3500 ,      75.9931 ,     805.0000 ,     730.0000 ,     126.1752 ,
    217.0000 ,      13.0000 ,     284.7500 ,      75.9931 ,     826.0000 ,     653.0000 ,      97.0625 ,
    217.0000 ,      14.0000 ,     284.9000 ,      75.9931 ,     819.0000 ,     513.0000 ,      68.7519 ,
    217.0000 ,      15.0000 ,     284.6500 ,      75.9931 ,     764.0000 ,     328.0000 ,      47.5101 ,
    217.0000 ,      16.0000 ,     284.0000 ,      75.9931 ,     535.0000 ,     124.0000 ,      38.8753 ,
    217.0000 ,      17.0000 ,     283.1000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      18.0000 ,     282.3500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      19.0000 ,     281.8000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      20.0000 ,     281.2000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      21.0000 ,     280.6500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      22.0000 ,     280.1000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,      23.0000 ,     279.5000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    217.0000 ,       0.0000 ,     278.9000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       1.0000 ,     278.3000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       2.0000 ,     277.8000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       3.0000 ,     277.4500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       4.0000 ,     277.1500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       5.0000 ,     276.9000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       6.0000 ,     276.9500 ,      75.9931 ,       0.0000 ,      25.0000 ,      25.0000 ,
    218.0000 ,       7.0000 ,     277.8500 ,      75.9931 ,     489.0000 ,     270.0000 ,     127.8567 ,
    218.0000 ,       8.0000 ,     279.3500 ,      76.0424 ,     894.0000 ,     488.0000 ,      58.2479 ,
    218.0000 ,       9.0000 ,     280.7500 ,      76.0918 ,     947.0000 ,     668.0000 ,      71.0280 ,
    218.0000 ,      10.0000 ,     281.9000 ,      76.0918 ,     965.0000 ,     784.0000 ,      80.0256 ,
    218.0000 ,      11.0000 ,     282.8000 ,      76.0918 ,     970.0000 ,     833.0000 ,      84.8133 ,
    218.0000 ,      12.0000 ,     283.4500 ,      76.0918 ,     968.0000 ,     811.0000 ,      82.1053 ,
    218.0000 ,      13.0000 ,     283.8500 ,      76.0918 ,     955.0000 ,     719.0000 ,      73.6602 ,
    218.0000 ,      14.0000 ,     283.9500 ,      76.0424 ,     921.0000 ,     564.0000 ,      62.1797 ,
    218.0000 ,      15.0000 ,     283.6500 ,      75.9931 ,     826.0000 ,     359.0000 ,      53.9927 ,
    218.0000 ,      16.0000 ,     282.9500 ,      75.9931 ,     606.0000 ,     134.0000 ,      36.4965 ,
    218.0000 ,      17.0000 ,     282.0000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      18.0000 ,     281.1500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      19.0000 ,     280.5000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      20.0000 ,     279.8500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      21.0000 ,     279.2000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      22.0000 ,     278.5500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,      23.0000 ,     278.0000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    218.0000 ,       0.0000 ,     277.5500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       1.0000 ,     277.0500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       2.0000 ,     276.6500 ,      75.9437 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       3.0000 ,     276.3500 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       4.0000 ,     276.1000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       5.0000 ,     275.9000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       6.0000 ,     275.9500 ,      75.8944 ,       0.0000 ,      24.0000 ,      24.0000 ,
    219.0000 ,       7.0000 ,     276.9000 ,      75.8944 ,     492.0000 ,     255.0000 ,     110.6655 ,
    219.0000 ,       8.0000 ,     278.4000 ,      75.8944 ,     839.0000 ,     462.0000 ,      56.2553 ,
    219.0000 ,       9.0000 ,     279.7500 ,      75.8944 ,     877.0000 ,     629.0000 ,      73.4913 ,
    219.0000 ,      10.0000 ,     280.9000 ,      75.8944 ,     892.0000 ,     742.0000 ,      88.5247 ,
    219.0000 ,      11.0000 ,     281.8000 ,      75.8944 ,     903.0000 ,     793.0000 ,      93.7389 ,
    219.0000 ,      12.0000 ,     282.4500 ,      75.8944 ,     900.0000 ,     770.0000 ,      89.6795 ,
    219.0000 ,      13.0000 ,     282.8000 ,      75.8944 ,     895.0000 ,     684.0000 ,      76.7761 ,
    219.0000 ,      14.0000 ,     282.9000 ,      75.8944 ,     879.0000 ,     540.0000 ,      58.9182 ,
    219.0000 ,      15.0000 ,     282.6500 ,      75.8944 ,     794.0000 ,     346.0000 ,      51.1243 ,
    219.0000 ,      16.0000 ,     281.9500 ,      75.8944 ,     600.0000 ,     130.0000 ,      32.3957 ,
    219.0000 ,      17.0000 ,     281.0500 ,      75.9437 ,       0.0000 ,       1.0000 ,       1.0000 ,
    219.0000 ,      18.0000 ,     280.3500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,      19.0000 ,     279.9000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,      20.0000 ,     279.4500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,      21.0000 ,     279.0000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,      22.0000 ,     278.5500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,      23.0000 ,     278.2000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    219.0000 ,       0.0000 ,     277.9500 ,      76.0424 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       1.0000 ,     277.6500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       2.0000 ,     277.4500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       3.0000 ,     277.3000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       4.0000 ,     277.1500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       5.0000 ,     277.0500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       6.0000 ,     277.2000 ,      76.0918 ,       0.0000 ,      28.0000 ,      28.0000 ,
    220.0000 ,       7.0000 ,     278.3500 ,      76.1411 ,     491.0000 ,     291.0000 ,     145.6088 ,
    220.0000 ,       8.0000 ,     280.1500 ,      76.1905 ,     910.0000 ,     520.0000 ,      77.2255 ,
    220.0000 ,       9.0000 ,     281.8000 ,      76.1905 ,     962.0000 ,     704.0000 ,      91.6773 ,
    220.0000 ,      10.0000 ,     283.2500 ,      76.1905 ,     984.0000 ,     828.0000 ,     104.0437 ,
    220.0000 ,      11.0000 ,     284.3500 ,      76.1905 ,     992.0000 ,     878.0000 ,     106.7622 ,
    220.0000 ,      12.0000 ,     285.1500 ,      76.1905 ,     988.0000 ,     853.0000 ,     103.2514 ,
    220.0000 ,      13.0000 ,     285.6500 ,      76.1905 ,     972.0000 ,     758.0000 ,      95.8853 ,
    220.0000 ,      14.0000 ,     285.7500 ,      76.1905 ,     935.0000 ,     595.0000 ,      80.9841 ,
    220.0000 ,      15.0000 ,     285.4500 ,      76.1905 ,     836.0000 ,     379.0000 ,      66.7565 ,
    220.0000 ,      16.0000 ,     284.7000 ,      76.1905 ,     609.0000 ,     143.0000 ,      42.8551 ,
    220.0000 ,      17.0000 ,     283.6500 ,      76.1411 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      18.0000 ,     282.8000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      19.0000 ,     282.2000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      20.0000 ,     281.6000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      21.0000 ,     281.0000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      22.0000 ,     280.4500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,      23.0000 ,     279.9000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    220.0000 ,       0.0000 ,     279.3000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       1.0000 ,     278.7000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       2.0000 ,     278.2500 ,      76.0424 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       3.0000 ,     277.9500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       4.0000 ,     277.6500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       5.0000 ,     277.4000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       6.0000 ,     277.4500 ,      75.9931 ,       0.0000 ,      24.0000 ,      24.0000 ,
    221.0000 ,       7.0000 ,     278.3000 ,      75.9931 ,     464.0000 ,     251.0000 ,     112.2966 ,
    221.0000 ,       8.0000 ,     279.6500 ,      75.9931 ,     794.0000 ,     454.0000 ,      65.2683 ,
    221.0000 ,       9.0000 ,     280.9000 ,      75.9931 ,     823.0000 ,     618.0000 ,      91.5656 ,
    221.0000 ,      10.0000 ,     282.0000 ,      75.9931 ,     844.0000 ,     732.0000 ,     108.3666 ,
    221.0000 ,      11.0000 ,     282.8500 ,      75.9437 ,     849.0000 ,     779.0000 ,     116.2957 ,
    221.0000 ,      12.0000 ,     283.4500 ,      75.8944 ,     852.0000 ,     759.0000 ,     109.9309 ,
    221.0000 ,      13.0000 ,     283.8000 ,      75.8944 ,     840.0000 ,     670.0000 ,      95.5044 ,
    221.0000 ,      14.0000 ,     283.9000 ,      75.8944 ,     832.0000 ,     527.0000 ,      67.5744 ,
    221.0000 ,      15.0000 ,     283.6500 ,      75.9437 ,     762.0000 ,     336.0000 ,      49.7866 ,
    221.0000 ,      16.0000 ,     282.9500 ,      75.9931 ,     567.0000 ,     128.0000 ,      33.7652 ,
    221.0000 ,      17.0000 ,     282.0500 ,      75.9931 ,       0.0000 ,       1.0000 ,       1.0000 ,
    221.0000 ,      18.0000 ,     281.3500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,      19.0000 ,     280.8500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,      20.0000 ,     280.3500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,      21.0000 ,     279.9000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,      22.0000 ,     279.4500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,      23.0000 ,     279.0500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    221.0000 ,       0.0000 ,     278.7500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       1.0000 ,     278.4500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       2.0000 ,     278.2500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       3.0000 ,     278.1500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       4.0000 ,     278.0500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       5.0000 ,     277.9000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       6.0000 ,     278.0000 ,      75.9931 ,       0.0000 ,      28.0000 ,      28.0000 ,
    222.0000 ,       7.0000 ,     279.0500 ,      75.9931 ,     495.0000 ,     262.0000 ,     112.6024 ,
    222.0000 ,       8.0000 ,     280.6500 ,      75.9931 ,     824.0000 ,     466.0000 ,      60.0423 ,
    222.0000 ,       9.0000 ,     282.1000 ,      75.9931 ,     835.0000 ,     625.0000 ,      88.2233 ,
    222.0000 ,      10.0000 ,     283.3500 ,      75.9931 ,     843.0000 ,     735.0000 ,     109.3958 ,
    222.0000 ,      11.0000 ,     284.3000 ,      75.9931 ,     832.0000 ,     777.0000 ,     124.9512 ,
    222.0000 ,      12.0000 ,     284.9500 ,      75.9931 ,     815.0000 ,     750.0000 ,     126.6884 ,
    222.0000 ,      13.0000 ,     285.3500 ,      75.9931 ,     824.0000 ,     667.0000 ,     101.1867 ,
    222.0000 ,      14.0000 ,     285.4500 ,      75.9931 ,     803.0000 ,     521.0000 ,      75.6255 ,
    222.0000 ,      15.0000 ,     285.1500 ,      75.9931 ,     763.0000 ,     338.0000 ,      49.8057 ,
    222.0000 ,      16.0000 ,     284.5000 ,      75.9931 ,     570.0000 ,     130.0000 ,      34.2712 ,
    222.0000 ,      17.0000 ,     283.6000 ,      75.9931 ,       0.0000 ,       1.0000 ,       1.0000 ,
    222.0000 ,      18.0000 ,     282.8500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,      19.0000 ,     282.3500 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,      20.0000 ,     281.9000 ,      76.0424 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,      21.0000 ,     281.4500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,      22.0000 ,     280.9500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,      23.0000 ,     280.5000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    222.0000 ,       0.0000 ,     280.0500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       1.0000 ,     279.6000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       2.0000 ,     279.2500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       3.0000 ,     279.0000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       4.0000 ,     278.8000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       5.0000 ,     278.6000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       6.0000 ,     278.7000 ,      76.0918 ,       0.0000 ,      29.0000 ,      29.0000 ,
    223.0000 ,       7.0000 ,     279.7000 ,      76.0918 ,     504.0000 ,     271.0000 ,     117.4000 ,
    223.0000 ,       8.0000 ,     281.3000 ,      76.0918 ,     861.0000 ,     484.0000 ,      57.1115 ,
    223.0000 ,       9.0000 ,     282.7500 ,      76.0918 ,     906.0000 ,     656.0000 ,      70.6439 ,
    223.0000 ,      10.0000 ,     283.9500 ,      76.0918 ,     927.0000 ,     773.0000 ,      82.0429 ,
    223.0000 ,      11.0000 ,     284.9000 ,      76.0918 ,     929.0000 ,     819.0000 ,      87.9870 ,
    223.0000 ,      12.0000 ,     285.6000 ,      76.0918 ,     927.0000 ,     797.0000 ,      85.2521 ,
    223.0000 ,      13.0000 ,     286.0000 ,      76.0918 ,     926.0000 ,     711.0000 ,      72.6007 ,
    223.0000 ,      14.0000 ,     286.1000 ,      76.0918 ,     908.0000 ,     566.0000 ,      60.1712 ,
    223.0000 ,      15.0000 ,     285.8500 ,      76.0918 ,     825.0000 ,     363.0000 ,      49.6587 ,
    223.0000 ,      16.0000 ,     285.1500 ,      76.0918 ,     608.0000 ,     140.0000 ,      36.8348 ,
    223.0000 ,      17.0000 ,     284.2000 ,      76.0918 ,       0.0000 ,       1.0000 ,       1.0000 ,
    223.0000 ,      18.0000 ,     283.4000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,      19.0000 ,     282.8500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,      20.0000 ,     282.3500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,      21.0000 ,     281.8500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,      22.0000 ,     281.3500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,      23.0000 ,     280.9000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    223.0000 ,       0.0000 ,     280.5000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       1.0000 ,     280.1000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       2.0000 ,     279.8000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       3.0000 ,     279.6000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       4.0000 ,     279.4000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       5.0000 ,     279.2500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,       6.0000 ,     279.4000 ,      76.0918 ,       0.0000 ,      28.0000 ,      28.0000 ,
    224.0000 ,       7.0000 ,     280.4000 ,      76.0918 ,     486.0000 ,     265.0000 ,     115.4217 ,
    224.0000 ,       8.0000 ,     281.9500 ,      76.0918 ,     815.0000 ,     470.0000 ,      63.3149 ,
    224.0000 ,       9.0000 ,     283.3500 ,      76.0918 ,     844.0000 ,     635.0000 ,      86.9256 ,
    224.0000 ,      10.0000 ,     284.5500 ,      76.0918 ,     842.0000 ,     742.0000 ,     111.6301 ,
    224.0000 ,      11.0000 ,     285.5000 ,      76.0918 ,     839.0000 ,     787.0000 ,     124.1263 ,
    224.0000 ,      12.0000 ,     286.1500 ,      76.0918 ,     827.0000 ,     761.0000 ,     123.5410 ,
    224.0000 ,      13.0000 ,     286.5000 ,      76.0918 ,     827.0000 ,     675.0000 ,     102.5753 ,
    224.0000 ,      14.0000 ,     286.6000 ,      76.0918 ,     817.0000 ,     531.0000 ,      73.8735 ,
    224.0000 ,      15.0000 ,     286.3500 ,      76.0918 ,     747.0000 ,     339.0000 ,      53.7254 ,
    224.0000 ,      16.0000 ,     285.6500 ,      76.0918 ,     548.0000 ,     129.0000 ,      35.0723 ,
    224.0000 ,      17.0000 ,     284.7000 ,      76.0918 ,       0.0000 ,       1.0000 ,       1.0000 ,
    224.0000 ,      18.0000 ,     283.9000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,      19.0000 ,     283.3000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,      20.0000 ,     282.7000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
    224.0000 ,      21.0000 ,     282.1000 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
