 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +1.2675000000000000E+02	  +4.5580187383002269E-01	  +2.5560556344627661E+00	  +6.8188816652293829E+00	  +3.4926355415146470E+04	  +8.0517411800433678E+04	  +8.7916403750156780E+04	
  +1.2687500000000000E+02	  +4.5571266376811120E-01	  +2.5559310435501250E+00	  +6.8198824478133941E+00	  +3.4917783917014734E+04	  +8.0512758047114941E+04	  +8.7932116646810289E+04	
  +1.2700000000000000E+02	  +4.5578426408501171E-01	  +2.5563730799100588E+00	  +6.8214932614412920E+00	  +3.4924663466025624E+04	  +8.0527657130665859E+04	  +8.7953794442353232E+04	
  +1.2712500000000000E+02	  +4.5644845864205541E-01	  +2.5568947502579289E+00	  +6.8223923217017983E+00	  +3.4988561734415460E+04	  +8.0544214221498725E+04	  +8.7964348023341838E+04	
  +1.2725000000000000E+02	  +4.5767897690963899E-01	  +2.5581508606047070E+00	  +6.8233028594113865E+00	  +3.5106888991514083E+04	  +8.0574074508778402E+04	  +8.7974547906988621E+04	
  +1.2737500000000000E+02	  +4.5869025001150571E-01	  +2.5587447282436715E+00	  +6.8234684050993115E+00	  +3.5204099097034217E+04	  +8.0593398007633135E+04	  +8.7970086748753514E+04	
  +1.2750000000000000E+02	  +4.6003477460861947E-01	  +2.5589699871714222E+00	  +6.8242280340513624E+00	  +3.5333195545845068E+04	  +8.0586981408505671E+04	  +8.7981356614200253E+04	
  +1.2762500000000000E+02	  +4.5999301461959702E-01	  +2.5596182804678849E+00	  +6.8245481160000354E+00	  +3.5329192576402696E+04	  +8.0608079197442858E+04	  +8.7981369877992125E+04	
  +1.2775000000000000E+02	  +4.6053161273804866E-01	  +2.5597411614572612E+00	  +6.8240825585668246E+00	  +3.5380895879394026E+04	  +8.0612322394579067E+04	  +8.7973693923894447E+04	
  +1.2787500000000000E+02	  +4.6053161273804866E-01	  +2.5597228035740183E+00	  +6.8232112929376774E+00	  +3.5380895879394026E+04	  +8.0610828722634920E+04	  +8.7960725899031066E+04	
  +1.2800000000000000E+02	  +4.6056344077652839E-01	  +2.5595500245275939E+00	  +6.8224263390826012E+00	  +3.5383945923003484E+04	  +8.0602950222037427E+04	  +8.7949921786476334E+04	
  +1.2812500000000000E+02	  +4.6137005690529659E-01	  +2.5593148291031436E+00	  +6.8201139585523602E+00	  +3.5461294227397208E+04	  +8.0595109458720006E+04	  +8.7916552524373707E+04	
  +1.2825000000000000E+02	  +4.6327005144104572E-01	  +2.5587488266607172E+00	  +6.8217624608704774E+00	  +3.5643329344231999E+04	  +8.0560785542481026E+04	  +8.7947294640449851E+04	
  +1.2837500000000000E+02	  +4.6444989816693055E-01	  +2.5603138049049501E+00	  +6.8196875835287925E+00	  +3.5756321984270362E+04	  +8.0604769144034639E+04	  +8.7906223619560929E+04	
  +1.2850000000000000E+02	  +4.6685780340417515E-01	  +2.5598620859628514E+00	  +6.8196071820721365E+00	  +3.5986570142210534E+04	  +8.0575803781497510E+04	  +8.7908248930253088E+04	
  +1.2862500000000000E+02	  +4.6686487067005888E-01	  +2.5604607325670448E+00	  +6.8195678120466052E+00	  +3.5987245142680658E+04	  +8.0595295388373401E+04	  +8.7901904324730334E+04	
  +1.2875000000000000E+02	  +4.6753277093313850E-01	  +2.5604057150887676E+00	  +6.8198575436474682E+00	  +3.6051085711565443E+04	  +8.0593462098646865E+04	  +8.7906561629124015E+04	
  +1.2887500000000000E+02	  +4.6753277093313850E-01	  +2.5604557920151589E+00	  +6.8192809102196676E+00	  +3.6051085711565443E+04	  +8.0593462098646865E+04	  +8.7897627218385940E+04	
  +1.2900000000000000E+02	  +4.6750097572742383E-01	  +2.5606531538862183E+00	  +6.8205973148875314E+00	  +3.6048049946696192E+04	  +8.0597550753640462E+04	  +8.7916267795272550E+04	
  +1.2912500000000000E+02	  +4.6846006683161029E-01	  +2.5603694906125933E+00	  +6.8175115359847869E+00	  +3.6139701819479989E+04	  +8.0588503455880855E+04	  +8.7871563592924154E+04	
  +1.2925000000000000E+02	  +4.7026789883268355E-01	  +2.5603354747488538E+00	  +6.8200173952908276E+00	  +3.6312340335363959E+04	  +8.0570894984801736E+04	  +8.7911087139877942E+04	
  +1.2937500000000000E+02	  +4.7265913877391791E-01	  +2.5622762673864345E+00	  +6.8181137817667787E+00	  +3.6540375873032121E+04	  +8.0624278202363465E+04	  +8.7871084511915557E+04	
  +1.2950000000000000E+02	  +4.7429401273517929E-01	  +2.5618299080749933E+00	  +6.8174893318366729E+00	  +3.6696169754228576E+04	  +8.0595388934850169E+04	  +8.7865131533649488E+04	
  +1.2962500000000000E+02	  +4.7481726487599724E-01	  +2.5620351882400576E+00	  +6.8176300164116048E+00	  +3.6746030752599516E+04	  +8.0602076274971711E+04	  +8.7863951141265847E+04	
  +1.2975000000000000E+02	  +4.7481726487599724E-01	  +2.5623376443321293E+00	  +6.8173578833461512E+00	  +3.6746030752599516E+04	  +8.0612980167910457E+04	  +8.7858161274326616E+04	
  +1.2987500000000000E+02	  +4.7505392627438869E-01	  +2.5624668099062999E+00	  +6.8165606858140952E+00	  +3.6768543472123652E+04	  +8.0612980167910457E+04	  +8.7845468534961969E+04	
  +1.3000000000000000E+02	  +4.7515202810040402E-01	  +2.5622867245875485E+00	  +6.8125490177756687E+00	  +3.6777874781231723E+04	  +8.0605684307845848E+04	  +8.7786275572561295E+04	
  +1.3012500000000000E+02	  +4.7645431735662919E-01	  +2.5602629897643232E+00	  +6.8110006536386445E+00	  +3.6901753307170649E+04	  +8.0531275100101426E+04	  +8.7765130312822890E+04	
  +1.3025000000000000E+02	  +4.7842618485309418E-01	  +2.5605978770882127E+00	  +6.8099905404237076E+00	  +3.7089197070085145E+04	  +8.0530206169607802E+04	  +8.7760098977118323E+04	
  +1.3037500000000000E+02	  +4.8114717833002912E-01	  +2.5615290168970422E+00	  +6.8102147632492098E+00	  +3.7347525796014299E+04	  +8.0543939559450984E+04	  +8.7757887646295902E+04	
  +1.3050000000000000E+02	  +4.8381477600541889E-01	  +2.5625346610163642E+00	  +6.8089770458577901E+00	  +3.7600465901216216E+04	  +8.0560344952905871E+04	  +8.7733513228111275E+04	
  +1.3062500000000000E+02	  +4.8513114157456128E-01	  +2.5624584849446008E+00	  +6.8081392531304559E+00	  +3.7725168281959799E+04	  +8.0557861624315701E+04	  +8.7719114723095234E+04	
  +1.3075000000000000E+02	  +4.8513114157456128E-01	  +2.5621072624216668E+00	  +6.8072625302127809E+00	  +3.7725168281959799E+04	  +8.0544332814229099E+04	  +8.7707938635281287E+04	
  +1.3087500000000000E+02	  +4.8515520280630886E-01	  +2.5622923981190140E+00	  +6.8089001949809083E+00	  +3.7727446276854680E+04	  +8.0544332814229099E+04	  +8.7731475281192819E+04	
  +1.3100000000000000E+02	  +4.8499185545417123E-01	  +2.5619998841624447E+00	  +6.8079819941274016E+00	  +3.7711980898384842E+04	  +8.0534647344174489E+04	  +8.7719344934745241E+04	
  +1.3112500000000000E+02	  +4.8591914445324269E-01	  +2.5626701879063352E+00	  +6.8071077604736701E+00	  +3.7799806633325134E+04	  +8.0557509491827077E+04	  +8.7702434492324886E+04	
  +1.3125000000000000E+02	  +4.8824693311164225E-01	  +2.5629059328287456E+00	  +6.8067784380841641E+00	  +3.8020086294769026E+04	  +8.0545043103175849E+04	  +8.7699713095342886E+04	
  +1.3137500000000000E+02	  +4.8970139399203361E-01	  +2.5635179094164018E+00	  +6.8056686565547508E+00	  +3.8157631438750206E+04	  +8.0555952439983928E+04	  +8.7678318798190681E+04	
  +1.3150000000000000E+02	  +4.9190242929296996E-01	  +2.5637354773403209E+00	  +6.8053784152568753E+00	  +3.8365564281482999E+04	  +8.0549304588119412E+04	  +8.7672725673115259E+04	
  +1.3162500000000000E+02	  +4.9267402252416509E-01	  +2.5640845866494195E+00	  +6.8055166944257088E+00	  +3.8438417403108477E+04	  +8.0560692357484542E+04	  +8.7670551641888276E+04	
  +1.3175000000000000E+02	  +4.9267402252416509E-01	  +2.5642354833731495E+00	  +6.8053367493354360E+00	  +3.8438417403108477E+04	  +8.0565148945472320E+04	  +8.7666996422875294E+04	
  +1.3187500000000000E+02	  +4.9294883696149766E-01	  +2.5643693395048084E+00	  +6.8029622100766884E+00	  +3.8464348304741427E+04	  +8.0565148945472320E+04	  +8.7630587233671933E+04	
  +1.3200000000000000E+02	  +4.9292808935565369E-01	  +2.5642839569677962E+00	  +6.8019635518836408E+00	  +3.8462390710706299E+04	  +8.0560640761929215E+04	  +8.7616075833310140E+04	
  +1.3212500000000000E+02	  +4.9237431831482614E-01	  +2.5631601114297591E+00	  +6.7986227563016444E+00	  +3.8410121156014910E+04	  +8.0524108568396448E+04	  +8.7572275425543950E+04	
  +1.3225000000000000E+02	  +4.9114797535385196E-01	  +2.5611773688314630E+00	  +6.7961460947754500E+00	  +3.8294326135028554E+04	  +8.0470581604450228E+04	  +8.7544458223010530E+04	
  +1.3237500000000000E+02	  +4.9004726819086419E-01	  +2.5599658237787115E+00	  +6.7959689604080831E+00	  +3.8190337357107725E+04	  +8.0437942495392781E+04	  +8.7543651221138192E+04	
  +1.3250000000000000E+02	  +4.8894930095241884E-01	  +2.5595647654189331E+00	  +6.7932975512099638E+00	  +3.8086556118014698E+04	  +8.0431709802914731E+04	  +8.7510397575321607E+04	
  +1.3262500000000000E+02	  +4.8886953759273299E-01	  +2.5595647654189331E+00	  +6.7921152442138268E+00	  +3.8079017141542805E+04	  +8.0431709802914731E+04	  +8.7494915592208534E+04	
  +1.3275000000000000E+02	  +4.8856908421047085E-01	  +2.5584042339668644E+00	  +6.7908279918498611E+00	  +3.8050600447360666E+04	  +8.0394356892038195E+04	  +8.7482154411712501E+04	
  +1.3287500000000000E+02	  +4.8847522853496356E-01	  +2.5579002994568647E+00	  +6.7905160400478550E+00	  +3.8041728004899553E+04	  +8.0379793506251546E+04	  +8.7480321129574746E+04	
  +1.3300000000000000E+02	  +4.8810446133287705E-01	  +2.5575709553410571E+00	  +6.7910381996604157E+00	  +3.8006674765004245E+04	  +8.0369636944992380E+04	  +8.7490022436383442E+04	
  +1.3312500000000000E+02	  +4.8800415734160779E-01	  +2.5573432887949785E+00	  +6.7915366440545482E+00	  +3.7997190799938486E+04	  +8.0364520648354228E+04	  +8.7498792273075494E+04	
  +1.3325000000000000E+02	  +4.8774124733996282E-01	  +2.5576276217539737E+00	  +6.7898761934884071E+00	  +3.7972331214626101E+04	  +8.0374417817410169E+04	  +8.7472257182819812E+04	
  +1.3337500000000000E+02	  +4.8736157224147686E-01	  +2.5578585378074226E+00	  +6.7905160280508792E+00	  +3.7936426391082379E+04	  +8.0383583970722146E+04	  +8.7480557117222110E+04	
  +1.3350000000000000E+02	  +4.8710064788659990E-01	  +2.5569401388728439E+00	  +6.7897527519370575E+00	  +3.7911748706270228E+04	  +8.0355993987842012E+04	  +8.7474291223786611E+04	
  +1.3362500000000000E+02	  +4.8643416045624455E-01	  +2.5571113065362350E+00	  +6.7902464083197245E+00	  +3.7848698405965297E+04	  +8.0363197296540326E+04	  +8.7480734454871636E+04	
  +1.3375000000000000E+02	  +4.8643416045624455E-01	  +2.5568627245010016E+00	  +6.7894338389296029E+00	  +3.7848698405965297E+04	  +8.0356548330350168E+04	  +8.7469941260841311E+04	
  +1.3387500000000000E+02	  +4.8657411640900300E-01	  +2.5568676394291274E+00	  +6.7884428759878315E+00	  +3.7861940609613106E+04	  +8.0359388802533387E+04	  +8.7455036610898751E+04	
  +1.3400000000000000E+02	  +4.8655259586447791E-01	  +2.5565069689830398E+00	  +6.7881667295554209E+00	  +3.7859904455120210E+04	  +8.0346759130732768E+04	  +8.7452930244209856E+04	
  +1.3412500000000000E+02	  +4.8084974923117096E-01	  +2.5549937808513623E+00	  +6.7871010449912044E+00	  +3.7319537931028652E+04	  +8.0332747405644506E+04	  +8.7439761426103083E+04	
  +1.3425000000000000E+02	  +4.7048399870600371E-01	  +2.5492956452801048E+00	  +6.7852547247504562E+00	  +3.6333579685974189E+04	  +8.0210028376128583E+04	  +8.7444994765652213E+04	
  +1.3437500000000000E+02	  +4.5964339285781725E-01	  +2.5441898290310929E+00	  +6.7811558491677841E+00	  +3.5296923082661116E+04	  +8.0108235863828086E+04	  +8.7410352407717859E+04	
  +1.3450000000000000E+02	  +4.4890621031629319E-01	  +2.5399754109475743E+00	  +6.7792183397539283E+00	  +3.4264070152471126E+04	  +8.0033541079337054E+04	  +8.7407354617985635E+04	
  +1.3462500000000000E+02	  +4.4268862624797978E-01	  +2.5388076634198931E+00	  +6.7804704656408088E+00	  +3.3663022916210852E+04	  +8.0031062094140623E+04	  +8.7430618227052400E+04	
  +1.3475000000000000E+02	  +4.4355815802268583E-01	  +2.5388237615024796E+00	  +6.7806434781142135E+00	  +3.3747186402711988E+04	  +8.0024395602578705E+04	  +8.7440924034008378E+04	
  +1.3487500000000000E+02	  +4.4355815802268583E-01	  +2.5388237615024796E+00	  +6.7852856333051941E+00	  +3.3747186402711988E+04	  +8.0024395602578705E+04	  +8.7509301831857825E+04	
  +1.3500000000000000E+02	  +4.4326695943220878E-01	  +2.5388447899885245E+00	  +6.7852985307850462E+00	  +3.3719005797302409E+04	  +8.0027334839951407E+04	  +8.7509377253548140E+04	
  +1.3512500000000000E+02	  +4.4264058142376650E-01	  +2.5408837161037106E+00	  +6.7857401398342683E+00	  +3.3658418218932282E+04	  +8.0095278979299517E+04	  +8.7504554493168383E+04	
  +1.3525000000000000E+02	  +4.4181832832355755E-01	  +2.5408799713934935E+00	  +6.7875630834957059E+00	  +3.3578879212202242E+04	  +8.0094859242681167E+04	  +8.7531915872072015E+04	
  +1.3537500000000000E+02	  +4.4032022398814552E-01	  +2.5405549080598839E+00	  +6.7850591756466869E+00	  +3.3433780620006779E+04	  +8.0101247126553266E+04	  +8.7493923390529395E+04	
  +1.3550000000000000E+02	  +4.3847813153920995E-01	  +2.5387265858652182E+00	  +6.7849992583604637E+00	  +3.3255154921436559E+04	  +8.0047557383909763E+04	  +8.7504561389498936E+04	
  +1.3562500000000000E+02	  +4.3809531277497216E-01	  +2.5387265858652182E+00	  +6.7864572277810797E+00	  +3.3218031816751223E+04	  +8.0047557383909763E+04	  +8.7527416460525390E+04	
  +1.3575000000000000E+02	  +4.3809531277497216E-01	  +2.5387503879048237E+00	  +6.7864100055302696E+00	  +3.3218031816751223E+04	  +8.0052952800123472E+04	  +8.7526574793487613E+04	
  +1.3587500000000000E+02	  +4.3800464978368570E-01	  +2.5393928463255797E+00	  +6.7844096551564688E+00	  +3.3209228493904411E+04	  +8.0075981323672066E+04	  +8.7492971034229617E+04	
  +1.3600000000000000E+02	  +4.3817147415585356E-01	  +2.5393234901822668E+00	  +6.7838377725613643E+00	  +3.3225426646764827E+04	  +8.0074235500582537E+04	  +8.7484783646895128E+04	
  +1.3612500000000000E+02	  +4.4528387394610014E-01	  +2.5407143612718621E+00	  +6.7833140954253892E+00	  +3.3914704776605955E+04	  +8.0078305606125461E+04	  +8.7468310392397485E+04	
  +1.3625000000000000E+02	  +4.5833269560037232E-01	  +2.5461077717551439E+00	  +6.7863053841065790E+00	  +3.5171660049351172E+04	  +8.0178352566751768E+04	  +8.7492309515386936E+04	
  +1.3637500000000000E+02	  +4.7239167530551290E-01	  +2.5517107383522841E+00	  +6.7885785592846748E+00	  +3.6515778839794228E+04	  +8.0277213203658466E+04	  +8.7495527909835073E+04	
  +1.3650000000000000E+02	  +4.8725989255559632E-01	  +2.5594367221013474E+00	  +6.7955653358532304E+00	  +3.7927061772695895E+04	  +8.0438040841722483E+04	  +8.7557642150152460E+04	
  +1.3662500000000000E+02	  +4.9465028544509737E-01	  +2.5595051856280739E+00	  +6.7896967680864568E+00	  +3.8625007163550166E+04	  +8.0394032396472350E+04	  +8.7465959181314829E+04	
  +1.3675000000000000E+02	  +4.9294713284376951E-01	  +2.5560443515629832E+00	  +6.7814015068119433E+00	  +3.8464369181268274E+04	  +8.0291842719276669E+04	  +8.7353802047525998E+04	
  +1.3687500000000000E+02	  +4.9306037630517091E-01	  +2.5560443515629832E+00	  +6.7835790138918943E+00	  +3.8475053668842491E+04	  +8.0291842719276669E+04	  +8.7386670845757850E+04	
  +1.3700000000000000E+02	  +4.9346780157894776E-01	  +2.5560845113800825E+00	  +6.7835487238942296E+00	  +3.8513489884471288E+04	  +8.0292440360323599E+04	  +8.7385988887823100E+04	
  +1.3712500000000000E+02	  +4.8496350439436903E-01	  +2.5538522355309237E+00	  +6.7859274685465447E+00	  +3.7709724704057713E+04	  +8.0270177506231819E+04	  +8.7434391452120879E+04	
  +1.3725000000000000E+02	  +4.6941866947306299E-01	  +2.5470850630041815E+00	  +6.7802595068575870E+00	  +3.6232273208266823E+04	  +8.0144424330748938E+04	  +8.7377359353639331E+04	
  +1.3737500000000000E+02	  +4.5256283091777932E-01	  +2.5421114773254283E+00	  +6.7823335898563384E+00	  +3.4616852484584546E+04	  +8.0084167090083996E+04	  +8.7433372436504258E+04	
  +1.3750000000000000E+02	  +4.3652464872036595E-01	  +2.5376387223956312E+00	  +6.7847591977938784E+00	  +3.3065009154575964E+04	  +8.0029944135758036E+04	  +8.7495651288367953E+04	
  +1.3762500000000000E+02	  +4.2801700130510761E-01	  +2.5346416976404447E+00	  +6.7826525226721053E+00	  +3.2235276087578233E+04	  +7.9977508365212037E+04	  +8.7495092086894554E+04	
  +1.3775000000000000E+02	  +4.2859371789011591E-01	  +2.5346416976404447E+00	  +6.7821126727497161E+00	  +3.2291641707658164E+04	  +7.9977508365212037E+04	  +8.7485173440150291E+04	
  +1.3787500000000000E+02	  +4.2859371789011591E-01	  +2.5345690763954818E+00	  +6.7876960365483887E+00	  +3.2291641707658164E+04	  +7.9974639509659697E+04	  +8.7569288814300788E+04	
  +1.3800000000000000E+02	  +4.2847071462345526E-01	  +2.5368843300067128E+00	  +6.7885195235705611E+00	  +3.2279621828604751E+04	  +8.0047860442566409E+04	  +8.7568668339167503E+04	
  +1.3812500000000000E+02	  +4.2838815468869346E-01	  +2.5365148231590346E+00	  +6.7857774174939225E+00	  +3.2271553496837601E+04	  +8.0035858783019547E+04	  +8.7529624661542563E+04	
  +1.3825000000000000E+02	  +4.2660491640521836E-01	  +2.5351803783823716E+00	  +6.7848187467713830E+00	  +3.2097263917574688E+04	  +8.0002734796477554E+04	  +8.7515328328175034E+04	
  +1.3837500000000000E+02	  +4.2460605398405588E-01	  +2.5341210607300684E+00	  +6.7826319800867410E+00	  +3.1901595991933013E+04	  +7.9976686986422617E+04	  +8.7495635737038989E+04	
  +1.3850000000000000E+02	  +4.2307478484178757E-01	  +2.5329816656479327E+00	  +6.7826866888950654E+00	  +3.1751525338072242E+04	  +7.9947820781332324E+04	  +8.7502220613798418E+04	
  +1.3862500000000000E+02	  +4.2264559455095457E-01	  +2.5328990045458286E+00	  +6.7838148938462624E+00	  +3.1709446385912641E+04	  +7.9945136711834770E+04	  +8.7520453608817916E+04	
  +1.3875000000000000E+02	  +4.2264559455095457E-01	  +2.5328148176429046E+00	  +6.7816552773727814E+00	  +3.1709446385912641E+04	  +7.9945136711834770E+04	  +8.7488548779628443E+04	
  +1.3887500000000000E+02	  +4.2249180882265380E-01	  +2.5333084591872201E+00	  +6.7822566713715515E+00	  +3.1694354715011228E+04	  +7.9963491161060258E+04	  +8.7494800761680337E+04	
  +1.3900000000000000E+02	  +4.2255251243862690E-01	  +2.5322915186219528E+00	  +6.7837158434606160E+00	  +3.1700312030370842E+04	  +7.9931305588394927E+04	  +8.7522368609349971E+04	
  +1.3912500000000000E+02	  +4.2275535519292001E-01	  +2.5323960598452184E+00	  +6.7834535291334959E+00	  +3.1720216646969966E+04	  +7.9934371045914071E+04	  +8.7517851276354413E+04	
  +1.3925000000000000E+02	  +4.2396188371782351E-01	  +2.5332578656325420E+00	  +6.7826026234975751E+00	  +3.1838701212749576E+04	  +7.9954706672249740E+04	  +8.7499828745653751E+04	
  +1.3937500000000000E+02	  +4.2490513787920059E-01	  +2.5332578656325420E+00	  +6.7831238101023779E+00	  +3.1931238607812193E+04	  +7.9954706672249740E+04	  +8.7508084230975204E+04	
  +1.3950000000000000E+02	  +4.2595841714982574E-01	  +2.5342619132814206E+00	  +6.7838649305310010E+00	  +3.2034481921300954E+04	  +7.9976437648604464E+04	  +8.7522406983963680E+04	
  +1.3962500000000000E+02	  +4.2646663007191149E-01	  +2.5342619132814206E+00	  +6.7841104127819687E+00	  +3.2084270304253747E+04	  +7.9976437648604464E+04	  +8.7517253125102143E+04	
  +1.3975000000000000E+02	  +4.2646663007191149E-01	  +2.5344270011241821E+00	  +6.7855081623792932E+00	  +3.2084270304253747E+04	  +7.9983210248167801E+04	  +8.7537284090181289E+04	
  +1.3987500000000000E+02	  +4.2653322084069012E-01	  +2.5342845905332072E+00	  +6.7846766885809178E+00	  +3.2090786678005061E+04	  +7.9974398354586912E+04	  +8.7525615944700665E+04	
  +1.4000000000000000E+02	  +4.2656982973185553E-01	  +2.5349130490535532E+00	  +6.7843106091363268E+00	  +3.2094368984459586E+04	  +7.9994444649957280E+04	  +8.7516607408848489E+04	
  +1.4012500000000000E+02	  +4.2765128799542046E-01	  +2.5343895459713499E+00	  +6.7839136072921100E+00	  +3.2200199400016427E+04	  +7.9971323658400346E+04	  +8.7511896200926916E+04	
  +1.4025000000000000E+02	  +4.2921721875575519E-01	  +2.5349247673191480E+00	  +6.7832760355264945E+00	  +3.2353322005820955E+04	  +7.9980110759820585E+04	  +8.7502388972190296E+04	
  +1.4037500000000000E+02	  +4.3115816637714477E-01	  +2.5353608811119832E+00	  +6.7838323058395824E+00	  +3.2542860382769832E+04	  +7.9983578654240860E+04	  +8.7508305531309132E+04	
  +1.4050000000000000E+02	  +4.3299323511981652E-01	  +2.5362684762076961E+00	  +6.7841832982781423E+00	  +3.2721831387033926E+04	  +8.0002906746934066E+04	  +8.7508264222179234E+04	
  +1.4062500000000000E+02	  +4.3400289377874407E-01	  +2.5367585138142035E+00	  +6.7844583242687078E+00	  +3.2820202226549838E+04	  +8.0018828267911915E+04	  +8.7508479615057702E+04	
  +1.4075000000000000E+02	  +4.3400289377874407E-01	  +2.5369544107325144E+00	  +6.7840403298248200E+00	  +3.2820202226549838E+04	  +8.0024555077481069E+04	  +8.7501113414499181E+04	
  +1.4087500000000000E+02	  +4.3424090945846200E-01	  +2.5368846079472775E+00	  +6.7849045591302879E+00	  +3.2843372544989994E+04	  +8.0017319407513089E+04	  +8.7514463823194965E+04	
  +1.4100000000000000E+02	  +4.3425556033862461E-01	  +2.5366846736927897E+00	  +6.7845560837881216E+00	  +3.2844798657754458E+04	  +8.0009499481984196E+04	  +8.7510359472944256E+04	
  +1.4112500000000000E+02	  +4.3736941139837077E-01	  +2.5375640336652898E+00	  +6.7842696731136325E+00	  +3.3147730438010331E+04	  +8.0020612421417973E+04	  +8.7503584342418995E+04	
  +1.4125000000000000E+02	  +4.4318836087068236E-01	  +2.5391941226664061E+00	  +6.7841070379212258E+00	  +3.3712201403043058E+04	  +8.0038550328771744E+04	  +8.7494681643132921E+04	
  +1.4137500000000000E+02	  +4.4949887942307443E-01	  +2.5415455332337729E+00	  +6.7860029804857360E+00	  +3.4322020797230951E+04	  +8.0078514840728603E+04	  +8.7511837662186997E+04	
  +1.4150000000000000E+02	  +4.5599259310021545E-01	  +2.5445224539753033E+00	  +6.7866172485435996E+00	  +3.4947154798301228E+04	  +8.0138735454041715E+04	  +8.7504491662489119E+04	
  +1.4162500000000000E+02	  +4.5945621430922662E-01	  +2.5461562231472779E+00	  +6.7875204649662670E+00	  +3.5279640253967060E+04	  +8.0173339018131650E+04	  +8.7505550305591212E+04	
  +1.4175000000000000E+02	  +4.5947079800015489E-01	  +2.5467851075545154E+00	  +6.7877467375952545E+00	  +3.5281038536666492E+04	  +8.0193807755002665E+04	  +8.7501473562147163E+04	
  +1.4187500000000000E+02	  +4.5960954037423696E-01	  +2.5467231472738456E+00	  +6.7881134576886968E+00	  +3.5294340588684638E+04	  +8.0191705462462953E+04	  +8.7507324278641594E+04	
  +1.4200000000000000E+02	  +4.5960954037423696E-01	  +2.5465006326023838E+00	  +6.7865805152898027E+00	  +3.5294340588684638E+04	  +8.0186174439942159E+04	  +8.7485577838457728E+04	
  +1.4212500000000000E+02	  +4.5962703435297286E-01	  +2.5467834596359959E+00	  +6.7835987760433154E+00	  +3.5296017769044258E+04	  +8.0192853665514835E+04	  +8.7439247000325777E+04	
  +1.4225000000000000E+02	  +4.6058279332813479E-01	  +2.5461898414072941E+00	  +6.7810223416374660E+00	  +3.5387572317279890E+04	  +8.0173429765301451E+04	  +8.7403932173821348E+04	
  +1.4237500000000000E+02	  +4.6105639907342044E-01	  +2.5448383641421888E+00	  +6.7801173381980000E+00	  +3.5432912009485255E+04	  +8.0127919108676200E+04	  +8.7397965732463184E+04	
  +1.4250000000000000E+02	  +4.6105639907342044E-01	  +2.5439534565388722E+00	  +6.7777580072569927E+00	  +3.5432912009485255E+04	  +8.0095011666932522E+04	  +8.7367549568959381E+04	
  +1.4262500000000000E+02	  +4.6125602570530599E-01	  +2.5440392455016640E+00	  +6.7773482795443627E+00	  +3.5451996738406640E+04	  +8.0095011666932522E+04	  +8.7360918771933953E+04	
  +1.4275000000000000E+02	  +4.6136520893359856E-01	  +2.5431570310147675E+00	  +6.7780227482816953E+00	  +3.5462435226872716E+04	  +8.0065114764486862E+04	  +8.7376005895091614E+04	
  +1.4287500000000000E+02	  +4.6138218209631515E-01	  +2.5438762965366730E+00	  +6.7775437290033782E+00	  +3.5464060949158920E+04	  +8.0087884676863352E+04	  +8.7364769053387048E+04	
  +1.4300000000000000E+02	  +4.6106035820454450E-01	  +2.5438793748962927E+00	  +6.7778538891332643E+00	  +3.5433233527146229E+04	  +8.0087884676863352E+04	  +8.7369405373147456E+04	
  +1.4312500000000000E+02	  +4.6131706535134787E-01	  +2.5435860417888776E+00	  +6.7803098553239352E+00	  +3.5457823861538607E+04	  +8.0080235315341211E+04	  +8.7407904611451304E+04	
  +1.4325000000000000E+02	  +4.6041618739415713E-01	  +2.5437952095750966E+00	  +6.7804162673439432E+00	  +3.5371471536286597E+04	  +8.0085529253454908E+04	  +8.7408323815878466E+04	
  +1.4337500000000000E+02	  +4.5995015363140740E-01	  +2.5449699011786535E+00	  +6.7798853335589166E+00	  +3.5326777035709660E+04	  +8.0125524132965016E+04	  +8.7393743886271535E+04	
  +1.4350000000000000E+02	  +4.5995015363140740E-01	  +2.5448438998196568E+00	  +6.7795700822473322E+00	  +3.5326777035709660E+04	  +8.0124978079020788E+04	  +8.7389723421427349E+04	
  +1.4362500000000000E+02	  +4.5985229662335381E-01	  +2.5441707536984852E+00	  +6.7797880851121777E+00	  +3.5317367588468784E+04	  +8.0105810449767319E+04	  +8.7396784930507114E+04	
  +1.4375000000000000E+02	  +4.5958673262073790E-01	  +2.5440939047549298E+00	  +6.7779217432035335E+00	  +3.5291893857391180E+04	  +8.0103884825495261E+04	  +8.7369215320223826E+04	
  +1.4387500000000000E+02	  +4.5939893265688420E-01	  +2.5441812682166121E+00	  +6.7791394711477686E+00	  +3.5273887770165835E+04	  +8.0108290384613429E+04	  +8.7386994125677447E+04	
  +1.4400000000000000E+02	  +4.5942340502937529E-01	  +2.5431427929099981E+00	  +6.7787527130510110E+00	  +3.5276234262363614E+04	  +8.0075593273026549E+04	  +8.7387037766005495E+04	
  +1.4412500000000000E+02	  +4.5716720838254743E-01	  +2.5431961049798817E+00	  +6.7769182192480963E+00	  +3.5059771185377722E+04	  +8.0090417217913549E+04	  +8.7357311061433371E+04	
