 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +3.6125000000000000E+01	  +1.4939128104050466E+01	  +6.8251357060625566E+01	  +6.0848951368073780E+04	  +6.6615631852635182E+04	
  +3.6250000000000000E+01	  +1.4941203932698974E+01	  +6.8255613706924478E+01	  +6.0858236782849155E+04	  +6.6619529746120956E+04	
  +3.6375000000000000E+01	  +1.4943115631904082E+01	  +6.8260275178922512E+01	  +6.0867160137950741E+04	  +6.6623879462979676E+04	
  +3.6500000000000000E+01	  +1.4943998809570470E+01	  +6.8231815159071843E+01	  +6.0870085811464989E+04	  +6.6594504902561923E+04	
  +3.6625000000000000E+01	  +1.4944782042929013E+01	  +6.8222212864397164E+01	  +6.0872975431459825E+04	  +6.6584484889821979E+04	
  +3.6750000000000000E+01	  +1.4938878320688417E+01	  +6.8202934113526297E+01	  +6.0845741095657693E+04	  +6.6566046325332834E+04	
  +3.6875000000000000E+01	  +1.4936736459823468E+01	  +6.8209986274776156E+01	  +6.0836024782486071E+04	  +6.6573756944878987E+04	
  +3.7000000000000000E+01	  +1.4933282527547421E+01	  +6.8198508271343670E+01	  +6.0822676657778844E+04	  +6.6562765397668045E+04	
  +3.7125000000000000E+01	  +1.4934871293557977E+01	  +6.8190203955474189E+01	  +6.0830578151492198E+04	  +6.6553895336965681E+04	
  +3.7250000000000000E+01	  +1.4932692160409669E+01	  +6.8185893669814831E+01	  +6.0822455780495693E+04	  +6.6549965791217895E+04	
  +3.7375000000000000E+01	  +1.4930766322892371E+01	  +6.8177351936436921E+01	  +6.0813276463291571E+04	  +6.6541641385762472E+04	
  +3.7500000000000000E+01	  +1.4929741153748401E+01	  +6.8164597069682728E+01	  +6.0809482918300200E+04	  +6.6528795541175816E+04	
  +3.7625000000000000E+01	  +1.4927951053234937E+01	  +6.8156824898359929E+01	  +6.0802089058647070E+04	  +6.6521229599985105E+04	
  +3.7750000000000000E+01	  +1.4925087033626797E+01	  +6.8136841548369958E+01	  +6.0789541402497460E+04	  +6.6501386099212978E+04	
  +3.7875000000000000E+01	  +1.4923676129241136E+01	  +6.8122525737280938E+01	  +6.0783820910437258E+04	  +6.6487026528500995E+04	
  +3.8000000000000000E+01	  +1.4919487498529405E+01	  +6.8103818928567605E+01	  +6.0766208694800342E+04	  +6.6468789164109621E+04	
  +3.8125000000000000E+01	  +1.4916411565714425E+01	  +6.8099861158033605E+01	  +6.0753059460340606E+04	  +6.6465422467903118E+04	
  +3.8250000000000000E+01	  +1.4912633375842676E+01	  +6.8095609146424792E+01	  +6.0738030292374962E+04	  +6.6461911711971406E+04	
  +3.8375000000000000E+01	  +1.4911831247954751E+01	  +6.8093216305673394E+01	  +6.0735629347221300E+04	  +6.6459638715146881E+04	
  +3.8500000000000000E+01	  +1.4910944444874099E+01	  +6.8098014618515521E+01	  +6.0733197359449616E+04	  +6.6464756883273134E+04	
  +3.8625000000000000E+01	  +1.4910310887715006E+01	  +6.8109974867187418E+01	  +6.0730778952098546E+04	  +6.6477160274988390E+04	
  +3.8750000000000000E+01	  +1.4911084903723566E+01	  +6.8120625007379189E+01	  +6.0734628642616117E+04	  +6.6487904607192715E+04	
  +3.8875000000000000E+01	  +1.4913480366489798E+01	  +6.8135607386904979E+01	  +6.0745538648223745E+04	  +6.6502726264038065E+04	
  +3.9000000000000000E+01	  +1.4915452085630449E+01	  +6.8142708268011845E+01	  +6.0753997033375636E+04	  +6.6509563293673316E+04	
  +3.9125000000000000E+01	  +1.4918448377207174E+01	  +6.8151738206226241E+01	  +6.0766346889977234E+04	  +6.6518147981025395E+04	
  +3.9250000000000000E+01	  +1.4919833619394904E+01	  +6.8154877130824872E+01	  +6.0771662674499617E+04	  +6.6521054997186788E+04	
  +3.9375000000000000E+01	  +1.4921595239371793E+01	  +6.8168493771173658E+01	  +6.0778190069730117E+04	  +6.6534618816728893E+04	
  +3.9500000000000000E+01	  +1.4922239241613619E+01	  +6.8185791308028271E+01	  +6.0780728439234648E+04	  +6.6552206812644727E+04	
  +3.9625000000000000E+01	  +1.4925123349813523E+01	  +6.8197670606894434E+01	  +6.0793166785521469E+04	  +6.6563737712239716E+04	
  +3.9750000000000000E+01	  +1.4928851528158534E+01	  +6.8215379769013907E+01	  +6.0809722408925365E+04	  +6.6581055673719471E+04	
  +3.9875000000000000E+01	  +1.4931313550817965E+01	  +6.8209577171128245E+01	  +6.0819845696248609E+04	  +6.6574554728537900E+04	
  +4.0000000000000000E+01	  +1.4934968576923486E+01	  +6.8225528926701301E+01	  +6.0834430964626496E+04	  +6.6590087502974580E+04	
  +4.0125000000000000E+01	  +1.4933697412806980E+01	  +6.8232951237580281E+01	  +6.0827904062226815E+04	  +6.6597981713632558E+04	
  +4.0250000000000000E+01	  +1.4936921325210294E+01	  +6.8239534827545953E+01	  +6.0840740994887754E+04	  +6.6604007478543004E+04	
  +4.0375000000000000E+01	  +1.4938773569192529E+01	  +6.8248862914412328E+01	  +6.0849526627302235E+04	  +6.6613154534731089E+04	
  +4.0500000000000000E+01	  +1.4940204724422356E+01	  +6.8224938283653984E+01	  +6.0854506016948973E+04	  +6.6588306720119377E+04	
  +4.0625000000000000E+01	  +1.4942178818609776E+01	  +6.8216617753195649E+01	  +6.0862843564057635E+04	  +6.6579333448564750E+04	
  +4.0750000000000000E+01	  +1.4937379846091307E+01	  +6.8198702311906345E+01	  +6.0840485209263585E+04	  +6.6562044430177950E+04	
  +4.0875000000000000E+01	  +1.4935464301730397E+01	  +6.8204194265056003E+01	  +6.0831055722748330E+04	  +6.6568104730836261E+04	
  +4.1000000000000000E+01	  +1.4932224085758980E+01	  +6.8197654242619151E+01	  +6.0818630537146018E+04	  +6.6562127466144244E+04	
  +4.1125000000000000E+01	  +1.4933484676259203E+01	  +6.8189615195609221E+01	  +6.0824904975027202E+04	  +6.6553603080451168E+04	
  +4.1250000000000000E+01	  +1.4932356780718717E+01	  +6.8186150250589378E+01	  +6.0821361765637383E+04	  +6.6550304127707408E+04	
  +4.1375000000000000E+01	  +1.4930608171713498E+01	  +6.8169107453387866E+01	  +6.0813152381947693E+04	  +6.6533224825188459E+04	
  +4.1500000000000000E+01	  +1.4929704326110103E+01	  +6.8202883428730857E+01	  +6.0809391585039120E+04	  +6.6568053740599862E+04	
  +4.1625000000000000E+01	  +1.4926086359505820E+01	  +6.8215435709996413E+01	  +6.0794076803327538E+04	  +6.6581733327876806E+04	
  +4.1750000000000000E+01	  +1.4932987851102908E+01	  +6.8233126953588524E+01	  +6.0825673954306927E+04	  +6.6598321045339835E+04	
  +4.1875000000000000E+01	  +1.4935829771454515E+01	  +6.8227896871862669E+01	  +6.0839896427941858E+04	  +6.6592321748025759E+04	
  +4.2000000000000000E+01	  +1.4938995267302838E+01	  +6.8246832822754413E+01	  +6.0851290122070466E+04	  +6.6611023636472804E+04	
  +4.2125000000000000E+01	  +1.4937702053473753E+01	  +6.8252447012335523E+01	  +6.0844543174299753E+04	  +6.6617069183139742E+04	
  +4.2250000000000000E+01	  +1.4941519400821038E+01	  +6.8263151704717160E+01	  +6.0860034102240963E+04	  +6.6627186538745271E+04	
  +4.2375000000000000E+01	  +1.4942645549053061E+01	  +6.8309222663389221E+01	  +6.0865499427902192E+04	  +6.6674162776592333E+04	
  +4.2500000000000000E+01	  +1.4944960594369160E+01	  +6.8346911823152638E+01	  +6.0874752393635485E+04	  +6.6712279174610623E+04	
  +4.2625000000000000E+01	  +1.4986096910940212E+01	  +6.8464694291211515E+01	  +6.1046370892009611E+04	  +6.6826656979021034E+04	
  +4.2750000000000000E+01	  +1.4986552881059648E+01	  +6.8467585855520355E+01	  +6.1046370892009611E+04	  +6.6826656979021034E+04	
  +4.2875000000000000E+01	  +1.4987055044384332E+01	  +6.8434253733964965E+01	  +6.1046370892009611E+04	  +6.6792373421775454E+04	
  +4.3000000000000000E+01	  +1.4981369916451841E+01	  +6.8459246552040270E+01	  +6.1020877155809249E+04	  +6.6819270866217281E+04	
  +4.3125000000000000E+01	  +1.4981443685088179E+01	  +6.8495386806702257E+01	  +6.1020877155809249E+04	  +6.6856302570776621E+04	
  +4.3250000000000000E+01	  +1.4986941886174847E+01	  +6.8515607910903995E+01	  +6.1047639862980199E+04	  +6.6875798657528154E+04	
  +4.3375000000000000E+01	  +1.4994828346106839E+01	  +6.8527500188611995E+01	  +6.1082608544017363E+04	  +6.6886220993784111E+04	
  +4.3500000000000000E+01	  +1.4998675481936102E+01	  +6.8547754461603958E+01	  +6.1097825420183159E+04	  +6.6906121339244695E+04	
  +4.3625000000000000E+01	  +1.5000785614653685E+01	  +6.8579281599035724E+01	  +6.1104384955043657E+04	  +6.6937967278382217E+04	
  +4.3750000000000000E+01	  +1.5004731813712469E+01	  +6.8623084740342208E+01	  +6.1120107921987779E+04	  +6.6981985392737595E+04	
  +4.3875000000000000E+01	  +1.5011391700409252E+01	  +6.8642508535849984E+01	  +6.1149001969835917E+04	  +6.7000403822499356E+04	
  +4.4000000000000000E+01	  +1.5020690407078774E+01	  +6.8666957654828295E+01	  +6.1189052149329393E+04	  +6.7023381990087335E+04	
  +4.4125000000000000E+01	  +1.5024841721632024E+01	  +6.8678150316585075E+01	  +6.1204960010836112E+04	  +6.7033924855244521E+04	
  +4.4250000000000000E+01	  +1.5029797974243522E+01	  +6.8686872352428139E+01	  +6.1223419569113648E+04	  +6.7041754409004934E+04	
  +4.4375000000000000E+01	  +1.5032180667965306E+01	  +6.8681205613213777E+01	  +6.1232502040812054E+04	  +6.7035410669779987E+04	
  +4.4500000000000000E+01	  +1.5033981772115920E+01	  +6.8668509626204695E+01	  +6.1238668711605249E+04	  +6.7021991155291849E+04	
  +4.4625000000000000E+01	  +1.5033060003439433E+01	  +6.8656215102342856E+01	  +6.1233881177341791E+04	  +6.7009594149312572E+04	
  +4.4750000000000000E+01	  +1.5030811792591674E+01	  +6.8633908061298769E+01	  +6.1223275955501493E+04	  +6.6987230309827253E+04	
  +4.4875000000000000E+01	  +1.5028500928258659E+01	  +6.8620107289204313E+01	  +6.1213396021149791E+04	  +6.6973600902805192E+04	
  +4.5000000000000000E+01	  +1.5024167257792596E+01	  +6.8627831671881609E+01	  +6.1195031040590307E+04	  +6.6982492505472954E+04	
  +4.5125000000000000E+01	  +1.5021423405538830E+01	  +6.8624184812678592E+01	  +6.1183780618048615E+04	  +6.6979369671883964E+04	
  +4.5250000000000000E+01	  +1.5023351405756136E+01	  +6.8625675925658484E+01	  +6.1194183350246822E+04	  +6.6980465625866287E+04	
  +4.5375000000000000E+01	  +1.5022562513717222E+01	  +6.8626682185141220E+01	  +6.1191854717635491E+04	  +6.6981674238367850E+04	
  +4.5500000000000000E+01	  +1.5022552549463754E+01	  +6.8626764724929416E+01	  +6.1191031289064304E+04	  +6.6981761090362983E+04	
  +4.5625000000000000E+01	  +1.5022710536297225E+01	  +6.8620056296435010E+01	  +6.1192090002027428E+04	  +6.6974848449150013E+04	
  +4.5750000000000000E+01	  +1.5022402695672893E+01	  +6.8616766828031231E+01	  +6.1190923655918261E+04	  +6.6971545310255053E+04	
  +4.5875000000000000E+01	  +1.5020927623658419E+01	  +6.8612952604695323E+01	  +6.1184297080788652E+04	  +6.6967966182732474E+04	
  +4.6000000000000000E+01	  +1.5020151627502260E+01	  +6.8613630625798507E+01	  +6.1181210399528405E+04	  +6.6968835411817927E+04	
  +4.6125000000000000E+01	  +1.5019489550125563E+01	  +6.8620848155834750E+01	  +6.1178615303036495E+04	  +6.6976383038708795E+04	
  +4.6250000000000000E+01	  +1.5019602930592868E+01	  +6.8620367339277436E+01	  +6.1179501192212578E+04	  +6.6975864690247661E+04	
  +4.6375000000000000E+01	  +1.5021126598095197E+01	  +6.8620311479980487E+01	  +6.1186720710724854E+04	  +6.6975465521058766E+04	
  +4.6500000000000000E+01	  +1.5020875934787275E+01	  +6.8617699309063283E+01	  +6.1185854695904127E+04	  +6.6972843895892904E+04	
  +4.6625000000000000E+01	  +1.5020586484099185E+01	  +6.8605789149536065E+01	  +6.1184289235707271E+04	  +6.6960699059609207E+04	
  +4.6750000000000000E+01	  +1.5019995431522700E+01	  +6.8599952314497401E+01	  +6.1181915295110412E+04	  +6.6954848014647927E+04	
  +4.6875000000000000E+01	  +1.5017353073647747E+01	  +6.8591419775851065E+01	  +6.1170697668482382E+04	  +6.6946693858078303E+04	
  +4.7000000000000000E+01	  +1.5016191916445637E+01	  +6.8589195573352455E+01	  +6.1165786971903413E+04	  +6.6944674306423840E+04	
  +4.7125000000000000E+01	  +1.5014564236294598E+01	  +6.8590440117357829E+01	  +6.1159309220879157E+04	  +6.6946315446913984E+04	
  +4.7250000000000000E+01	  +1.5014120606819100E+01	  +6.8590033364676088E+01	  +6.1157771539288318E+04	  +6.6945998016061727E+04	
  +4.7375000000000000E+01	  +1.5014370693520130E+01	  +6.8599011911670786E+01	  +6.1159558196020756E+04	  +6.6955146247020166E+04	
  +4.7500000000000000E+01	  +1.5014155493548095E+01	  +6.8613234186238316E+01	  +6.1159156929301891E+04	  +6.6969774352921144E+04	
  +4.7625000000000000E+01	  +1.5015807026089913E+01	  +6.8623889318946112E+01	  +6.1166887996748199E+04	  +6.6980326816917572E+04	
  +4.7750000000000000E+01	  +1.5018604143892059E+01	  +6.8647192687513524E+01	  +6.1179742281700965E+04	  +6.7003588380535366E+04	
  +4.7875000000000000E+01	  +1.5020652540600537E+01	  +6.8659408247081643E+01	  +6.1188281920838381E+04	  +6.7015651437575492E+04	
  +4.8000000000000000E+01	  +1.5025360123682345E+01	  +6.8665827989169401E+01	  +6.1208277359329149E+04	  +6.7021176618779602E+04	
  +4.8125000000000000E+01	  +1.5027807241570553E+01	  +6.8679338570955807E+01	  +6.1218405594026510E+04	  +6.7034477833259458E+04	
  +4.8250000000000000E+01	  +1.5028926133888767E+01	  +6.8685277176990880E+01	  +6.1221413954137592E+04	  +6.7040314707462108E+04	
  +4.8375000000000000E+01	  +1.5031833847706634E+01	  +6.8699938693948923E+01	  +6.1233347631361408E+04	  +6.7054692462118212E+04	
  +4.8500000000000000E+01	  +1.5033240908050336E+01	  +6.8678474990147308E+01	  +6.1239056943673240E+04	  +6.7032373474067252E+04	
  +4.8625000000000000E+01	  +1.5036241694214114E+01	  +6.8674324731486678E+01	  +6.1251476373500904E+04	  +6.7027445340607985E+04	
  +4.8750000000000000E+01	  +1.5031951297279722E+01	  +6.8658109174886633E+01	  +6.1231853418439699E+04	  +6.7011784745547367E+04	
  +4.8875000000000000E+01	  +1.5031073100669376E+01	  +6.8666297925283715E+01	  +6.1226669840305265E+04	  +6.7020376594151137E+04	
  +4.9000000000000000E+01	  +1.5028131436124257E+01	  +6.8654445583951301E+01	  +6.1214977436706671E+04	  +6.7008886260940344E+04	
  +4.9125000000000000E+01	  +1.5029977588109375E+01	  +6.8652769437749242E+01	  +6.1223521055269106E+04	  +6.7006753640693642E+04	
  +4.9250000000000000E+01	  +1.5027659440496958E+01	  +6.8648456608560153E+01	  +6.1214537727279530E+04	  +6.7002852564244575E+04	
  +4.9375000000000000E+01	  +1.5027239078368769E+01	  +6.8631865220981766E+01	  +6.1212247486206419E+04	  +6.6985938084073467E+04	
  +4.9500000000000000E+01	  +1.5026305005020724E+01	  +6.8630079683751575E+01	  +6.1208932008557233E+04	  +6.6984317276829242E+04	
  +4.9625000000000000E+01	  +1.5022659393999886E+01	  +6.8613690354488682E+01	  +6.1193216787702149E+04	  +6.6968333811785531E+04	
  +4.9750000000000000E+01	  +1.5022210475377607E+01	  +6.8598542208118545E+01	  +6.1191527091400516E+04	  +6.6952905184097239E+04	
  +4.9875000000000000E+01	  +1.5018827478631380E+01	  +6.8595108225285060E+01	  +6.1177948950300786E+04	  +6.6950144184976045E+04	
  +5.0000000000000000E+01	  +1.5015499359452201E+01	  +6.8589725001599632E+01	  +6.1163277358192630E+04	  +6.6945372485559710E+04	
  +5.0125000000000000E+01	  +1.5014958067646830E+01	  +6.8579712658181990E+01	  +6.1162393844389459E+04	  +6.6935229721398122E+04	
  +5.0250000000000000E+01	  +1.5013925855690161E+01	  +6.8575484531851870E+01	  +6.1159044013054714E+04	  +6.6931126885587728E+04	
  +5.0375000000000000E+01	  +1.5011445235675428E+01	  +6.8599930638970221E+01	  +6.1148638333245523E+04	  +6.6956744400257201E+04	
  +5.0500000000000000E+01	  +1.5010522894039640E+01	  +6.8619649911760462E+01	  +6.1145273933759534E+04	  +6.6977166011420893E+04	
  +5.0625000000000000E+01	  +1.5015265273920152E+01	  +6.8646132911678549E+01	  +6.1168038117860378E+04	  +6.7003250732164495E+04	
  +5.0750000000000000E+01	  +1.5019190444483391E+01	  +6.8674357766066933E+01	  +6.1186648240738628E+04	  +6.7031304244213665E+04	
  +5.0875000000000000E+01	  +1.5024309392367106E+01	  +6.8696087701996674E+01	  +6.1207764895484463E+04	  +6.7052432100555248E+04	
  +5.1000000000000000E+01	  +1.5029866807580284E+01	  +6.8721291651767160E+01	  +6.1231111799404716E+04	  +6.7077022888844062E+04	
  +5.1125000000000000E+01	  +1.5034065432744905E+01	  +6.8731706330660828E+01	  +6.1247764175445198E+04	  +6.7086757697201203E+04	
  +5.1250000000000000E+01	  +1.5039212594279475E+01	  +6.8744893941517745E+01	  +6.1268217706490155E+04	  +6.7099122318522510E+04	
  +5.1375000000000000E+01	  +1.5041627493279586E+01	  +6.8741323987969807E+01	  +6.1276842801359016E+04	  +6.7094921026275493E+04	
  +5.1500000000000000E+01	  +1.5044253599978084E+01	  +6.8726565896642299E+01	  +6.1287049240378350E+04	  +6.7079202683592623E+04	
  +5.1625000000000000E+01	  +1.5043674075905573E+01	  +6.8721734233818822E+01	  +6.1283871557091006E+04	  +6.7074379538348032E+04	
  +5.1750000000000000E+01	  +1.5040777171944834E+01	  +6.8721479175279256E+01	  +6.1270009900665296E+04	  +6.7074768105220326E+04	
  +5.1875000000000000E+01	  +1.5040116391842048E+01	  +6.8712321186129842E+01	  +6.1267483266830815E+04	  +6.7065528086627543E+04	
  +5.2000000000000000E+01	  +1.5040449196892718E+01	  +6.8716597593657781E+01	  +6.1270105981406552E+04	  +6.7069837361375525E+04	
  +5.2125000000000000E+01	  +1.5038565002394586E+01	  +6.8708832107582182E+01	  +6.1261962770629674E+04	  +6.7062299372091104E+04	
  +5.2250000000000000E+01	  +1.5039553094834503E+01	  +6.8709743130421174E+01	  +6.1266323926927093E+04	  +6.7063011593144096E+04	
  +5.2375000000000000E+01	  +1.5037934128437325E+01	  +6.8717211397274994E+01	  +6.1259990761843350E+04	  +6.7071030878038640E+04	
  +5.2500000000000000E+01	  +1.5037889041258115E+01	  +6.8732845177488102E+01	  +6.1259246719856965E+04	  +6.7087067681620101E+04	
  +5.2625000000000000E+01	  +1.5039511691157154E+01	  +6.8740094062127795E+01	  +6.1267374178336482E+04	  +6.7094134767173251E+04	
  +5.2750000000000000E+01	  +1.5042685834342524E+01	  +6.8744563009331543E+01	  +6.1282007956823996E+04	  +6.7098004050714910E+04	
  +5.2875000000000000E+01	  +1.5044046842607100E+01	  +6.8756496608775649E+01	  +6.1287458405888312E+04	  +6.7109932273718528E+04	
  +5.3000000000000000E+01	  +1.5044625003931845E+01	  +6.8761503638467389E+01	  +6.1289075649257262E+04	  +6.7114935443917610E+04	
  +5.3125000000000000E+01	  +1.5047200184867853E+01	  +6.8776111612035535E+01	  +6.1299737795956171E+04	  +6.7129332887340890E+04	
  +5.3250000000000000E+01	  +1.5048180462675344E+01	  +6.8781325496520921E+01	  +6.1303857916522218E+04	  +6.7134457914719824E+04	
  +5.3375000000000000E+01	  +1.5051218124737504E+01	  +6.8776854810141913E+01	  +6.1316356289166768E+04	  +6.7129193489275291E+04	
  +5.3500000000000000E+01	  +1.5052393781578770E+01	  +6.8760418782981006E+01	  +6.1321456845058310E+04	  +6.7112080351069133E+04	
  +5.3625000000000000E+01	  +1.5051446568234578E+01	  +6.8744403616401769E+01	  +6.1315762879007598E+04	  +6.7095874839794065E+04	
  +5.3750000000000000E+01	  +1.5048092997364458E+01	  +6.8728991356895435E+01	  +6.1299912131532874E+04	  +6.7080827480964479E+04	
  +5.3875000000000000E+01	  +1.5044984932482986E+01	  +6.8708914345220933E+01	  +6.1286422539445666E+04	  +6.7060942867196281E+04	
  +5.4000000000000000E+01	  +1.5042208608490704E+01	  +6.8704872771380380E+01	  +6.1275044478719785E+04	  +6.7057422768964985E+04	
  +5.4125000000000000E+01	  +1.5038023068755965E+01	  +6.8690217980197758E+01	  +6.1257872170219416E+04	  +6.7043338664664538E+04	
  +5.4250000000000000E+01	  +1.5037408825052628E+01	  +6.8686485746553586E+01	  +6.1256288915266196E+04	  +6.7039650389482063E+04	
  +5.4375000000000000E+01	  +1.5034430335639430E+01	  +6.8674063974090416E+01	  +6.1244768278580748E+04	  +6.7027584574326436E+04	
  +5.4500000000000000E+01	  +1.5033455261666631E+01	  +6.8664581093017233E+01	  +6.1240607994952799E+04	  +6.7018081947424304E+04	
  +5.4625000000000000E+01	  +1.5030773386481712E+01	  +6.8658619676557890E+01	  +6.1229916123992160E+04	  +6.7012572459240226E+04	
  +5.4750000000000000E+01	  +1.5028618059158122E+01	  +6.8656567170662925E+01	  +6.1220650686261783E+04	  +6.7010952010234265E+04	
  +5.4875000000000000E+01	  +1.5027268445720734E+01	  +6.8654160863915010E+01	  +6.1215642505201155E+04	  +6.7008788030460739E+04	
  +5.5000000000000000E+01	  +1.5026919041643882E+01	  +6.8659873519861321E+01	  +6.1214878123760718E+04	  +6.7014722734919342E+04	
  +5.5125000000000000E+01	  +1.5026271357464321E+01	  +6.8655486762004401E+01	  +6.1212461605674223E+04	  +6.7010370995171630E+04	
  +5.5250000000000000E+01	  +1.5027441081991864E+01	  +6.8658979523930157E+01	  +6.1217778439390371E+04	  +6.7013689130321131E+04	
  +5.5375000000000000E+01	  +1.5026393639575376E+01	  +6.8668749519427465E+01	  +6.1213368922043155E+04	  +6.7023939739552996E+04	
  +5.5500000000000000E+01	  +1.5026967472137159E+01	  +6.8688518343233426E+01	  +6.1215313518542273E+04	  +6.7044076614486316E+04	
  +5.5625000000000000E+01	  +1.5029085989266632E+01	  +6.8703412242480852E+01	  +6.1225072259774075E+04	  +6.7058869557010941E+04	
  +5.5750000000000000E+01	  +1.5033220187988928E+01	  +6.8717992828244235E+01	  +6.1243146509325590E+04	  +6.7072889286940044E+04	
  +5.5875000000000000E+01	  +1.5036207101096636E+01	  +6.8721288539772871E+01	  +6.1255584403253597E+04	  +6.7075597897967120E+04	
  +5.6000000000000000E+01	  +1.5039144641012109E+01	  +6.8722221407209020E+01	  +6.1267114565798875E+04	  +6.7075895264403312E+04	
  +5.6125000000000000E+01	  +1.5039676134416993E+01	  +6.8721759678729640E+01	  +6.1268330150791400E+04	  +6.7075302689947450E+04	
  +5.6250000000000000E+01	  +1.5039826256940126E+01	  +6.8726012988301179E+01	  +6.1267761089325708E+04	  +6.7079629245408432E+04	
  +5.6375000000000000E+01	  +1.5039941336925850E+01	  +6.8721861373197967E+01	  +6.1267840859872158E+04	  +6.7075347442215236E+04	
  +5.6500000000000000E+01	  +1.5041083008360451E+01	  +6.8722650583563436E+01	  +6.1272826200409378E+04	  +6.7075900347848306E+04	
  +5.6625000000000000E+01	  +1.5040643016664790E+01	  +6.8731873337917776E+01	  +6.1270388975921720E+04	  +6.7085453679653583E+04	
  +5.6750000000000000E+01	  +1.5040886438363570E+01	  +6.8740606870783665E+01	  +6.1270547756336826E+04	  +6.7094352112610650E+04	
  +5.6875000000000000E+01	  +1.5042947260033959E+01	  +6.8748648841920769E+01	  +6.1279727171744322E+04	  +6.7102133929776581E+04	
  +5.7000000000000000E+01	  +1.5044835460923023E+01	  +6.8752933659398892E+01	  +6.1288039038727249E+04	  +6.7106102882582665E+04	
  +5.7125000000000000E+01	  +1.5046537105419919E+01	  +6.8749129733120171E+01	  +6.1294826084964603E+04	  +6.7101821573685520E+04	
  +5.7250000000000000E+01	  +1.5047339817459477E+01	  +6.8748664931219338E+01	  +6.1297718579788008E+04	  +6.7101164978540619E+04	
  +5.7375000000000000E+01	  +1.5046572834076436E+01	  +6.8732655012388491E+01	  +6.1293163842401103E+04	  +6.7084924499224493E+04	
  +5.7500000000000000E+01	  +1.5046605469871041E+01	  +6.8689146029131933E+01	  +6.1292430078150719E+04	  +6.7040312960509589E+04	
  +5.7625000000000000E+01	  +1.5043693249589699E+01	  +6.8656943147249933E+01	  +6.1278957496737334E+04	  +6.7007952790526717E+04	
  +5.7750000000000000E+01	  +1.5011585171402420E+01	  +6.8569929335273002E+01	  +6.1145261826639537E+04	  +6.6924277516509726E+04	
  +5.7875000000000000E+01	  +1.5011153957346661E+01	  +6.8568196408143677E+01	  +6.1145261826639537E+04	  +6.6924277516509726E+04	
  +5.8000000000000000E+01	  +1.5010952066568974E+01	  +6.8605323117035923E+01	  +6.1145261826639537E+04	  +6.6962383028204960E+04	
  +5.8125000000000000E+01	  +1.5017285208675698E+01	  +6.8590752653790219E+01	  +6.1173593598611595E+04	  +6.6946025182069672E+04	
  +5.8250000000000000E+01	  +1.5017261012192993E+01	  +6.8571547564817621E+01	  +6.1173593598611595E+04	  +6.6926342144787923E+04	
  +5.8375000000000000E+01	  +1.5013878289971059E+01	  +6.8567609150923047E+01	  +6.1156094968510319E+04	  +6.6923063997338264E+04	
  +5.8500000000000000E+01	  +1.5010004292846096E+01	  +6.8571408204604239E+01	  +6.1138023664007022E+04	  +6.6927828108624832E+04	
  +5.8625000000000000E+01	  +1.5009464230804245E+01	  +6.8554901940027293E+01	  +6.1136656256349554E+04	  +6.6911027799812087E+04	
  +5.8750000000000000E+01	  +1.5010766096750135E+01	  +6.8556933164786983E+01	  +6.1144080840999930E+04	  +6.6912817925449315E+04	
  +5.8875000000000000E+01	  +1.5007312956195220E+01	  +6.8548743228459827E+01	  +6.1128901196279636E+04	  +6.6905196969190351E+04	
  +5.9000000000000000E+01	  +1.5007546430224627E+01	  +6.8541025254593762E+01	  +6.1129188901550362E+04	  +6.6897232385497206E+04	
  +5.9125000000000000E+01	  +1.5005855743199577E+01	  +6.8532089607777891E+01	  +6.1122937344489183E+04	  +6.6888451366625552E+04	
  +5.9250000000000000E+01	  +1.5004154088608038E+01	  +6.8532817264997405E+01	  +6.1115228466533023E+04	  +6.6889579282777020E+04	
  +5.9375000000000000E+01	  +1.5002442404669633E+01	  +6.8531409156983273E+01	  +6.1107840345913814E+04	  +6.6888519904791203E+04	
  +5.9500000000000000E+01	  +1.5002797219814758E+01	  +6.8536692408248683E+01	  +6.1110055342286912E+04	  +6.6893856427791499E+04	
  +5.9625000000000000E+01	  +1.5002363978466944E+01	  +6.8554036258831118E+01	  +6.1108881530678351E+04	  +6.6911733611525036E+04	
  +5.9750000000000000E+01	  +1.5003451957848347E+01	  +6.8566455423717528E+01	  +6.1113522121260976E+04	  +6.6924220876294479E+04	
  +5.9875000000000000E+01	  +1.5007129724932017E+01	  +6.8573644950562013E+01	  +6.1130025056616192E+04	  +6.6930766081273468E+04	
  +6.0000000000000000E+01	  +1.5009533514467895E+01	  +6.8574140898603119E+01	  +6.1139986227933368E+04	  +6.6930735168996718E+04	
  +6.0125000000000000E+01	  +1.5010788584575089E+01	  +6.8577037430013107E+01	  +6.1144406540184063E+04	  +6.6933422920829355E+04	
  +6.0250000000000000E+01	  +1.5010868493872632E+01	  +6.8578837552390127E+01	  +6.1143728809050896E+04	  +6.6935250384613377E+04	
  +6.0375000000000000E+01	  +1.4989468103765880E+01	  +6.8462166682471633E+01	  +6.1055292397202138E+04	  +6.6820577919476811E+04	
  +6.0500000000000000E+01	  +1.4989142180689035E+01	  +6.8462222797429362E+01	  +6.1055292397202138E+04	  +6.6820577919476811E+04	
