 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +8.1625000000000000E+01	  +1.4924733321589802E+01	  +6.8191175245262613E+01	  +6.0807490093911329E+04	  +6.6557166545702188E+04	
  +8.1750000000000000E+01	  +1.4924823570032231E+01	  +6.8235501673948193E+01	  +6.0807490093911329E+04	  +6.6602586569788007E+04	
  +8.1875000000000000E+01	  +1.4924811374051952E+01	  +6.8292656246929411E+01	  +6.0803781773996023E+04	  +6.6661177879246185E+04	
  +8.2000000000000000E+01	  +1.4950643367429450E+01	  +6.8347413818249791E+01	  +6.0909574354009965E+04	  +6.6711519724001875E+04	
  +8.2125000000000000E+01	  +1.4957167680002012E+01	  +6.8348841274382380E+01	  +6.0937659413158093E+04	  +6.6711519724001875E+04	
  +8.2250000000000000E+01	  +1.5006851811030305E+01	  +6.8596115658320670E+01	  +6.1140196918804082E+04	  +6.6953558181753877E+04	
  +8.2375000000000000E+01	  +1.5119277847037189E+01	  +6.9108460027099710E+01	  +6.1605489583043644E+04	  +6.7455020991259691E+04	
  +8.2500000000000000E+01	  +1.5203936776799106E+01	  +6.9543081281303927E+01	  +6.1947171732999945E+04	  +6.7879941445141536E+04	
  +8.2625000000000000E+01	  +1.5312647309284065E+01	  +7.0059907393007094E+01	  +6.2391024298998454E+04	  +6.8385464453061111E+04	
  +8.2750000000000000E+01	  +1.5364966418389528E+01	  +7.0286169135414738E+01	  +6.2605643184415334E+04	  +6.8605933392492472E+04	
  +8.2875000000000000E+01	  +1.5365181865120681E+01	  +7.0286091775737205E+01	  +6.2605643184415334E+04	  +6.8605933392492472E+04	
  +8.3000000000000000E+01	  +1.5414386408859066E+01	  +7.0518834597511713E+01	  +6.2807622532395886E+04	  +6.8833319731643278E+04	
  +8.3125000000000000E+01	  +1.5415009977521050E+01	  +7.0518806781825219E+01	  +6.2807622532395886E+04	  +6.8833319731643278E+04	
  +8.3250000000000000E+01	  +1.5493429497242616E+01	  +7.0902312966243883E+01	  +6.3129838230929592E+04	  +6.9208532705201273E+04	
  +8.3375000000000000E+01	  +1.5558266750829690E+01	  +7.1202057037117697E+01	  +6.3394460797126128E+04	  +6.9501365840046725E+04	
  +8.3500000000000000E+01	  +1.5624635534631100E+01	  +7.1515785706525392E+01	  +6.3665509784265138E+04	  +6.9808021865160699E+04	
  +8.3625000000000000E+01	  +1.5695587998382273E+01	  +7.1852420225648743E+01	  +6.3955318818597225E+04	  +7.0137170155423752E+04	
  +8.3750000000000000E+01	  +1.5744057063731567E+01	  +7.2067408072811403E+01	  +6.4154029966147500E+04	  +7.0347062654456036E+04	
  +8.3875000000000000E+01	  +1.5772431721017181E+01	  +7.2191280839089032E+01	  +6.4269924995160516E+04	  +7.0467541333503963E+04	
  +8.4000000000000000E+01	  +1.5798695103161783E+01	  +7.2311913739355049E+01	  +6.4377472733140989E+04	  +7.0585269798772148E+04	
  +8.4125000000000000E+01	  +1.5833757691430614E+01	  +7.2477220272051966E+01	  +6.4520295744424991E+04	  +7.0746998318899830E+04	
  +8.4250000000000000E+01	  +1.5860445613257685E+01	  +7.2594718849176402E+01	  +6.4628915646665599E+04	  +7.0861485734245274E+04	
  +8.4375000000000000E+01	  +1.5889871033780572E+01	  +7.2732071986737026E+01	  +6.4748008875157881E+04	  +7.0995645884964644E+04	
  +8.4500000000000000E+01	  +1.5912759073269708E+01	  +7.2833221820357323E+01	  +6.4840750376316973E+04	  +7.1094227694738423E+04	
  +8.4625000000000000E+01	  +1.5936806436810047E+01	  +7.2943113741862859E+01	  +6.4937979005254419E+04	  +7.1201469972471677E+04	
  +8.4750000000000000E+01	  +1.5957819885685970E+01	  +7.3037609891017482E+01	  +6.5023290211242442E+04	  +7.1293571862637662E+04	
  +8.4875000000000000E+01	  +1.5980452132672237E+01	  +7.3142562399951984E+01	  +6.5116202413682171E+04	  +7.1396095393059979E+04	
  +8.5000000000000000E+01	  +1.6004679558843453E+01	  +7.3253965732003934E+01	  +6.5214934669041046E+04	  +7.1504830932411758E+04	
  +8.5125000000000000E+01	  +1.6026510279588255E+01	  +7.3353009470428944E+01	  +6.5303946372651772E+04	  +7.1601563916167506E+04	
  +8.5250000000000000E+01	  +1.6045106143183826E+01	  +7.3437015593002528E+01	  +6.5379556973896528E+04	  +7.1683524841599181E+04	
  +8.5375000000000000E+01	  +1.6045379811398515E+01	  +7.3437071523737245E+01	  +6.5379556973896528E+04	  +7.1683524841599181E+04	
  +8.5500000000000000E+01	  +1.6079831222913743E+01	  +7.3602654169133771E+01	  +6.5520538004356364E+04	  +7.1845528602977312E+04	
  +8.5625000000000000E+01	  +1.6080402445503619E+01	  +7.3602767422140104E+01	  +6.5520538004356364E+04	  +7.1845528602977312E+04	
  +8.5750000000000000E+01	  +1.6108567129648112E+01	  +7.3732393256212262E+01	  +6.5637811969307426E+04	  +7.1972102886938708E+04	
  +8.5875000000000000E+01	  +1.6109052588050663E+01	  +7.3732507531883272E+01	  +6.5637811969307426E+04	  +7.1972102886938708E+04	
  +8.6000000000000000E+01	  +1.6140882929632561E+01	  +7.3880336666679028E+01	  +6.5769382862583108E+04	  +7.2116514044166048E+04	
  +8.6125000000000000E+01	  +1.6140957638198643E+01	  +7.3880359690445388E+01	  +6.5769382862583108E+04	  +7.2116514044166048E+04	
  +8.6250000000000000E+01	  +1.6174992009974595E+01	  +7.4039643438426765E+01	  +6.5908472027732161E+04	  +7.2272191433576634E+04	
  +8.6375000000000000E+01	  +1.6175528732250502E+01	  +7.4039785196400416E+01	  +6.5908472027732161E+04	  +7.2272191433576634E+04	
  +8.6500000000000000E+01	  +1.6201487459096068E+01	  +7.4156785975304672E+01	  +6.6016906745021261E+04	  +7.2386317357174543E+04	
  +8.6625000000000000E+01	  +1.6201786665933152E+01	  +7.4156858549184221E+01	  +6.6016906745021261E+04	  +7.2386317357174543E+04	
  +8.6750000000000000E+01	  +1.6201327366598267E+01	  +7.4185148638589652E+01	  +6.6016906745021261E+04	  +7.2415418761848472E+04	
  +8.6875000000000000E+01	  +1.6243630069553522E+01	  +7.4358849182044011E+01	  +6.6189779028193836E+04	  +7.2584125563580979E+04	
  +8.7000000000000000E+01	  +1.6243910672665418E+01	  +7.4359035322728133E+01	  +6.6189779028193836E+04	  +7.2584125563580979E+04	
  +8.7125000000000000E+01	  +1.6265882636501285E+01	  +7.4454275045692469E+01	  +6.6279927404949121E+04	  +7.2676857304965175E+04	
  +8.7250000000000000E+01	  +1.6266241602192093E+01	  +7.4454379401593968E+01	  +6.6279927404949121E+04	  +7.2676857304965175E+04	
  +8.7375000000000000E+01	  +1.6291776197784198E+01	  +7.4575610896142308E+01	  +6.6386372723816821E+04	  +7.2795401376818889E+04	
  +8.7500000000000000E+01	  +1.6292199340217412E+01	  +7.4575697339696518E+01	  +6.6386372723816821E+04	  +7.2795401376818889E+04	
  +8.7625000000000000E+01	  +1.6320603805256532E+01	  +7.4710399323442402E+01	  +6.6504467740613502E+04	  +7.2927084553065564E+04	
  +8.7750000000000000E+01	  +1.6321063039541936E+01	  +7.4710468143078700E+01	  +6.6504467740613502E+04	  +7.2927084553065564E+04	
  +8.7875000000000000E+01	  +1.6342903761119651E+01	  +7.4808946821739880E+01	  +6.6595501374633328E+04	  +7.3023143115345345E+04	
  +8.8000000000000000E+01	  +1.6342912580602579E+01	  +7.4808952577302364E+01	  +6.6595501374633328E+04	  +7.3023143115345345E+04	
  +8.8125000000000000E+01	  +1.6342928817518168E+01	  +7.4836128631109304E+01	  +6.6595501374633328E+04	  +7.3050996028837137E+04	
  +8.8250000000000000E+01	  +1.6342947748530431E+01	  +7.4897657536050190E+01	  +6.6595727661702491E+04	  +7.3114059529056452E+04	
  +8.8375000000000000E+01	  +1.6384291218853580E+01	  +7.5003271751628759E+01	  +6.6766740163774448E+04	  +7.3215410763294145E+04	
  +8.8500000000000000E+01	  +1.6384635606951438E+01	  +7.5005636610086086E+01	  +6.6766740163774448E+04	  +7.3215410763294145E+04	
  +8.8625000000000000E+01	  +1.6384925559665316E+01	  +7.4953409072175390E+01	  +6.6766740163774448E+04	  +7.3161809245174867E+04	
  +8.8750000000000000E+01	  +1.6376395222558020E+01	  +7.4995980494905481E+01	  +6.6727430775872490E+04	  +7.3207357692749356E+04	
  +8.8875000000000000E+01	  +1.6376430724196830E+01	  +7.5032683531240750E+01	  +6.6727430775872490E+04	  +7.3244970871904588E+04	
  +8.9000000000000000E+01	  +1.6385858990587998E+01	  +7.5058574352684104E+01	  +6.6772951678839032E+04	  +7.3269399663178425E+04	
  +8.9125000000000000E+01	  +1.6400363828433449E+01	  +7.5103154770276433E+01	  +6.6826206353654154E+04	  +7.3313357017016271E+04	
  +8.9250000000000000E+01	  +1.6354165587176784E+01	  +7.4829083279366387E+01	  +6.6635768714960126E+04	  +7.3040969029270724E+04	
  +8.9375000000000000E+01	  +1.6241820147946775E+01	  +7.4281966726505601E+01	  +6.6174056364991076E+04	  +7.2505404510703840E+04	
  +8.9500000000000000E+01	  +1.6124815039310768E+01	  +7.3778211623381907E+01	  +6.5689973182299698E+04	  +7.2013665479075484E+04	
  +8.9625000000000000E+01	  +1.6023663528579878E+01	  +7.3274871584316031E+01	  +6.5280613197212209E+04	  +7.1522149445539166E+04	
  +8.9750000000000000E+01	  +1.5960100070007062E+01	  +7.2996430737957141E+01	  +6.5020142935101234E+04	  +7.1250856128203915E+04	
  +8.9875000000000000E+01	  +1.5959732558176150E+01	  +7.2996266588355695E+01	  +6.5020142935101234E+04	  +7.1250856128203915E+04	
  +9.0000000000000000E+01	  +1.5919916657487141E+01	  +7.2819499586157477E+01	  +6.4856376429096374E+04	  +7.1078552149692725E+04	
  +9.0125000000000000E+01	  +1.5919734139713301E+01	  +7.2819434900442232E+01	  +6.4856376429096374E+04	  +7.1078552149692725E+04	
  +9.0250000000000000E+01	  +1.5863528740627180E+01	  +7.2551317223809022E+01	  +6.4625344770643955E+04	  +7.0816327364237251E+04	
  +9.0375000000000000E+01	  +1.5829556949909547E+01	  +7.2404680533784756E+01	  +6.4486656741293373E+04	  +7.0673637027084682E+04	
  +9.0500000000000000E+01	  +1.5797168153533653E+01	  +7.2254483763777330E+01	  +6.4354118610894227E+04	  +7.0526912002217316E+04	
  +9.0625000000000000E+01	  +1.5757462465495390E+01	  +7.2068565389753573E+01	  +6.4192062561690014E+04	  +7.0345305318082246E+04	
  +9.0750000000000000E+01	  +1.5729596201621433E+01	  +7.1944854031789774E+01	  +6.4078029835766218E+04	  +7.0224728903364943E+04	
  +9.0875000000000000E+01	  +1.5707362513317440E+01	  +7.1844687534729403E+01	  +6.3986920450261896E+04	  +7.0127091256888307E+04	
  +9.1000000000000000E+01	  +1.5682748720317598E+01	  +7.1725779816040003E+01	  +6.3886962429133229E+04	  +7.0010803948995541E+04	
  +9.1125000000000000E+01	  +1.5664379339240986E+01	  +7.1648797586000683E+01	  +6.3806465174414931E+04	  +6.9935773534023509E+04	
  +9.1250000000000000E+01	  +1.5635936346902925E+01	  +7.1503290888555938E+01	  +6.3695212715278823E+04	  +6.9793224692617980E+04	
  +9.1375000000000000E+01	  +1.5635319828522503E+01	  +7.1503384395899658E+01	  +6.3695212715278823E+04	  +6.9793224692617980E+04	
  +9.1500000000000000E+01	  +1.5602444394279358E+01	  +7.1343443881334423E+01	  +6.3558318866102178E+04	  +6.9636846286042375E+04	
  +9.1625000000000000E+01	  +1.5601892036035828E+01	  +7.1343525109079906E+01	  +6.3558318866102178E+04	  +6.9636846286042375E+04	
  +9.1750000000000000E+01	  +1.5562024409891841E+01	  +7.1152772939729005E+01	  +6.3393727840474639E+04	  +6.9450447290817698E+04	
  +9.1875000000000000E+01	  +1.5561474695177189E+01	  +7.1152851877330619E+01	  +6.3393727840474639E+04	  +6.9450447290817698E+04	
  +9.2000000000000000E+01	  +1.5533807866065571E+01	  +7.1024804276540905E+01	  +6.3278392358137797E+04	  +6.9325520021640797E+04	
  +9.2125000000000000E+01	  +1.5533854051384017E+01	  +7.1024943532104828E+01	  +6.3278392358137797E+04	  +6.9325520021640797E+04	
  +9.2250000000000000E+01	  +1.5475277516723096E+01	  +7.0733380021383098E+01	  +6.3038380748549243E+04	  +6.9040134472547274E+04	
  +9.2375000000000000E+01	  +1.5416017178534050E+01	  +7.0453533033894530E+01	  +6.2795550688176561E+04	  +6.8766563189679888E+04	
  +9.2500000000000000E+01	  +1.5356495722553188E+01	  +7.0170914124547409E+01	  +6.2551167281667527E+04	  +6.8490184441647871E+04	
  +9.2625000000000000E+01	  +1.5293643200467629E+01	  +6.9871920175387217E+01	  +6.2293576680835504E+04	  +6.8197765546804032E+04	
  +9.2750000000000000E+01	  +1.5254566385042045E+01	  +6.9695280466403673E+01	  +6.2133409157694558E+04	  +6.8025384205115668E+04	
  +9.2875000000000000E+01	  +1.5254479009292965E+01	  +6.9695550720151388E+01	  +6.2133409157694558E+04	  +6.8025384205115668E+04	
  +9.3000000000000000E+01	  +1.5203428063608103E+01	  +6.9449204832395679E+01	  +6.1924577293319904E+04	  +6.7784533163268468E+04	
  +9.3125000000000000E+01	  +1.5205249557763180E+01	  +6.9449381943184264E+01	  +6.1924577293319904E+04	  +6.7784533163268468E+04	
  +9.3250000000000000E+01	  +1.5016357533162735E+01	  +6.8583897330321875E+01	  +6.1152368199344957E+04	  +6.6936181681320246E+04	
  +9.3375000000000000E+01	  +1.4761567317931716E+01	  +6.7379119052567972E+01	  +6.0107103963935384E+04	  +6.5757344396794957E+04	
  +9.3500000000000000E+01	  +1.4511359064657674E+01	  +6.6193273355356354E+01	  +5.9080060521844047E+04	  +6.4597886565911554E+04	
  +9.3625000000000000E+01	  +1.4234703299544869E+01	  +6.4885734754326563E+01	  +5.7946717914690518E+04	  +6.3323818453657201E+04	
  +9.3750000000000000E+01	  +1.4102017015322012E+01	  +6.4212104931659326E+01	  +5.7408436239093688E+04	  +6.2663056717558531E+04	
  +9.3875000000000000E+01	  +1.4044072964764133E+01	  +6.3969784779848091E+01	  +5.7171162314047200E+04	  +6.2427280691742366E+04	
  +9.4000000000000000E+01	  +1.3962383990003035E+01	  +6.3577340235699488E+01	  +5.6838790815283312E+04	  +6.2043543129081605E+04	
  +9.4125000000000000E+01	  +1.3893526022161327E+01	  +6.3261852764886747E+01	  +5.6557342202801003E+04	  +6.1735317302712225E+04	
  +9.4250000000000000E+01	  +1.3821234582160695E+01	  +6.2926538387878253E+01	  +5.6262522661631177E+04	  +6.1407738365188823E+04	
  +9.4375000000000000E+01	  +1.3752931975690064E+01	  +6.2611776279302163E+01	  +5.5983652585737313E+04	  +6.1100365706413664E+04	
  +9.4500000000000000E+01	  +1.3687291402159238E+01	  +6.2308896015092913E+01	  +5.5715853805479172E+04	  +6.0804595040680942E+04	
  +9.4625000000000000E+01	  +1.3624008831378976E+01	  +6.2016519975672409E+01	  +5.5457559477368137E+04	  +6.0519151948091501E+04	
  +9.4750000000000000E+01	  +1.3563544384586775E+01	  +6.1737884674450918E+01	  +5.5210928474184970E+04	  +6.0247068529772587E+04	
  +9.4875000000000000E+01	  +1.3503849085039425E+01	  +6.1461662254248942E+01	  +5.4967177400154935E+04	  +5.9977302958870554E+04	
  +9.5000000000000000E+01	  +1.3447406260646904E+01	  +6.1201427538692592E+01	  +5.4736716417017269E+04	  +5.9723179171094685E+04	
  +9.5125000000000000E+01	  +1.3392425225702040E+01	  +6.0947290163243601E+01	  +5.4512293935048139E+04	  +5.9474978882337819E+04	
  +9.5250000000000000E+01	  +1.3339847839907613E+01	  +6.0704792188608181E+01	  +5.4297710496595319E+04	  +5.9238170884371313E+04	
  +9.5375000000000000E+01	  +1.3289163305690227E+01	  +6.0470971053247716E+01	  +5.4090900064692076E+04	  +5.9009828157985918E+04	
  +9.5500000000000000E+01	  +1.3240408973694061E+01	  +6.0246133622482624E+01	  +5.3892001952924045E+04	  +5.8790270133136335E+04	
  +9.5625000000000000E+01	  +1.3193454398124802E+01	  +6.0028987221835145E+01	  +5.3700929552176916E+04	  +5.8578334424804081E+04	
  +9.5750000000000000E+01	  +1.3148592444396131E+01	  +5.9822240861779740E+01	  +5.3517822954818919E+04	  +5.8376458012043215E+04	
  +9.5875000000000000E+01	  +1.3104836691117237E+01	  +5.9620041122012225E+01	  +5.3339192789655091E+04	  +5.8178984859971839E+04	
  +9.6000000000000000E+01	  +1.3062551275498054E+01	  +5.9424860467396684E+01	  +5.3166585001901010E+04	  +5.7988374075959888E+04	
  +9.6125000000000000E+01	  +1.3021893554216314E+01	  +5.9237185006190060E+01	  +5.3000385374984871E+04	  +5.7805038114269308E+04	
  +9.6250000000000000E+01	  +1.2969198816620773E+01	  +5.8988318511432979E+01	  +5.2784856070031208E+04	  +5.7561740309839050E+04	
  +9.6375000000000000E+01	  +1.2908059357885790E+01	  +5.8702354180874600E+01	  +5.2534584458862904E+04	  +5.7282169735416603E+04	
  +9.6500000000000000E+01	  +1.2850497687288208E+01	  +5.8436934903154821E+01	  +5.2299306861414167E+04	  +5.7022974744344210E+04	
  +9.6625000000000000E+01	  +1.2789971656094220E+01	  +5.8155215965065850E+01	  +5.2052009272816082E+04	  +5.6747740245392321E+04	
  +9.6750000000000000E+01	  +1.2744818573203045E+01	  +5.7951832704105271E+01	  +5.1867852368173320E+04	  +5.6549432175015652E+04	
  +9.6875000000000000E+01	  +1.2712256808014770E+01	  +5.7806091714392551E+01	  +5.1735146377590805E+04	  +5.6407539178721388E+04	
  +9.7000000000000000E+01	  +1.2671145895110024E+01	  +5.7612202113978583E+01	  +5.1567352755396918E+04	  +5.6217942243034100E+04	
  +9.7125000000000000E+01	  +1.2637439902297368E+01	  +5.7459744601621672E+01	  +5.1430156666134731E+04	  +5.6069240722560862E+04	
  +9.7250000000000000E+01	  +1.2595564861712758E+01	  +5.7263105139727124E+01	  +5.1259322708168707E+04	  +5.5877021375402925E+04	
  +9.7375000000000000E+01	  +1.2551596422486279E+01	  +5.7058937420256775E+01	  +5.1079819313120599E+04	  +5.5677653059642937E+04	
  +9.7500000000000000E+01	  +1.2508171595706504E+01	  +5.6858458217201424E+01	  +5.0902640333338866E+04	  +5.5481873964094375E+04	
  +9.7625000000000000E+01	  +1.2464657892659407E+01	  +5.6657246988575281E+01	  +5.0725115371833337E+04	  +5.5285358477486174E+04	
  +9.7750000000000000E+01	  +1.2428193840950737E+01	  +5.6491357555950309E+01	  +5.0576320238320841E+04	  +5.5123460811444493E+04	
  +9.7875000000000000E+01	  +1.2396835355052483E+01	  +5.6348082613576075E+01	  +5.0448510295947664E+04	  +5.4983575226452580E+04	
  +9.8000000000000000E+01	  +1.2366395456890316E+01	  +5.6207687676825522E+01	  +5.0324426257772917E+04	  +5.4846462262258123E+04	
  +9.8125000000000000E+01	  +1.2337368939403607E+01	  +5.6074243478550933E+01	  +5.0206099675571786E+04	  +5.4716170898166223E+04	
  +9.8250000000000000E+01	  +1.2308777357815174E+01	  +5.5942357421174727E+01	  +5.0089553734606336E+04	  +5.4587375797401510E+04	
  +9.8375000000000000E+01	  +1.2281077419306261E+01	  +5.5815202362219360E+01	  +4.9976925533954978E+04	  +5.4463219398726258E+04	
  +9.8500000000000000E+01	  +1.2255415871229944E+01	  +5.5697721743772618E+01	  +4.9872374713453413E+04	  +5.4348548607371325E+04	
  +9.8625000000000000E+01	  +1.2229316094476673E+01	  +5.5577082925337443E+01	  +4.9766049115377769E+04	  +5.4230724844596429E+04	
  +9.8750000000000000E+01	  +1.2204545468359775E+01	  +5.5463138060773865E+01	  +4.9664895930714105E+04	  +5.4119486009174332E+04	
  +9.8875000000000000E+01	  +1.2180784687821562E+01	  +5.5353747556721125E+01	  +4.9568089591544944E+04	  +5.4012657012839038E+04	
  +9.9000000000000000E+01	  +1.2157931016877036E+01	  +5.5248627932455122E+01	  +4.9474953114168238E+04	  +5.3910016758605343E+04	
  +9.9125000000000000E+01	  +1.2136184860848036E+01	  +5.5148667601473726E+01	  +4.9386312721401264E+04	  +5.3812418362863005E+04	
  +9.9250000000000000E+01	  +1.2114243689797584E+01	  +5.5047286772519797E+01	  +4.9296879470762993E+04	  +5.3713406467122222E+04	
  +9.9375000000000000E+01	  +1.2092616752131908E+01	  +5.4947629804874204E+01	  +4.9208713283070152E+04	  +5.3616096762919995E+04	
  +9.9500000000000000E+01	  +1.2071565825790781E+01	  +5.4850656841599388E+01	  +4.9122884572811803E+04	  +5.3521405926494495E+04	
  +9.9625000000000000E+01	  +1.2051123058366356E+01	  +5.4756491910775104E+01	  +4.9039532244038324E+04	  +5.3429456754373357E+04	
  +9.9750000000000000E+01	  +1.2032091064587107E+01	  +5.4669138047179437E+01	  +4.8961930649164162E+04	  +5.3344172915631134E+04	
  +9.9875000000000000E+01	  +1.2014230051212138E+01	  +5.4587065152676026E+01	  +4.8889114801747033E+04	  +5.3264036784953176E+04	
  +1.0000000000000000E+02	  +1.1996952126728432E+01	  +5.4507511111530832E+01	  +4.8818688210323562E+04	  +5.3186354147597405E+04	
  +1.0012500000000000E+02	  +1.1980366020971395E+01	  +5.4431228186907248E+01	  +4.8751083612047922E+04	  +5.3111871980765580E+04	
  +1.0025000000000000E+02	  +1.1960777788547395E+01	  +5.4339079764098678E+01	  +4.8671198060830349E+04	  +5.3021758619999324E+04	
  +1.0037500000000000E+02	  +1.1960513049609546E+01	  +5.4339039615460095E+01	  +4.8671198060830349E+04	  +5.3021758619999324E+04	
  +1.0050000000000000E+02	  +1.1930244374489849E+01	  +5.4194675701944533E+01	  +4.8546743295396300E+04	  +5.2880537016289592E+04	
  +1.0062500000000000E+02	  +1.1929802445215637E+01	  +5.4194561693273869E+01	  +4.8546743295396300E+04	  +5.2880537016289592E+04	
  +1.0075000000000000E+02	  +1.1902820260129946E+01	  +5.4070504095773508E+01	  +4.8434743506065613E+04	  +5.2759374894284498E+04	
  +1.0087500000000000E+02	  +1.1902775226780879E+01	  +5.4070456369673465E+01	  +4.8434743506065613E+04	  +5.2759374894284498E+04	
  +1.0100000000000000E+02	  +1.1876966942535955E+01	  +5.3950137312213585E+01	  +4.8329020769886323E+04	  +5.2641779044850926E+04	
  +1.0112500000000000E+02	  +1.1876562327880222E+01	  +5.3950008089479432E+01	  +4.8329020769886323E+04	  +5.2641779044850926E+04	
  +1.0125000000000000E+02	  +1.1879635679697850E+01	  +5.3976563891084972E+01	  +4.8346192907025666E+04	  +5.2668920760189867E+04	
  +1.0137500000000000E+02	  +1.1922203712677478E+01	  +5.4191384748596889E+01	  +4.8518441044452236E+04	  +5.2878903169970115E+04	
  +1.0150000000000000E+02	  +1.1962976469641010E+01	  +5.4377224372658333E+01	  +4.8686564335130272E+04	  +5.3060362530788756E+04	
  +1.0162500000000000E+02	  +1.2007968185971135E+01	  +5.4587560634516151E+01	  +4.8869451731673493E+04	  +5.3265890847750161E+04	
  +1.0175000000000000E+02	  +1.2030384410230525E+01	  +5.4685119838223649E+01	  +4.8961208134243556E+04	  +5.3360800522330632E+04	
  +1.0187500000000000E+02	  +1.2030705376662208E+01	  +5.4685121053448100E+01	  +4.8961208134243556E+04	  +5.3360800522330632E+04	
  +1.0200000000000000E+02	  +1.2030275764797988E+01	  +5.4646201572094462E+01	  +4.8961208134243556E+04	  +5.3320988260174505E+04	
  +1.0212500000000000E+02	  +1.2022320628937354E+01	  +5.4661039242613796E+01	  +4.8932560273828320E+04	  +5.3337634588332105E+04	
  +1.0225000000000000E+02	  +1.2124099411670489E+01	  +5.5119457043305310E+01	  +4.9352252769251587E+04	  +5.3786977949738663E+04	
  +1.0237500000000000E+02	  +1.2261258095772643E+01	  +5.5801702059160235E+01	  +4.9907151162636554E+04	  +5.4454262913785526E+04	
  +1.0250000000000000E+02	  +1.2389481905116867E+01	  +5.6398545908856619E+01	  +5.0438221861922881E+04	  +5.5036809021821988E+04	
  +1.0262500000000000E+02	  +1.2541888146906233E+01	  +5.7115120424175714E+01	  +5.1060714650989561E+04	  +5.5737231834856793E+04	
  +1.0275000000000000E+02	  +1.2616587185080679E+01	  +5.7433367609855829E+01	  +5.1365445586014626E+04	  +5.6046723906316416E+04	
  +1.0287500000000000E+02	  +1.2649385648984524E+01	  +5.7571290362071643E+01	  +5.1499017362369545E+04	  +5.6180747131801472E+04	
  +1.0300000000000000E+02	  +1.2680008680430223E+01	  +5.7712928148455752E+01	  +5.1623745496252246E+04	  +5.6318909880935265E+04	
  +1.0312500000000000E+02	  +1.2717037744667357E+01	  +5.7886308698910675E+01	  +5.1774986849404660E+04	  +5.6488459606320044E+04	
  +1.0325000000000000E+02	  +1.2790980028036158E+01	  +5.8219314954699868E+01	  +5.2080693763564239E+04	  +5.6814308090147926E+04	
  +1.0337500000000000E+02	  +1.2897633671388709E+01	  +5.8755353047241108E+01	  +5.2514156040732087E+04	  +5.7338721083507276E+04	
  +1.0350000000000000E+02	  +1.2992418507899931E+01	  +5.9188103710792085E+01	  +5.2903108187771548E+04	  +5.7761238485982438E+04	
  +1.0362500000000000E+02	  +1.3098533259867335E+01	  +5.9684816453776968E+01	  +5.3335735939371050E+04	  +5.8246636999591210E+04	
  +1.0375000000000000E+02	  +1.3165523409678366E+01	  +5.9980996721087124E+01	  +5.3609458105073747E+04	  +5.8535256125909138E+04	
  +1.0387500000000000E+02	  +1.3203118600921483E+01	  +6.0143960971903184E+01	  +5.3762836572544460E+04	  +5.8693835332154034E+04	
  +1.0400000000000000E+02	  +1.3242858450330260E+01	  +6.0329733043791080E+01	  +5.3924873433285829E+04	  +5.8875153244185152E+04	
  +1.0412500000000000E+02	  +1.3288259415974284E+01	  +6.0540427086326631E+01	  +5.4109425066106611E+04	  +5.9081134588136818E+04	
  +1.0425000000000000E+02	  +1.3314835821253459E+01	  +6.0656019566490919E+01	  +5.4217179057539412E+04	  +5.9193699640636914E+04	
  +1.0437500000000000E+02	  +1.3315300063187864E+01	  +6.0656082230627604E+01	  +5.4217179057539412E+04	  +5.9193699640636914E+04	
  +1.0450000000000000E+02	  +1.3333816623280550E+01	  +6.0738714898518978E+01	  +5.4292462968064647E+04	  +5.9274282086194005E+04	
  +1.0462500000000000E+02	  +1.3334230334916340E+01	  +6.0738831900630693E+01	  +5.4292462968064647E+04	  +5.9274282086194005E+04	
  +1.0475000000000000E+02	  +1.3354339714744471E+01	  +6.0831743911451838E+01	  +5.4375289480530941E+04	  +5.9365018165367117E+04	
  +1.0487500000000000E+02	  +1.3381254123064970E+01	  +6.0958839672234376E+01	  +5.4484960371147405E+04	  +5.9489161944443331E+04	
  +1.0500000000000000E+02	  +1.3405816363812113E+01	  +6.1071244025098807E+01	  +5.4585340890390959E+04	  +5.9598871193483166E+04	
  +1.0512500000000000E+02	  +1.3431363663098002E+01	  +6.1190490890911889E+01	  +5.4689899839808138E+04	  +5.9715412552915033E+04	
  +1.0525000000000000E+02	  +1.3502518323096442E+01	  +6.1540418206578892E+01	  +5.4983203559911475E+04	  +6.0058330255718582E+04	
  +1.0537500000000000E+02	  +1.3629459380101448E+01	  +6.2154911959154063E+01	  +5.5503282213596482E+04	  +6.0659428811718935E+04	
  +1.0550000000000000E+02	  +1.3733268546285778E+01	  +6.2630085574811041E+01	  +5.5929548484529383E+04	  +6.1123402608166616E+04	
  +1.0562500000000000E+02	  +1.3864364052799811E+01	  +6.3251007532894725E+01	  +5.6464474962851593E+04	  +6.1730499325897981E+04	
  +1.0575000000000000E+02	  +1.3927381188552104E+01	  +6.3517866870186417E+01	  +5.6723234366303361E+04	  +6.1990107381908150E+04	
  +1.0587500000000000E+02	  +1.3968463813080414E+01	  +6.3701066047133324E+01	  +5.6891287907334277E+04	  +6.2168618249638035E+04	
  +1.0600000000000000E+02	  +1.4006769664212291E+01	  +6.3879069115081677E+01	  +5.7047412803971310E+04	  +6.2342373696487382E+04	
