 TIME                    	HPT_powerMW              	LPT_powerMW              	P1_powerMW               	P2_powerMW               	P3_powerMW               	Wnet_MW                  	Wgross_MW                	eta_net                  	eta_gross                	eta_CHP                  	m_fuel_h                 	
  +2.4875000000000000E+01	  +1.2646385882148678E+01	  +7.3366260463846853E+00	  +1.3186929209449682E-04	  +7.4691643585604456E-03	  +1.5355149932282419E-01	  +1.7839673456003897E+01	  +1.9983011928533362E+01	  +2.6222094065074625E-01	  +2.9372534188239890E-01	  +7.9276591486572690E-01	  +2.0229515804082268E+04	
  +2.5000000000000000E+01	  +1.2605439462256186E+01	  +7.3042153262379763E+00	  +1.3055678902414511E-04	  +7.4191741307459130E-03	  +1.5252105748087016E-01	  +1.7774625600084168E+01	  +1.9909654788494162E+01	  +2.6207888338329094E-01	  +2.9355893130545790E-01	  +7.9279899462639225E-01	  +2.0166679219820438E+04	
  +2.5125000000000000E+01	  +1.2567699498849189E+01	  +7.2775314393213621E+00	  +1.2730235020638080E-04	  +7.3591840944197953E-03	  +1.5158531475467005E-01	  +1.7717543223274127E+01	  +1.9845230938170548E+01	  +2.6195917325837953E-01	  +2.9341767220049630E-01	  +7.9225050330702218E-01	  +2.0111101049695455E+04	
  +2.5250000000000000E+01	  +1.2535708204140455E+01	  +7.2562872154435141E+00	  +1.2562927057366855E-04	  +7.3267659265309872E-03	  +1.5079506766733961E-01	  +1.7670373161047571E+01	  +1.9791995419583969E+01	  +2.6186715418768763E-01	  +2.9330866241394876E-01	  +7.9257964127486324E-01	  +2.0064606676925287E+04	
  +2.5375000000000000E+01	  +1.2491868692510707E+01	  +7.2257655953632396E+00	  +1.2363172980805296E-04	  +7.2853189231416229E-03	  +1.4971404558634327E-01	  +1.7604460162471188E+01	  +1.9717634287873945E+01	  +2.6176833314697101E-01	  +2.9319003329289239E-01	  +7.9289154013586138E-01	  +1.9997309250058039E+04	
  +2.5500000000000000E+01	  +1.2455466689150329E+01	  +7.1999075554994487E+00	  +1.2016446523540451E-04	  +7.2238606945681525E-03	  +1.4881180918247711E-01	  +1.7549296569276745E+01	  +1.9655374244649778E+01	  +2.6165120383029744E-01	  +2.9305176492664342E-01	  +7.9246835818306594E-01	  +1.9943571494943615E+04	
  +2.5625000000000000E+01	  +1.2424501296752046E+01	  +7.1795489480121022E+00	  +1.1892595972205025E-04	  +7.1937567462318453E-03	  +1.4805264598309503E-01	  +1.7503816424467594E+01	  +1.9604050244764149E+01	  +2.6156455404931189E-01	  +2.9294895098787044E-01	  +7.9277569598870157E-01	  +1.9898476114168225E+04	
  +2.5750000000000000E+01	  +1.2385968714973709E+01	  +7.1578467253949229E+00	  +1.1726212303377436E-04	  +7.1561812895493656E-03	  +1.4711105342993369E-01	  +1.7450487849173506E+01	  +1.9543815440368636E+01	  +2.6153943406811753E-01	  +2.9291321102222601E-01	  +7.9329312775738026E-01	  +1.9839757129346181E+04	
  +2.5875000000000000E+01	  +1.2352537723072420E+01	  +7.1295229600273000E+00	  +1.1519581854135973E-04	  +7.1024117307247961E-03	  +1.4629062155006758E-01	  +1.7395697208600350E+01	  +1.9482060683099721E+01	  +2.6137200840205899E-01	  +2.9271981844079642E-01	  +7.9256397391784750E-01	  +1.9790133460549860E+04	
  +2.6000000000000000E+01	  +1.2330604383289250E+01	  +7.1107099300669967E+00	  +1.1511543087235465E-04	  +7.0830996855074865E-03	  +1.4575437625794416E-01	  +1.7359525549783733E+01	  +1.9441314313356248E+01	  +2.6123648268036087E-01	  +2.9256448025261916E-01	  +7.9274267025740286E-01	  +1.9759228429983483E+04	
  +2.6125000000000000E+01	  +1.2294771174294995E+01	  +7.0910506671148656E+00	  +1.1299419166292771E-04	  +7.0376902816991285E-03	  +1.4489138317793779E-01	  +1.7310401796382703E+01	  +1.9385821841409861E+01	  +2.6122857344375111E-01	  +2.9254841362055761E-01	  +7.9292081585834817E-01	  +1.9703910588121529E+04	
  +2.6250000000000000E+01	  +1.2267939301001192E+01	  +7.0710316345692474E+00	  +1.1187893726730519E-04	  +7.0067111979873311E-03	  +1.4423594489530636E-01	  +1.7268854760485894E+01	  +1.9338970935570440E+01	  +2.6112144674843324E-01	  +2.9242356481432175E-01	  +7.9281130863714966E-01	  +1.9664683094652060E+04	
  +2.6375000000000000E+01	  +1.2238181899184829E+01	  +7.0511783594377482E+00	  +1.1069789931367065E-04	  +6.9721447873990795E-03	  +1.4351980361652969E-01	  +1.7224881851087403E+01	  +1.9289360258622576E+01	  +2.6105049684935416E-01	  +2.9233855552406707E-01	  +7.9286622101843807E-01	  +1.9619940496101841E+04	
  +2.6500000000000000E+01	  +1.2209421646685232E+01	  +7.0312997059370801E+00	  +1.0955841934060926E-04	  +6.9386680606067629E-03	  +1.4282838226290992E-01	  +1.7181760269491505E+01	  +1.9240721352622309E+01	  +2.6096712888453955E-01	  +2.9223989453380383E-01	  +7.9286132167007106E-01	  +1.9577075062296681E+04	
  +2.6625000000000000E+01	  +1.2181420057390367E+01	  +7.0120557978348401E+00	  +1.0842841458739137E-04	  +6.9062372464437499E-03	  +1.4215579485991273E-01	  +1.7139874855233838E+01	  +1.9193475855225209E+01	  +2.6088804502115881E-01	  +2.9214614665062583E-01	  +7.9289776684067637E-01	  +1.9535270385932377E+04	
  +2.6750000000000000E+01	  +1.2155244351759587E+01	  +6.9942067545050604E+00	  +1.0732036164679039E-04	  +6.8760099677618010E-03	  +1.4152833633538969E-01	  +1.7100845495639867E+01	  +1.9149451106264650E+01	  +2.6081351896609067E-01	  +2.9205782430859295E-01	  +7.9294296102118200E-01	  +1.9496355837142681E+04	
  +2.6875000000000000E+01	  +1.2131072785391069E+01	  +6.9776940104298211E+00	  +1.0630036866181595E-04	  +6.8482023146079788E-03	  +1.4094986182022778E-01	  +1.7064776188185657E+01	  +1.9108766795820891E+01	  +2.6074361549417630E-01	  +2.9197505358592979E-01	  +7.9297804715323128E-01	  +1.9460449697761091E+04	
  +2.7000000000000000E+01	  +1.2107371752132545E+01	  +6.9615402557633184E+00	  +1.0528044576889769E-04	  +6.8206034054596821E-03	  +1.4038413143608147E-01	  +1.7029441793347701E+01	  +1.9068912007895864E+01	  +2.6067842289685089E-01	  +2.9189764226557957E-01	  +7.9300846587410934E-01	  +1.9425011563173623E+04	
  +2.7125000000000000E+01	  +1.2084710289294183E+01	  +6.9429513517146795E+00	  +1.0877153139891187E-04	  +6.7900507097388178E-03	  +1.3984589866392896E-01	  +1.6992825228093416E+01	  +1.9027661641008862E+01	  +2.6056991630959125E-01	  +2.9177232948691884E-01	  +7.9272489418679115E-01	  +1.9391315638721087E+04	
  +2.7250000000000000E+01	  +1.2030355301362198E+01	  +6.8976119822276702E+00	  +1.1657973520343139E-04	  +6.7488689571744117E-03	  +1.3858701245408289E-01	  +1.6904263340199066E+01	  +1.8927967283589869E+01	  +2.6032219940186235E-01	  +2.9148682638853063E-01	  +7.9294205252748440E-01	  +1.9308609667669076E+04	
  +2.7375000000000000E+01	  +1.1948820005678728E+01	  +6.8350112208615785E+00	  +1.2407265565527806E-04	  +6.6613964239206113E-03	  +1.3668292025268891E-01	  +1.6776326553487234E+01	  +1.8783831226540304E+01	  +2.5991426498307402E-01	  +2.9101637186464369E-01	  +7.9254254849153793E-01	  +1.9192551461943778E+04	
  +2.7500000000000000E+01	  +1.1873288749763796E+01	  +6.7845272186079537E+00	  +1.3164316159405904E-04	  +6.5874473166794905E-03	  +1.3503839599114117E-01	  +1.6664452633712106E+01	  +1.8657815968371754E+01	  +2.5960776665946306E-01	  +2.9066144809901817E-01	  +7.9237581114013023E-01	  +1.9087072825678508E+04	
  +2.7625000000000000E+01	  +1.1798775148032918E+01	  +6.7215109554317536E+00	  +1.3367345202036391E-04	  +6.4947902153572618E-03	  +1.3319919480109982E-01	  +1.6542412600496576E+01	  +1.8520286103464670E+01	  +2.5932400730578653E-01	  +2.9032976777861036E-01	  +7.9217296098020229E-01	  +1.8968023675810789E+04	
  +2.7750000000000000E+01	  +1.1754006058541117E+01	  +6.6922342896368452E+00	  +1.3143705559014285E-04	  +6.4439677124993548E-03	  +1.3220793395347508E-01	  +1.6476711308510762E+01	  +1.8446240348177962E+01	  +2.5924841266199028E-01	  +2.9023744121659484E-01	  +7.9201885401428451E-01	  +1.8898197562997681E+04	
  +2.7875000000000000E+01	  +1.1731320177808691E+01	  +6.6767251697310863E+00	  +1.2957532862655622E-04	  +6.4081387958593071E-03	  +1.3167190492133293E-01	  +1.6442852155644562E+01	  +1.8408045347539776E+01	  +2.5915809804343648E-01	  +2.9013178345267010E-01	  +7.9171266951985875E-01	  +1.8865934671509480E+04	
  +2.8000000000000000E+01	  +1.1700197155272337E+01	  +6.6568954951511374E+00	  +1.2824870513424388E-04	  +6.3751900969141722E-03	  +1.3096517273110983E-01	  +1.6397661635001281E+01	  +1.8357092650423471E+01	  +2.5909392627846439E-01	  +2.9005423551998960E-01	  +7.9192761482752805E-01	  +1.8818744527911742E+04	
  +2.8125000000000000E+01	  +1.1668298111583516E+01	  +6.6271672290223131E+00	  +1.3633349185334542E-04	  +6.3363251235408541E-03	  +1.3027081304971544E-01	  +1.6342849682046644E+01	  +1.8295465340605826E+01	  +2.5885425780828208E-01	  +2.8978172069967850E-01	  +7.9143882884332784E-01	  +1.8773205388918541E+04	
  +2.8250000000000000E+01	  +1.1570075539877987E+01	  +6.5404462934688032E+00	  +1.5340180475489600E-04	  +6.2566486129224403E-03	  +1.2806196999466199E-01	  +1.6178444831641006E+01	  +1.8110521833346787E+01	  +2.5821657459484265E-01	  +2.8905354999177502E-01	  +7.9134797692838954E-01	  +1.8630247095062972E+04	
  +2.8375000000000000E+01	  +1.1415488975169859E+01	  +6.4186906424021588E+00	  +1.6745114202141871E-04	  +6.0887638684406099E-03	  +1.2462471235821596E-01	  +1.5932968821183003E+01	  +1.7834179617572016E+01	  +2.5749213423307876E-01	  +2.8821753331490724E-01	  +7.9161844215871091E-01	  +1.8399189725450913E+04	
  +2.8500000000000000E+01	  +1.1270090856399705E+01	  +6.3037537942833630E+00	  +1.8277099231899977E-04	  +5.9360531783780850E-03	  +1.2150734266531486E-01	  +1.5701596635462350E+01	  +1.7573844650683068E+01	  +2.5670591765373113E-01	  +2.8731536177466394E-01	  +7.9097954020723737E-01	  +1.8187537195028777E+04	
  +2.8625000000000000E+01	  +1.1124131528136184E+01	  +6.2022047145044983E+00	  +1.8553546364195742E-04	  +5.7902143335129648E-03	  +1.1831491620955487E-01	  +1.5481841018970574E+01	  +1.7326336242640682E+01	  +2.5615785783752415E-01	  +2.8667631780025898E-01	  +7.9145650003859924E-01	  +1.7971357312229105E+04	
  +2.8750000000000000E+01	  +1.1040357855614598E+01	  +6.1399359842459047E+00	  +1.8120246838639281E-04	  +5.6985277099049587E-03	  +1.1636976590536252E-01	  +1.5352239909399161E+01	  +1.7180293839860500E+01	  +2.5589801593477945E-01	  +2.8636883821136672E-01	  +7.9165200437749061E-01	  +1.7839011611786456E+04	
  +2.8875000000000000E+01	  +1.0999465586611931E+01	  +6.1195284982190898E+00	  +1.7844011099027427E-04	  +5.6563779078010841E-03	  +1.1552959949016620E-01	  +1.5297866700589859E+01	  +1.7118994084831023E+01	  +2.5590321500650953E-01	  +2.8636709351224521E-01	  +7.9192398385094942E-01	  +1.7775469830718437E+04	
  +2.9000000000000000E+01	  +1.0944625772541935E+01	  +6.0766658138241922E+00	  +1.7589614026451502E-04	  +5.5981659793328514E-03	  +1.1431318007476771E-01	  +1.5211083909754587E+01	  +1.7021291586366129E+01	  +2.5557378962620503E-01	  +2.8598856076722651E-01	  +7.9169620757898918E-01	  +1.7697413884286601E+04	
  +2.9125000000000000E+01	  +1.0896985016222237E+01	  +6.0505539300951714E+00	  +1.7287127582755446E-04	  +5.5477519520915159E-03	  +1.1330268607623413E-01	  +1.5145664073311929E+01	  +1.6947538946317408E+01	  +2.5549112143157726E-01	  +2.8588681948451067E-01	  +7.9177951565684812E-01	  +1.7627002489468199E+04	
  +2.9250000000000000E+01	  +1.0847514579113751E+01	  +6.0146507556896784E+00	  +1.7068509196716496E-04	  +5.4973118170627234E-03	  +1.1224442022392514E-01	  +1.5069827625903429E+01	  +1.6862165334803432E+01	  +2.5528489536665327E-01	  +2.8564733585613522E-01	  +7.9181573339735567E-01	  +1.7552909906710458E+04	
  +2.9375000000000000E+01	  +1.0798321443335052E+01	  +5.9811055026687869E+00	  +1.6856766452736082E-04	  +5.4467401498715000E-03	  +1.1119991765574218E-01	  +1.4996350548480327E+01	  +1.6779426946003838E+01	  +2.5510982255511189E-01	  +2.8544255596941093E-01	  +7.9189471878957329E-01	  +1.7479313086090318E+04	
  +2.9500000000000000E+01	  +1.0750560966317209E+01	  +5.9484608867350168E+00	  +1.6657043016866336E-04	  +5.3979196118233005E-03	  +1.1019156786448488E-01	  +1.4924939215631175E+01	  +1.6699021853052226E+01	  +2.5493600003312467E-01	  +2.8523947563044300E-01	  +7.9196344194307544E-01	  +1.7407939233400892E+04	
  +2.9625000000000000E+01	  +1.0703932022936094E+01	  +5.9197250302687490E+00	  +1.6448204526228557E-04	  +5.3506770849030263E-03	  +1.0921134305555817E-01	  +1.4858037495917205E+01	  +1.6623657053204841E+01	  +2.5481426666306473E-01	  +2.8509451416007381E-01	  +7.9217465052762326E-01	  +1.7338186434311374E+04	
  +2.9750000000000000E+01	  +1.0659777168513138E+01	  +5.8900258873068276E+00	  +1.6210557165856357E-04	  +5.3062328633861691E-03	  +1.0830726454983915E-01	  +1.4792424707551577E+01	  +1.6549803055819968E+01	  +2.5473957199951541E-01	  +2.8500329259500146E-01	  +7.9247604868957078E-01	  +1.7266682806798781E+04	
  +2.9875000000000000E+01	  +1.0620358253074317E+01	  +5.8636382152652056E+00	  +1.6007975700160486E-04	  +5.2666931188031845E-03	  +1.0747828660778738E-01	  +1.4733982267970342E+01	  +1.6483996468339527E+01	  +2.5460900754286725E-01	  +2.8484994109621686E-01	  +7.9255778029365231E-01	  +1.7207284417520084E+04	
  +3.0000000000000000E+01	  +1.0580543409772515E+01	  +5.8369689215370473E+00	  +1.5798208419359175E-04	  +5.2263595345140449E-03	  +1.0665175632371676E-01	  +1.4674928610030420E+01	  +1.6417512331309560E+01	  +2.5447058663600097E-01	  +2.8468785811990832E-01	  +7.9260315442362694E-01	  +1.7147640286392689E+04	
  +3.0125000000000000E+01	  +1.0543106363805038E+01	  +5.8119860522042828E+00	  +1.5623791029633279E-04	  +5.1880645855613382E-03	  +1.0587497078476485E-01	  +1.4619485828455829E+01	  +1.6355092416009320E+01	  +2.5433828573357109E-01	  +2.8453300047018870E-01	  +7.9260773465830558E-01	  +1.7091741555123604E+04	
  +3.0250000000000000E+01	  +1.0507949532280978E+01	  +5.7889242262781950E+00	  +1.5482854561366195E-04	  +5.1522424508785086E-03	  +1.0514995986590930E-01	  +1.4567775054927093E+01	  +1.6296873758559173E+01	  +2.5421725984718907E-01	  +2.8439116991824037E-01	  +7.9260614173835509E-01	  +1.7039394263343005E+04	
  +3.0375000000000000E+01	  +1.0474947867705398E+01	  +5.7670685304020175E+00	  +1.5350430034865830E-04	  +5.1184457706643068E-03	  +1.0447047087588310E-01	  +1.4519046579444467E+01	  +1.6242016398107417E+01	  +2.5410163795554402E-01	  +2.8425578414376940E-01	  +7.9255074044892415E-01	  +1.6990125714426864E+04	
  +3.0500000000000000E+01	  +1.0443364955948645E+01	  +5.7384789108232352E+00	  +1.5196527084352274E-04	  +5.0807843831407913E-03	  +1.0382429446869948E-01	  +1.4465508140384280E+01	  +1.6181843866771882E+01	  +2.5386854469909043E-01	  +2.8399010343345932E-01	  +7.9200272230412350E-01	  +1.6943017482114177E+04	
  +3.0625000000000000E+01	  +1.0416688233266598E+01	  +5.7235388114833006E+00	  +1.5122628769081119E-04	  +5.0581209586041554E-03	  +1.0328027888681210E-01	  +1.4428563676755113E+01	  +1.6140227044749899E+01	  +2.5380579326572039E-01	  +2.8391482481247593E-01	  +7.9235040069132234E-01	  +1.6903923861347146E+04	
  +3.0750000000000000E+01	  +1.0381482042857082E+01	  +5.7060452384612743E+00	  +1.4946660944988862E-04	  +5.0272724571023006E-03	  +1.0256472607415495E-01	  +1.4381807234559886E+01	  +1.6087527281318359E+01	  +2.5379836703656167E-01	  +2.8389951882008269E-01	  +7.9278067281642695E-01	  +1.6849638909451984E+04	
  +3.0875000000000000E+01	  +1.0350977421744147E+01	  +5.6818091325808204E+00	  +1.4744727862752826E-04	  +4.9890713824059128E-03	  +1.0194383358288367E-01	  +1.4333135581872945E+01	  +1.6032786554324968E+01	  +2.5362236814962286E-01	  +2.8369739968747165E-01	  +7.9219649150123506E-01	  +1.6804268573286550E+04	
  +3.1000000000000000E+01	  +1.0327523699494137E+01	  +5.6636208289341692E+00	  +1.4721306616759074E-04	  +4.9700142894800242E-03	  +1.0146890110874608E-01	  +1.4296102559967522E+01	  +1.5991144528428306E+01	  +2.5347983873691543E-01	  +2.8353411143225060E-01	  +7.9240040028837144E-01	  +1.6770275273234172E+04	
  +3.1125000000000000E+01	  +1.0295337194992076E+01	  +5.6585641783087999E+00	  +1.3764652749072401E-04	  +4.9404938847572811E-03	  +1.0081492138092983E-01	  +1.4263207480356931E+01	  +1.5953901373300878E+01	  +2.5365705911833070E-01	  +2.8372438032529612E-01	  +7.9310853595376540E-01	  +1.6719997382874015E+04	
  +3.1250000000000000E+01	  +1.0328114289823828E+01	  +5.6898215121228288E+00	  +1.2559524290077726E-04	  +4.9739297204624998E-03	  +1.0141578013769549E-01	  +1.4320278447161037E+01	  +1.6017935801946656E+01	  +2.5382938574323649E-01	  +2.8392065283400658E-01	  +7.9292937685758447E-01	  +1.6775501885148915E+04	
  +3.1375000000000000E+01	  +1.0402489637699992E+01	  +5.7574541049899146E+00	  +1.1451355117084392E-04	  +5.0271753910981157E-03	  +1.0292293462288608E-01	  +1.4446691207212274E+01	  +1.6159943742689904E+01	  +2.5442810959537876E-01	  +2.8460108121973571E-01	  +7.9248086896294978E-01	  +1.6883763387289695E+04	
  +3.1500000000000000E+01	  +1.0480185919390387E+01	  +5.8233308711199916E+00	  +1.0571002516582877E-04	  +5.0993678970279290E-03	  +1.0448950582940425E-01	  +1.4574439986082904E+01	  +1.6303516790510379E+01	  +2.5493621231425551E-01	  +2.8518123659938072E-01	  +7.9271914490548723E-01	  +1.6999114750964931E+04	
  +3.1625000000000000E+01	  +1.0558603012420745E+01	  +5.8846245090955343E+00	  +1.0282625268070693E-04	  +5.1756347181144292E-03	  +1.0610463637162545E-01	  +1.4698659981756473E+01	  +1.6443227521516281E+01	  +2.5533728398623096E-01	  +2.8564298109642289E-01	  +7.9271235839419585E-01	  +1.7117071608217051E+04	
  +3.1750000000000000E+01	  +1.0587970937325212E+01	  +5.9022309253544023E+00	  +1.0410215787612691E-04	  +5.2144364981399878E-03	  +1.0667460497162812E-01	  +1.4740387847146772E+01	  +1.6490201862679612E+01	  +2.5539166708863303E-01	  +2.8570890996962611E-01	  +7.9319303571379896E-01	  +1.7162009819201532E+04	
  +3.1875000000000000E+01	  +1.0573137101898332E+01	  +5.8861751037731889E+00	  +1.0320863398928275E-04	  +5.1894094112651988E-03	  +1.0637387219763723E-01	  +1.4712881143885770E+01	  +1.6459312205671527E+01	  +2.5534494454062256E-01	  +2.8565459893493028E-01	  +7.9283733894033581E-01	  +1.7133118595111147E+04	
  +3.2000000000000000E+01	  +1.0586971980580671E+01	  +5.9037114937908992E+00	  +1.0396181894407547E-04	  +5.2112959726654988E-03	  +1.0665566740278966E-01	  +1.4740841294259454E+01	  +1.6490683474371568E+01	  +2.5545621698763737E-01	  +2.8578067776525390E-01	  +7.9335116628606916E-01	  +1.7158201048645209E+04	
  +3.2125000000000000E+01	  +1.0586196904527247E+01	  +5.9032679915143467E+00	  +1.0408498009578884E-04	  +5.2066523476106217E-03	  +1.0656622456845756E-01	  +1.4739829140730885E+01	  +1.6489464896041593E+01	  +2.5546375357634998E-01	  +2.8578761372259470E-01	  +7.9311653144570504E-01	  +1.7156516751852349E+04	
  +3.2250000000000000E+01	  +1.0578124683242841E+01	  +5.9042854554595579E+00	  +1.0555816455256857E-04	  +5.2083610580496691E-03	  +1.0667171592082619E-01	  +1.4733382053203073E+01	  +1.6482410138702399E+01	  +2.5558237979977932E-01	  +2.8592305506458626E-01	  +7.9351479520050172E-01	  +1.7141053066487220E+04	
  +3.2375000000000000E+01	  +1.0603271845180373E+01	  +5.9190835762326417E+00	  +1.0777634369990426E-04	  +5.2294877587226929E-03	  +1.0700640656382403E-01	  +1.4769010575672093E+01	  +1.6522355421413014E+01	  +2.5553523780819548E-01	  +2.8587182601906763E-01	  +7.9283608886315393E-01	  +1.7185673746688677E+04	
  +3.2500000000000000E+01	  +1.0602751097953691E+01	  +5.9241566583682532E+00	  +1.0885912622003826E-04	  +5.2296951316734251E-03	  +1.0709275445020350E-01	  +1.4773028802852465E+01	  +1.6526907756321947E+01	  +2.5565442119733467E-01	  +2.8600614626896320E-01	  +7.9276852076841153E-01	  +1.7182335519853685E+04	
  +3.2625000000000000E+01	  +1.0629378090848498E+01	  +5.9396034028545390E+00	  +1.1085711153670183E-04	  +5.2563040633028888E-03	  +1.0754583668731819E-01	  +1.4810461646256790E+01	  +1.6568981493703035E+01	  +2.5566895147200952E-01	  +2.8602579896790992E-01	  +7.9261330243537576E-01	  +1.7224894231063197E+04	
  +3.2750000000000000E+01	  +1.0628316416845939E+01	  +5.9373311808983162E+00	  +1.1071117941633944E-04	  +5.2587631925790773E-03	  +1.0755196256139278E-01	  +1.4807453544729778E+01	  +1.6565647597744253E+01	  +2.5566947279299096E-01	  +2.8602692387288803E-01	  +7.9247028391942753E-01	  +1.7221360627341204E+04	
  +3.2875000000000000E+01	  +1.0629108646899729E+01	  +5.9378620990994238E+00	  +1.1067498807066505E-04	  +5.2542024787134338E-03	  +1.0763223496458765E-01	  +1.4808576270211001E+01	  +1.6566970745999150E+01	  +2.5570407897846908E-01	  +2.8606679796697249E-01	  +7.9253684532779245E-01	  +1.7220335517750744E+04	
  +3.3000000000000000E+01	  +1.0637303343349434E+01	  +5.9385467739501694E+00	  +1.1051710530813423E-04	  +5.2509982725015307E-03	  +1.0768235990412653E-01	  +1.4816525617815904E+01	  +1.6575850117299606E+01	  +2.5565203564549377E-01	  +2.8600833517587576E-01	  +7.9218337736796807E-01	  +1.7233086956856092E+04	
  +3.3125000000000000E+01	  +1.0644857433782230E+01	  +5.9395838144865509E+00	  +1.1059169984297967E-04	  +5.2477989347470520E-03	  +1.0781092916099572E-01	  +1.4824144735625877E+01	  +1.6584441248268782E+01	  +2.5566182259653980E-01	  +2.8602044515174635E-01	  +7.9151615556546340E-01	  +1.7241288709189885E+04	
  +3.3250000000000000E+01	  +1.0646893556439009E+01	  +5.9546667919074272E+00	  +1.1141497841813018E-04	  +5.2619090044786669E-03	  +1.0797062526381566E-01	  +1.4839394759189751E+01	  +1.6601560348346435E+01	  +2.5582270829041692E-01	  +2.8620143874335996E-01	  +7.9235970708021641E-01	  +1.7248171198632233E+04	
  +3.3375000000000000E+01	  +1.0655927700590706E+01	  +5.9541123617561080E+00	  +1.1277622164285582E-04	  +5.2659313186875804E-03	  +1.0798048479749253E-01	  +1.4847012783008095E+01	  +1.6610040062346815E+01	  +2.5571871491575709E-01	  +2.8608435659890369E-01	  +7.9157795598091896E-01	  +1.7264043734839182E+04	
  +3.3500000000000000E+01	  +1.0653661743845781E+01	  +5.9556370108789887E+00	  +1.1361347935465394E-04	  +5.2651250992722587E-03	  +1.0814297073307048E-01	  +1.4846199340871765E+01	  +1.6609298754724769E+01	  +2.5580736439945451E-01	  +2.8618644013975614E-01	  +7.9188601527464797E-01	  +1.7257115378879676E+04	
  +3.3625000000000000E+01	  +1.0661765626067746E+01	  +5.9566879543623577E+00	  +1.1437452056300691E-04	  +5.2605117154332394E-03	  +1.0814461207088320E-01	  +1.4854440673910906E+01	  +1.6618453580430106E+01	  +2.5582058235310329E-01	  +2.8620010447248578E-01	  +7.9166087043691247E-01	  +1.7265802894989240E+04	
  +3.3750000000000000E+01	  +1.0665568603683280E+01	  +5.9567291007928347E+00	  +1.1437452056300691E-04	  +5.2654581040480312E-03	  +1.0825060031089122E-01	  +1.4857800544386553E+01	  +1.6622297704476114E+01	  +2.5578822704922266E-01	  +2.8616537465356423E-01	  +7.9143958692252048E-01	  +1.7271892671826103E+04	
  +3.3875000000000000E+01	  +1.0666880186947928E+01	  +5.9650492240227804E+00	  +1.1504544685291140E-04	  +5.2808270971327100E-03	  +1.0833986713210864E-01	  +1.4866374304165157E+01	  +1.6631929410970713E+01	  +2.5584304765780680E-01	  +2.8622738953505805E-01	  +7.9208016337530318E-01	  +1.7278156434581619E+04	
  +3.4000000000000000E+01	  +1.0671783124601721E+01	  +5.9625729902583542E+00	  +1.1504544685291140E-04	  +5.2823803519116896E-03	  +1.0834549220329577E-01	  +1.4868551877172210E+01	  +1.6634356114860072E+01	  +2.5577326155725388E-01	  +2.8614915242248729E-01	  +7.9178559515409963E-01	  +1.7285402201891186E+04	
  +3.4125000000000000E+01	  +1.0669474788098952E+01	  +5.9635635207868267E+00	  +1.1555752374652608E-04	  +5.2800523959531291E-03	  +1.0843536950415360E-01	  +1.4867286596515733E+01	  +1.6633038308885777E+01	  +2.5584245122942306E-01	  +2.8622824109246203E-01	  +7.9194505076364219E-01	  +1.7279257010629331E+04	
  +3.4250000000000000E+01	  +1.0673367360993733E+01	  +5.9681735636329858E+00	  +1.1587474935180921E-04	  +5.2856040024899242E-03	  +1.0844931913418766E-01	  +1.4874921114066618E+01	  +1.6641540924626717E+01	  +2.5588989118265121E-01	  +2.8628065074492176E-01	  +7.9192208415539289E-01	  +1.7284925019902748E+04	
  +3.4375000000000000E+01	  +1.0676588551317423E+01	  +5.9725721607479700E+00	  +1.1683496329855998E-04	  +5.2864751190916191E-03	  +1.0851488600860267E-01	  +1.4881718264376961E+01	  +1.6649160712065392E+01	  +2.5588847249463909E-01	  +2.8627932791378735E-01	  +7.9155495305266232E-01	  +1.7292919304699335E+04	
  +3.4500000000000000E+01	  +1.0678534900045619E+01	  +5.9727914983403672E+00	  +1.1718241072097596E-04	  +5.2910686565822524E-03	  +1.0860702610511073E-01	  +1.4883580009092213E+01	  +1.6651326398385983E+01	  +2.5587131141747210E-01	  +2.8626155265014486E-01	  +7.9156315767797447E-01	  +1.7296242664318725E+04	
  +3.4625000000000000E+01	  +1.0684481325374927E+01	  +5.9749721059871517E+00	  +1.1775878186121270E-04	  +5.2882985475119970E-03	  +1.0865194147423037E-01	  +1.4890855889302628E+01	  +1.6659453431362078E+01	  +2.5589794697276602E-01	  +2.8629112808999252E-01	  +7.9151464616524136E-01	  +1.7302896793775319E+04	
  +3.4750000000000000E+01	  +1.0686155465513474E+01	  +5.9734192686524086E+00	  +1.1832145746101427E-04	  +5.2924738136327113E-03	  +1.0871945079660661E-01	  +1.4890900039288367E+01	  +1.6659574734165883E+01	  +2.5585803757926973E-01	  +2.8624771418400913E-01	  +7.9138961513317707E-01	  +1.7305647053496290E+04	
  +3.4875000000000000E+01	  +1.0687929674876447E+01	  +5.9737431982566784E+00	  +1.1869159538093681E-04	  +5.2942845889016902E-03	  +1.0877487501539349E-01	  +1.4892736519740103E+01	  +1.6661672873133124E+01	  +2.5585173385274873E-01	  +2.8624140955075550E-01	  +7.9145816307367578E-01	  +1.7308207774987182E+04	
  +3.5000000000000000E+01	  +1.0691306167992931E+01	  +5.9765169928075101E+00	  +1.1875020761202582E-04	  +5.2976763310784722E-03	  +1.0881520737365405E-01	  +1.4898232374199289E+01	  +1.6667823160800442E+01	  +2.5586752397104090E-01	  +2.8625910343074429E-01	  +7.9130798428291582E-01	  +1.7313526489088952E+04	
