 TIME                    	HPT_powerMW              	LPT_powerMW              	P1_powerMW               	P2_powerMW               	P3_powerMW               	Wnet_MW                  	Wgross_MW                	eta_net                  	eta_gross                	eta_CHP                  	m_fuel_h                 	
  +1.4550000000000000E+02	  +1.6602946250292238E+01	  +1.0169355253392425E+01	  +1.4627927911702629E-04	  +1.2836788309167971E-02	  +2.6840950867348012E-01	  +2.3841818034680607E+01	  +2.6772301503684663E+01	  +2.7194770439699645E-01	  +3.0537377329030668E-01	  +7.8903163797465625E-01	  +2.6068733376596021E+04	
  +1.4562500000000000E+02	  +1.6604625736661653E+01	  +1.0168211242682416E+01	  +1.4430392738858181E-04	  +1.2835500286832278E-02	  +2.6849042289685493E-01	  +2.3842230077009695E+01	  +2.6772836979344071E+01	  +2.7194061061691033E-01	  +3.0536663779326145E-01	  +7.8890194564696925E-01	  +2.6069863939948456E+04	
  +1.4575000000000000E+02	  +1.6605514582939037E+01	  +1.0167653715782716E+01	  +1.4430392738858181E-04	  +1.2827497668737498E-02	  +2.6852264622855954E-01	  +2.3842506465807361E+01	  +2.6773168298721753E+01	  +2.7195757967008788E-01	  +3.0538593167887962E-01	  +7.8894517987978441E-01	  +2.6068539479440631E+04	
  +1.4587500000000000E+02	  +1.6607088167292989E+01	  +1.0174676297815976E+01	  +1.4393937542300531E-04	  +1.2827973624977035E-02	  +2.6851622470878489E-01	  +2.3850248694659800E+01	  +2.6781764465108964E+01	  +2.7202434394345115E-01	  +3.0545978792667744E-01	  +7.8909569167682692E-01	  +2.6070604346597873E+04	
  +1.4600000000000000E+02	  +1.6605758207076260E+01	  +1.0172685484143432E+01	  +1.4411282463250064E-04	  +1.2832516368320954E-02	  +2.6850554086263290E-01	  +2.3847265369047697E+01	  +2.6778443691219692E+01	  +2.7199031914210148E-01	  +3.0542191454610762E-01	  +7.8899314863790415E-01	  +2.6070604197021592E+04	
  +1.4612500000000000E+02	  +1.6603845289240621E+01	  +1.0174278554507497E+01	  +1.4403837572213193E-04	  +1.2838244062527572E-02	  +2.6851708523994583E-01	  +2.3846962028462936E+01	  +2.6778123843748123E+01	  +2.7202262777402580E-01	  +3.0545843139853274E-01	  +7.8921994482916957E-01	  +2.6067176160635790E+04	
  +1.4625000000000000E+02	  +1.6604744442215885E+01	  +1.0173048933016428E+01	  +1.4388407713980796E-04	  +1.2846957759369995E-02	  +2.6844878170001391E-01	  +2.3846718376526209E+01	  +2.6777793375232310E+01	  +2.7200682366607148E-01	  +3.0544003605767189E-01	  +7.8928210369304086E-01	  +2.6068424360549303E+04	
  +1.4637500000000000E+02	  +1.6601985091998099E+01	  +1.0171441417928822E+01	  +1.4319212721032281E-04	  +1.2848128611569346E-02	  +2.6842814820277450E-01	  +2.3842806336886834E+01	  +2.6773426509926924E+01	  +2.7199686552379754E-01	  +3.0542915071056692E-01	  +7.8919875053226318E-01	  +2.6065102092143643E+04	
  +1.4650000000000000E+02	  +1.6600337791495740E+01	  +1.0169528141231357E+01	  +1.4260326890348798E-04	  +1.2844424091929292E-02	  +2.6841488671217684E-01	  +2.3839617616788683E+01	  +2.6769865932727100E+01	  +2.7199692664876990E-01	  +3.0542944847293269E-01	  +7.8931986684392963E-01	  +2.6061610307037976E+04	
  +1.4662500000000000E+02	  +1.6601934064295058E+01	  +1.0173100384424071E+01	  +1.4260326890348798E-04	  +1.2841566179932014E-02	  +2.6835990746266614E-01	  +2.3844321334626869E+01	  +2.6775034448719133E+01	  +2.7202259135671097E-01	  +3.0545697452201187E-01	  +7.8944393931190737E-01	  +2.6064293100726230E+04	
  +1.4675000000000000E+02	  +1.6600008167849204E+01	  +1.0172875417652858E+01	  +1.4224093741954037E-04	  +1.2839031223080881E-02	  +2.6833630970478178E-01	  +2.3842409403273098E+01	  +2.6772883585502058E+01	  +2.7201995900607467E-01	  +3.0545397372477373E-01	  +7.8938818306031433E-01	  +2.6062455368548170E+04	
  +1.4687500000000000E+02	  +1.6598113205637457E+01	  +1.0173106743753698E+01	  +1.4215357689506528E-04	  +1.2837543936764265E-02	  +2.6832466183329035E-01	  +2.3840924031039783E+01	  +2.6771219949391153E+01	  +2.7205358617700964E-01	  +3.0549178312396646E-01	  +7.8952462991318506E-01	  +2.6057610440475142E+04	
  +1.4700000000000000E+02	  +1.6598881014115118E+01	  +1.0172012479242944E+01	  +1.4208698729931160E-04	  +1.2836873979254610E-02	  +2.6826647516740348E-01	  +2.3840683251501694E+01	  +2.6770893493358063E+01	  +2.7203773120798497E-01	  +3.0547333948094829E-01	  +7.8935064214026207E-01	  +2.6058865954320132E+04	
  +1.4712500000000000E+02	  +1.6597053968041749E+01	  +1.0169588699770118E+01	  +1.4174510997190732E-04	  +1.2838486369883741E-02	  +2.6830196422064401E-01	  +2.3836824424900232E+01	  +2.6766642667811865E+01	  +2.7200111009044664E-01	  +3.0543315624852213E-01	  +7.8931368385483769E-01	  +2.6058155986431419E+04	
  +1.4725000000000000E+02	  +1.6599077802042608E+01	  +1.0172017336680431E+01	  +1.4012969824246402E-04	  +1.2825876178092849E-02	  +2.6830792174504053E-01	  +2.3840839089991498E+01	  +2.6771095138723041E+01	  +2.7202166257708110E-01	  +3.0545559999613470E-01	  +7.8923651145808349E-01	  +2.6060575629415820E+04	
