 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +3.8625000000000000E+01	  +2.9547084680994569E+04	  +5.7278303967387459E+04	  +6.6487904607192715E+04	
  +3.8750000000000000E+01	  +2.9536346567434546E+04	  +5.7256611431315294E+04	  +6.6502726264038065E+04	
  +3.8875000000000000E+01	  +2.9524459248688614E+04	  +5.7244671662313056E+04	  +6.6509563293673316E+04	
  +3.9000000000000000E+01	  +2.9524239064960639E+04	  +5.7232759931140965E+04	  +6.6518147981025395E+04	
  +3.9125000000000000E+01	  +2.9487492911985526E+04	  +5.7266550025867669E+04	  +6.6521054997186788E+04	
  +3.9250000000000000E+01	  +2.9424804465819598E+04	  +5.7230934746516410E+04	  +6.6534618816728893E+04	
  +3.9375000000000000E+01	  +2.9374823499266342E+04	  +5.7297542228987026E+04	  +6.6552206812644727E+04	
  +3.9500000000000000E+01	  +2.9317297396035960E+04	  +5.7312178664553772E+04	  +6.6563737712239716E+04	
  +3.9625000000000000E+01	  +2.9317297396035960E+04	  +5.7288806763157212E+04	  +6.6581055673719471E+04	
  +3.9750000000000000E+01	  +2.9304700663283089E+04	  +5.7286065762833481E+04	  +6.6574554728537900E+04	
  +3.9875000000000000E+01	  +2.9303883360736432E+04	  +5.7277539004089544E+04	  +6.6590087502974580E+04	
  +4.0000000000000000E+01	  +2.9307169365068916E+04	  +5.7280346015107105E+04	  +6.6597981713632558E+04	
  +4.0125000000000000E+01	  +2.9314724459089528E+04	  +5.7270062281853687E+04	  +6.6604007478543004E+04	
  +4.0250000000000000E+01	  +2.9385109956835695E+04	  +5.7317414141757719E+04	  +6.6613154534731089E+04	
  +4.0375000000000000E+01	  +2.9423874389453416E+04	  +5.7280560988926976E+04	  +6.6588306720119377E+04	
  +4.0500000000000000E+01	  +2.9472931118087017E+04	  +5.7287533189488007E+04	  +6.6579333448564750E+04	
  +4.0625000000000000E+01	  +2.9472931118087017E+04	  +5.7323670068069267E+04	  +6.6562044430177950E+04	
  +4.0750000000000000E+01	  +2.9479332425980436E+04	  +5.7323230786594424E+04	  +6.6568104730836261E+04	
  +4.0875000000000000E+01	  +2.9491120202607071E+04	  +5.7327296833471970E+04	  +6.6562127466144244E+04	
  +4.1000000000000000E+01	  +2.9493725930190107E+04	  +5.7340419793271089E+04	  +6.6553603080451168E+04	
  +4.1125000000000000E+01	  +2.9502142651222643E+04	  +5.7365812107823258E+04	  +6.6550304127707408E+04	
  +4.1250000000000000E+01	  +2.9408605330612034E+04	  +5.7326447251659512E+04	  +6.6533224825188459E+04	
  +4.1375000000000000E+01	  +2.9356005288566968E+04	  +5.7375086637610533E+04	  +6.6568053740599862E+04	
  +4.1500000000000000E+01	  +2.9305225429962997E+04	  +5.7365039884284473E+04	  +6.6581733327876806E+04	
  +4.1625000000000000E+01	  +2.9305225429962997E+04	  +5.7336298193638911E+04	  +6.6598321045339835E+04	
  +4.1750000000000000E+01	  +2.9283743220636439E+04	  +5.7338542145243031E+04	  +6.6592321748025759E+04	
  +4.1875000000000000E+01	  +2.9284255434176695E+04	  +5.7319498896236968E+04	  +6.6611023636472804E+04	
  +4.2000000000000000E+01	  +2.9276966371054819E+04	  +5.7321071627555728E+04	  +6.6617069183139742E+04	
  +4.2125000000000000E+01	  +2.9207970884068938E+04	  +5.7287627876263505E+04	  +6.6627186538745271E+04	
  +4.2250000000000000E+01	  +2.9162153703454242E+04	  +5.7369590829066168E+04	  +6.6674162776592333E+04	
  +4.2375000000000000E+01	  +2.9089424233230024E+04	  +5.7333647485846319E+04	  +6.6712279174610623E+04	
  +4.2500000000000000E+01	  +2.9023494470117235E+04	  +5.7348423499489007E+04	  +6.6769735680732119E+04	
  +4.2625000000000000E+01	  +2.9131191294322503E+04	  +5.7521028534356527E+04	  +6.6826656979021034E+04	
  +4.2750000000000000E+01	  +2.9114267870796411E+04	  +5.7546063229994608E+04	  +6.6792373421775454E+04	
  +4.2875000000000000E+01	  +2.9075141629240556E+04	  +5.7527156544901227E+04	  +6.6819270866217281E+04	
  +4.3000000000000000E+01	  +2.9075141629240556E+04	  +5.7479388152763124E+04	  +6.6856302570776621E+04	
  +4.3125000000000000E+01	  +2.9083491667751961E+04	  +5.7492756868616540E+04	  +6.6875798657528154E+04	
  +4.3250000000000000E+01	  +2.9069307698505017E+04	  +5.7535097252776490E+04	  +6.6886220993784111E+04	
  +4.3375000000000000E+01	  +2.9033835437225171E+04	  +5.7553049157057736E+04	  +6.6906121339244695E+04	
  +4.3500000000000000E+01	  +2.8978175206189415E+04	  +5.7486897956415218E+04	  +6.6937967278382217E+04	
  +4.3625000000000000E+01	  +2.8978175206189415E+04	  +5.7503931440313143E+04	  +6.6981985392737595E+04	
  +4.3750000000000000E+01	  +2.8978754430998091E+04	  +5.7501875375957447E+04	  +6.7000403822499356E+04	
  +4.3875000000000000E+01	  +2.9003568671883364E+04	  +5.7508820677569405E+04	  +6.7023381990087335E+04	
  +4.4000000000000000E+01	  +2.9029983880003518E+04	  +5.7542829907429208E+04	  +6.7033924855244521E+04	
  +4.4125000000000000E+01	  +2.9041293507915550E+04	  +5.7591543347697741E+04	  +6.7041754409004934E+04	
  +4.4250000000000000E+01	  +2.9026472116459136E+04	  +5.7635675612085506E+04	  +6.7035410669779987E+04	
  +4.4375000000000000E+01	  +2.9006206118736096E+04	  +5.7653854238626824E+04	  +6.7021991155291849E+04	
  +4.4500000000000000E+01	  +2.8999622637419099E+04	  +5.7669595592726495E+04	  +6.7009594149312572E+04	
  +4.4625000000000000E+01	  +2.9004996622233411E+04	  +5.7684055686783118E+04	  +6.6987230309827253E+04	
  +4.4750000000000000E+01	  +2.8997925913425497E+04	  +5.7692437447323588E+04	  +6.6973600902805192E+04	
  +4.4875000000000000E+01	  +2.9009545073428199E+04	  +5.7685659649426867E+04	  +6.6982492505472954E+04	
  +4.5000000000000000E+01	  +2.9013565329643112E+04	  +5.7698715611643231E+04	  +6.6979369671883964E+04	
  +4.5125000000000000E+01	  +2.8970215705144354E+04	  +5.7738984042679396E+04	  +6.6980465625866287E+04	
  +4.5250000000000000E+01	  +2.8883498546889390E+04	  +5.7671984631015410E+04	  +6.6981674238367850E+04	
  +4.5375000000000000E+01	  +2.8808085679152991E+04	  +5.7660323973859558E+04	  +6.6981761090362983E+04	
  +4.5500000000000000E+01	  +2.8726360071316998E+04	  +5.7648603146387970E+04	  +6.6974848449150013E+04	
  +4.5625000000000000E+01	  +2.8694022228922295E+04	  +5.7691651755443454E+04	  +6.6971545310255053E+04	
  +4.5750000000000000E+01	  +2.8694022228922295E+04	  +5.7652843298466061E+04	  +6.6967966182732474E+04	
  +4.5875000000000000E+01	  +2.8686671827333721E+04	  +5.7653050783454979E+04	  +6.6968835411817927E+04	
  +4.6000000000000000E+01	  +2.8692919127765050E+04	  +5.7650581152593193E+04	  +6.6976383038708795E+04	
  +4.6125000000000000E+01	  +2.8628887320990296E+04	  +5.7656986048334482E+04	  +6.6975864690247661E+04	
  +4.6250000000000000E+01	  +2.8497757373236069E+04	  +5.7625882127457939E+04	  +6.6975465521058766E+04	
  +4.6375000000000000E+01	  +2.8387737831192662E+04	  +5.7638252077942845E+04	  +6.6972843895892904E+04	
  +4.6500000000000000E+01	  +2.8263652416339992E+04	  +5.7631115771620949E+04	  +6.6960699059609207E+04	
  +4.6625000000000000E+01	  +2.8211696738032082E+04	  +5.7700849040577843E+04	  +6.6954848014647927E+04	
  +4.6750000000000000E+01	  +2.8211696738032082E+04	  +5.7653277738843819E+04	  +6.6946693858078303E+04	
  +4.6875000000000000E+01	  +2.8206964916961279E+04	  +5.7649248044950109E+04	  +6.6944674306423840E+04	
  +4.7000000000000000E+01	  +2.8205263450383849E+04	  +5.7644075474361562E+04	  +6.6946315446913984E+04	
  +4.7125000000000000E+01	  +2.8132357947410634E+04	  +5.7637041559343132E+04	  +6.6945998016061727E+04	
  +4.7250000000000000E+01	  +2.7993432653804695E+04	  +5.7608601114871606E+04	  +6.6955146247020166E+04	
  +4.7375000000000000E+01	  +2.7869394243438681E+04	  +5.7624350954839225E+04	  +6.6969774352921144E+04	
  +4.7500000000000000E+01	  +2.7723988626755985E+04	  +5.7611911645960994E+04	  +6.6980326816917572E+04	
  +4.7625000000000000E+01	  +2.7659580342529232E+04	  +5.7626572468920996E+04	  +6.7003588380535366E+04	
  +4.7750000000000000E+01	  +2.7659580342529232E+04	  +5.7628386600621663E+04	  +6.7015651437575492E+04	
  +4.7875000000000000E+01	  +2.7648083571750984E+04	  +5.7624032996622940E+04	  +6.7021176618779602E+04	
  +4.8000000000000000E+01	  +2.7650053190270191E+04	  +5.7612080769839653E+04	  +6.7034477833259458E+04	
  +4.8125000000000000E+01	  +2.7653159498069337E+04	  +5.7599356503048912E+04	  +6.7040314707462108E+04	
  +4.8250000000000000E+01	  +2.7728657300796207E+04	  +5.7652504343737965E+04	  +6.7054692462118212E+04	
  +4.8375000000000000E+01	  +2.7768449166498565E+04	  +5.7614657529251526E+04	  +6.7032373474067252E+04	
  +4.8500000000000000E+01	  +2.7822422057076648E+04	  +5.7682559599774104E+04	  +6.7027445340607985E+04	
  +4.8625000000000000E+01	  +2.7822422057076648E+04	  +5.7661879340482381E+04	  +6.7011784745547367E+04	
  +4.8750000000000000E+01	  +2.7841697020200521E+04	  +5.7662198086561875E+04	  +6.7020376594151137E+04	
  +4.8875000000000000E+01	  +2.7842851802563575E+04	  +5.7682373528539538E+04	  +6.7008886260940344E+04	
  +4.9000000000000000E+01	  +2.7847136133364798E+04	  +5.7680787930813938E+04	  +6.7006753640693642E+04	
  +4.9125000000000000E+01	  +2.7808185114577002E+04	  +5.7738650167917942E+04	  +6.7002852564244575E+04	
  +4.9250000000000000E+01	  +2.7674865066959930E+04	  +5.7659191674897556E+04	  +6.6985938084073467E+04	
  +4.9375000000000000E+01	  +2.7570690757749762E+04	  +5.7666654910268269E+04	  +6.6984317276829242E+04	
  +4.9500000000000000E+01	  +2.7459342845073323E+04	  +5.7672339096872587E+04	  +6.6968333811785531E+04	
  +4.9625000000000000E+01	  +2.7394333658529700E+04	  +5.7657634914650524E+04	  +6.6952905184097239E+04	
  +4.9750000000000000E+01	  +2.7394333658529700E+04	  +5.7657634914650524E+04	  +6.6950144184976045E+04	
  +4.9875000000000000E+01	  +2.7402909158635539E+04	  +5.7651840702955633E+04	  +6.6945372485559710E+04	
  +5.0000000000000000E+01	  +2.7404382094086395E+04	  +5.7669465022746983E+04	  +6.6935229721398122E+04	
  +5.0125000000000000E+01	  +2.7256528411516199E+04	  +5.7625839952319810E+04	  +6.6931126885587728E+04	
  +5.0250000000000000E+01	  +2.7025069481864150E+04	  +5.7608254247817131E+04	  +6.6956744400257201E+04	
  +5.0375000000000000E+01	  +2.6791174839243518E+04	  +5.7604666693027473E+04	  +6.6977166011420893E+04	
  +5.0500000000000000E+01	  +2.6561370960730561E+04	  +5.7605830953916491E+04	  +6.7003250732164495E+04	
  +5.0625000000000000E+01	  +2.6446864515477289E+04	  +5.7627897002733385E+04	  +6.7031304244213665E+04	
  +5.0750000000000000E+01	  +2.6420104398996256E+04	  +5.7630432282842063E+04	  +6.7052432100555248E+04	
  +5.0875000000000000E+01	  +2.6420104398996256E+04	  +5.7592642483333861E+04	  +6.7077022888844062E+04	
  +5.1000000000000000E+01	  +2.6417634217702103E+04	  +5.7591687581787410E+04	  +6.7086757697201203E+04	
  +5.1125000000000000E+01	  +2.6424170937868941E+04	  +5.7612850489318756E+04	  +6.7099122318522510E+04	
  +5.1250000000000000E+01	  +2.6425987613388646E+04	  +5.7664051981207405E+04	  +6.7094921026275493E+04	
  +5.1375000000000000E+01	  +2.6404107915018532E+04	  +5.7707400897656858E+04	  +6.7079202683592623E+04	
  +5.1500000000000000E+01	  +2.6370652163805324E+04	  +5.7720627315100261E+04	  +6.7074379538348032E+04	
  +5.1625000000000000E+01	  +2.6370652163805324E+04	  +5.7707978640617541E+04	  +6.7074768105220326E+04	
  +5.1750000000000000E+01	  +2.6368494993892553E+04	  +5.7708571394354367E+04	  +6.7065528086627543E+04	
  +5.1875000000000000E+01	  +2.6385451994397918E+04	  +5.7708541711467813E+04	  +6.7069837361375525E+04	
  +5.2000000000000000E+01	  +2.6387667001263497E+04	  +5.7727282855842233E+04	  +6.7062299372091104E+04	
  +5.2125000000000000E+01	  +2.6341005672857351E+04	  +5.7771079651074731E+04	  +6.7063011593144096E+04	
  +5.2250000000000000E+01	  +2.6248253798031499E+04	  +5.7700249104565730E+04	  +6.7071030878038640E+04	
  +5.2375000000000000E+01	  +2.6174089687765911E+04	  +5.7695780602814935E+04	  +6.7087067681620101E+04	
  +5.2500000000000000E+01	  +2.6109064438167472E+04	  +5.7709281875128210E+04	  +6.7094134767173251E+04	
  +5.2625000000000000E+01	  +2.6066012790288860E+04	  +5.7755501709063035E+04	  +6.7098004050714910E+04	
  +5.2750000000000000E+01	  +2.6066012790288860E+04	  +5.7706672946745450E+04	  +6.7109932273718528E+04	
  +5.2875000000000000E+01	  +2.6054419928709922E+04	  +5.7705397475018137E+04	  +6.7114935443917610E+04	
  +5.3000000000000000E+01	  +2.6058717386012977E+04	  +5.7698884250852549E+04	  +6.7129332887340890E+04	
  +5.3125000000000000E+01	  +2.6101136743126150E+04	  +5.7673751764005472E+04	  +6.7134457914719824E+04	
  +5.3250000000000000E+01	  +2.6178251228117391E+04	  +5.7737844255483440E+04	  +6.7129193489275291E+04	
  +5.3375000000000000E+01	  +2.6248213967592852E+04	  +5.7746712670206056E+04	  +6.7112080351069133E+04	
  +5.3500000000000000E+01	  +2.6309428497185007E+04	  +5.7738235154092159E+04	  +6.7095874839794065E+04	
  +5.3625000000000000E+01	  +2.6355369925728304E+04	  +5.7695168075629161E+04	  +6.7080827480964479E+04	
  +5.3750000000000000E+01	  +2.6355369925728304E+04	  +5.7747875244686555E+04	  +6.7060942867196281E+04	
  +5.3875000000000000E+01	  +2.6369066626059939E+04	  +5.7749959685819798E+04	  +6.7057422768964985E+04	
  +5.4000000000000000E+01	  +2.6364566024176922E+04	  +5.7759270308820393E+04	  +6.7043338664664538E+04	
  +5.4125000000000000E+01	  +2.6368200785045821E+04	  +5.7753872545338440E+04	  +6.7039650389482063E+04	
  +5.4250000000000000E+01	  +2.6360848553133452E+04	  +5.7758304103447983E+04	  +6.7027584574326436E+04	
  +5.4375000000000000E+01	  +2.6346590712294099E+04	  +5.7753411597353188E+04	  +6.7018081947424304E+04	
  +5.4500000000000000E+01	  +2.6326604510685178E+04	  +5.7741450708932454E+04	  +6.7012572459240226E+04	
  +5.4625000000000000E+01	  +2.6315600235182894E+04	  +5.7721294304084622E+04	  +6.7010952010234265E+04	
  +5.4750000000000000E+01	  +2.6298151670873001E+04	  +5.7709075774776553E+04	  +6.7008788030460739E+04	
  +5.4875000000000000E+01	  +2.6300449956774719E+04	  +5.7690307051301235E+04	  +6.7014722734919342E+04	
  +5.5000000000000000E+01	  +2.6289664572606242E+04	  +5.7692947927039793E+04	  +6.7010370995171630E+04	
  +5.5125000000000000E+01	  +2.6286388379387350E+04	  +5.7671255254483171E+04	  +6.7013689130321131E+04	
  +5.5250000000000000E+01	  +2.6286341890242507E+04	  +5.7648092269712019E+04	  +6.7023939739552996E+04	
  +5.5375000000000000E+01	  +2.6298444213410359E+04	  +5.7629249660437890E+04	  +6.7044076614486316E+04	
  +5.5500000000000000E+01	  +2.6314497858946790E+04	  +5.7623474184923936E+04	  +6.7058869557010941E+04	
  +5.5625000000000000E+01	  +2.6333678890952215E+04	  +5.7631112837218840E+04	  +6.7072889286940044E+04	
  +5.5750000000000000E+01	  +2.6338659638322781E+04	  +5.7651439754516970E+04	  +6.7075597897967120E+04	
  +5.5875000000000000E+01	  +2.6344832577112727E+04	  +5.7655972480392018E+04	  +6.7075895264403312E+04	
  +5.6000000000000000E+01	  +2.6341604284293408E+04	  +5.7662260824124416E+04	  +6.7075302689947450E+04	
  +5.6125000000000000E+01	  +2.6454733994753642E+04	  +5.7696668343821795E+04	  +6.7079629245408432E+04	
  +5.6250000000000000E+01	  +2.6657245561785876E+04	  +5.7729238881615194E+04	  +6.7075347442215236E+04	
  +5.6375000000000000E+01	  +2.6839843075056440E+04	  +5.7725355153679528E+04	  +6.7075900347848306E+04	
  +5.6500000000000000E+01	  +2.7024929715601174E+04	  +5.7724103513551338E+04	  +6.7085453679653583E+04	
  +5.6625000000000000E+01	  +2.7111365039816046E+04	  +5.7699863356328067E+04	  +6.7094352112610650E+04	
  +5.6750000000000000E+01	  +2.7111365039816046E+04	  +5.7698019830097430E+04	  +6.7102133929776581E+04	
  +5.6875000000000000E+01	  +2.7124054256196010E+04	  +5.7705744387413579E+04	  +6.7106102882582665E+04	
  +5.7000000000000000E+01	  +2.7129508664388020E+04	  +5.7719756416361088E+04	  +6.7101821573685520E+04	
  +5.7125000000000000E+01	  +2.7268235291298584E+04	  +5.7731705870970400E+04	  +6.7101164978540619E+04	
  +5.7250000000000000E+01	  +2.7558222048401967E+04	  +5.7765879531602688E+04	  +6.7084924499224493E+04	
  +5.7375000000000000E+01	  +2.7813909027638139E+04	  +5.7747078045999566E+04	  +6.7040312960509589E+04	
  +5.7500000000000000E+01	  +2.8094268606678921E+04	  +5.7756037936871617E+04	  +6.7007952790526717E+04	
  +5.7625000000000000E+01	  +2.8225713692964619E+04	  +5.7736995459268124E+04	  +6.6956962716739188E+04	
  +5.7750000000000000E+01	  +2.8121716245629290E+04	  +5.7584822696997639E+04	  +6.6924277516509726E+04	
  +5.7875000000000000E+01	  +2.8133552579662006E+04	  +5.7585404314740372E+04	  +6.6962383028204960E+04	
  +5.8000000000000000E+01	  +2.8157162883887398E+04	  +5.7602977994010180E+04	  +6.6946025182069672E+04	
  +5.8125000000000000E+01	  +2.8229595385790075E+04	  +5.7623737301521905E+04	  +6.6926342144787923E+04	
  +5.8250000000000000E+01	  +2.8374674759989513E+04	  +5.7638103113537232E+04	  +6.6923063997338264E+04	
  +5.8375000000000000E+01	  +2.8548794623021404E+04	  +5.7615595383870888E+04	  +6.6927828108624832E+04	
  +5.8500000000000000E+01	  +2.8686360050366151E+04	  +5.7645544714661934E+04	  +6.6911027799812087E+04	
  +5.8625000000000000E+01	  +2.8756467056528505E+04	  +5.7623271119766396E+04	  +6.6912817925449315E+04	
  +5.8750000000000000E+01	  +2.8756467056528505E+04	  +5.7621902235013091E+04	  +6.6905196969190351E+04	
  +5.8875000000000000E+01	  +2.8754357260533074E+04	  +5.7623114409477785E+04	  +6.6897232385497206E+04	
  +5.9000000000000000E+01	  +2.8737458886670836E+04	  +5.7619234569174951E+04	  +6.6888451366625552E+04	
  +5.9125000000000000E+01	  +2.8780098269747734E+04	  +5.7557903628403074E+04	  +6.6889579282777020E+04	
  +5.9250000000000000E+01	  +2.8868537836011030E+04	  +5.7610275890876786E+04	  +6.6888519904791203E+04	
  +5.9375000000000000E+01	  +2.8933060124103915E+04	  +5.7600788879536507E+04	  +6.6893856427791499E+04	
  +5.9500000000000000E+01	  +2.9007981697259569E+04	  +5.7595950102383140E+04	  +6.6911733611525036E+04	
  +5.9625000000000000E+01	  +2.9042992242349359E+04	  +5.7549222413642514E+04	  +6.6924220876294479E+04	
  +5.9750000000000000E+01	  +2.9042992242349359E+04	  +5.7591070840623492E+04	  +6.6930766081273468E+04	
  +5.9875000000000000E+01	  +2.9034896582421905E+04	  +5.7590703031811914E+04	  +6.6930735168996718E+04	
  +6.0000000000000000E+01	  +2.9029813389392617E+04	  +5.7576521891847187E+04	  +6.6933422920829355E+04	
  +6.0125000000000000E+01	  +2.9112508758024625E+04	  +5.7574664205861241E+04	  +6.6935250384613377E+04	
  +6.0250000000000000E+01	  +2.9279066162617095E+04	  +5.7610132837883961E+04	  +6.6898872077669163E+04	
  +6.0375000000000000E+01	  +2.9349641527894830E+04	  +5.7491121922240047E+04	  +6.6820577919476811E+04	
  +6.0500000000000000E+01	  +2.9525390088515516E+04	  +5.7511712957000054E+04	  +6.6775173399231193E+04	
  +6.0625000000000000E+01	  +2.9488126780183040E+04	  +5.7371782509424833E+04	  +6.6676722090320720E+04	
  +6.0750000000000000E+01	  +2.9497128854639825E+04	  +5.7362153564799162E+04	  +6.6681965770225826E+04	
  +6.0875000000000000E+01	  +2.9501718769061477E+04	  +5.7373087318361686E+04	  +6.6654708051469890E+04	
  +6.1000000000000000E+01	  +2.9521082483848222E+04	  +5.7383653664769045E+04	  +6.6629627391842136E+04	
  +6.1125000000000000E+01	  +2.9578445075330190E+04	  +5.7435187107903374E+04	  +6.6598426715019436E+04	
  +6.1250000000000000E+01	  +2.9640602775719944E+04	  +5.7426622516979587E+04	  +6.6553403224159745E+04	
  +6.1375000000000000E+01	  +2.9709275688985432E+04	  +5.7433169236594404E+04	  +6.6506959890840211E+04	
  +6.1500000000000000E+01	  +2.9629338309189152E+04	  +5.7243669002074908E+04	  +6.6452910114748171E+04	
  +6.1625000000000000E+01	  +2.9688672885808301E+04	  +5.7263420036569791E+04	  +6.6478908525504361E+04	
  +6.1750000000000000E+01	  +2.9688672885808301E+04	  +5.7263893857884403E+04	  +6.6427541645905731E+04	
  +6.1875000000000000E+01	  +2.9693391817528631E+04	  +5.7268527830526575E+04	  +6.6399898173963913E+04	
  +6.2000000000000000E+01	  +2.9653491379245883E+04	  +5.7272989226731210E+04	  +6.6369388045009546E+04	
  +6.2125000000000000E+01	  +2.9653491379245883E+04	  +5.7234458574676435E+04	  +6.6365009163599287E+04	
  +6.2250000000000000E+01	  +2.9649338751928088E+04	  +5.7239014968689575E+04	  +6.6338474097989325E+04	
  +6.2375000000000000E+01	  +2.9641147778338709E+04	  +5.7246428565187707E+04	  +6.6313459498943033E+04	
  +6.2500000000000000E+01	  +2.9651119434530945E+04	  +5.7247576058392173E+04	  +6.6291996664163395E+04	
  +6.2625000000000000E+01	  +2.9585020716459981E+04	  +5.7188020171251686E+04	  +6.6261632577785174E+04	
  +6.2750000000000000E+01	  +2.9548444246132996E+04	  +5.7187155419802199E+04	  +6.6272953409839189E+04	
  +6.2875000000000000E+01	  +2.9548444246132996E+04	  +5.7138786522726907E+04	  +6.6271713366134878E+04	
  +6.3000000000000000E+01	  +2.9560189138793656E+04	  +5.7140910110930468E+04	  +6.6252481526373420E+04	
  +6.3125000000000000E+01	  +2.9476693377788048E+04	  +5.7127068943493556E+04	  +6.6230129746202132E+04	
  +6.3250000000000000E+01	  +2.9299997500972782E+04	  +5.7076556907366044E+04	  +6.6219350838696118E+04	
  +6.3375000000000000E+01	  +2.9196544777634666E+04	  +5.7067448815852324E+04	  +6.6220564922332764E+04	
  +6.3500000000000000E+01	  +2.9082578712395887E+04	  +5.7058473666502912E+04	  +6.6185535697872503E+04	
  +6.3625000000000000E+01	  +2.9045699811894858E+04	  +5.7125779328473152E+04	  +6.6152391433789555E+04	
  +6.3750000000000000E+01	  +2.9013629433581500E+04	  +5.7098300700134707E+04	  +6.6118134454403800E+04	
  +6.3875000000000000E+01	  +2.9013629433581500E+04	  +5.7059053992324065E+04	  +6.6115034083929815E+04	
  +6.4000000000000000E+01	  +2.9017257625215534E+04	  +5.7054476783547732E+04	  +6.6095424948753251E+04	
  +6.4125000000000000E+01	  +2.8862125333124641E+04	  +5.6956525922277382E+04	  +6.6073251355361863E+04	
  +6.4250000000000000E+01	  +2.8727913099571633E+04	  +5.6933135052666956E+04	  +6.6116413093597512E+04	
  +6.4375000000000000E+01	  +2.8590235514709402E+04	  +5.6970078982558123E+04	  +6.6120090506876804E+04	
  +6.4500000000000000E+01	  +2.8468014757067533E+04	  +5.6940579476060644E+04	  +6.6134413993895738E+04	
  +6.4625000000000000E+01	  +2.8407137787036809E+04	  +5.6954617127936304E+04	  +6.6137783786282103E+04	
  +6.4750000000000000E+01	  +2.8407137787036809E+04	  +5.6960094830939423E+04	  +6.6140777472192945E+04	
  +6.4875000000000000E+01	  +2.8379661618451712E+04	  +5.6951652218292562E+04	  +6.6134941541194668E+04	
  +6.5000000000000000E+01	  +2.8396638822806071E+04	  +5.6924435408157726E+04	  +6.6146315589363090E+04	
  +6.5125000000000000E+01	  +2.8401475845430832E+04	  +5.6939509307870183E+04	  +6.6134041113804968E+04	
  +6.5250000000000000E+01	  +2.8408236173781897E+04	  +5.6935602322236031E+04	  +6.6135746759202098E+04	
  +6.5375000000000000E+01	  +2.8450215132653557E+04	  +5.6927005591503745E+04	  +6.6143586986041191E+04	
  +6.5500000000000000E+01	  +2.8450215132653557E+04	  +5.6954421821612108E+04	  +6.6128561447675398E+04	
  +6.5625000000000000E+01	  +2.8464621070851230E+04	  +5.6946863812197822E+04	  +6.6137522521154358E+04	
  +6.5750000000000000E+01	  +2.8472809473144225E+04	  +5.6960760258857197E+04	  +6.6131603697581028E+04	
  +6.5875000000000000E+01	  +2.8462906435783247E+04	  +5.6970105057759851E+04	  +6.6122623123843310E+04	
  +6.6000000000000000E+01	  +2.8473720752113375E+04	  +5.6956258625631512E+04	  +6.6124129597472318E+04	
  +6.6125000000000000E+01	  +2.8495266430574615E+04	  +5.6937697333169308E+04	  +6.6114318194592852E+04	
  +6.6250000000000000E+01	  +2.8570702440906589E+04	  +5.6977688481614619E+04	  +6.6110901140719405E+04	
  +6.6375000000000000E+01	  +2.8611820256386280E+04	  +5.6915583599161517E+04	  +6.6090128374197535E+04	
  +6.6500000000000000E+01	  +2.8680366253529475E+04	  +5.6967475428416925E+04	  +6.6087272414215491E+04	
  +6.6625000000000000E+01	  +2.8680366253529475E+04	  +5.6935376717478517E+04	  +6.6067068003347697E+04	
  +6.6750000000000000E+01	  +2.8701064700384955E+04	  +5.6938842815228432E+04	  +6.6074896267720454E+04	
  +6.6875000000000000E+01	  +2.8690846411996925E+04	  +5.6957041593259564E+04	  +6.6054924958751944E+04	
  +6.7000000000000000E+01	  +2.8696997005596666E+04	  +5.6941243426262547E+04	  +6.6052333223177877E+04	
  +6.7125000000000000E+01	  +2.8689700220977931E+04	  +5.6955434016036153E+04	  +6.6040591934731579E+04	
  +6.7250000000000000E+01	  +2.8636563494063139E+04	  +5.6913264802627578E+04	  +6.6025254592609665E+04	
  +6.7375000000000000E+01	  +2.8636563494063139E+04	  +5.6937700879122611E+04	  +6.6025270387262775E+04	
  +6.7500000000000000E+01	  +2.8575907771367863E+04	  +5.6894260330364465E+04	  +6.5993838224169027E+04	
  +6.7625000000000000E+01	  +2.8575907771367863E+04	  +5.6906479928275432E+04	  +6.5998287108447563E+04	
  +6.7750000000000000E+01	  +2.8578540411735583E+04	  +5.6905868475671254E+04	  +6.5977887876587483E+04	
  +6.7875000000000000E+01	  +2.8560527386810580E+04	  +5.6908409610634197E+04	  +6.5968040205926707E+04	
  +6.8000000000000000E+01	  +2.8562419451380603E+04	  +5.6889278977835915E+04	  +6.5969948540402402E+04	
  +6.8125000000000000E+01	  +2.8484392333131113E+04	  +5.6865623385814339E+04	  +6.5960773335763297E+04	
  +6.8250000000000000E+01	  +2.8376832583577634E+04	  +5.6844653942818812E+04	  +6.5966954880478908E+04	
  +6.8375000000000000E+01	  +2.8261115072218876E+04	  +5.6845338039249276E+04	  +6.5959715247464977E+04	
  +6.8500000000000000E+01	  +2.8135389566162768E+04	  +5.6805459667261057E+04	  +6.5960294409677677E+04	
  +6.8625000000000000E+01	  +2.8094865393638378E+04	  +5.6867619693492379E+04	  +6.5965411790994869E+04	
  +6.8750000000000000E+01	  +2.8094865393638378E+04	  +5.6838557256007218E+04	  +6.5956865755986073E+04	
  +6.8875000000000000E+01	  +2.8087545854338518E+04	  +5.6835282832775825E+04	  +6.5951658950203680E+04	
  +6.9000000000000000E+01	  +2.8074396442368525E+04	  +5.6827433563722218E+04	  +6.5951964143348145E+04	
