 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +9.9625000000000000E+01	  +2.9412897295281746E+04	  +4.6438322893880097E+04	  +5.3429456754373357E+04	
  +9.9750000000000000E+01	  +2.9352400224505764E+04	  +4.6367385947910014E+04	  +5.3344172915631134E+04	
  +9.9875000000000000E+01	  +2.9294958817319006E+04	  +4.6300255926357859E+04	  +5.3264036784953176E+04	
  +1.0000000000000000E+02	  +2.9238800479218160E+04	  +4.6234792765830061E+04	  +5.3186354147597405E+04	
  +1.0012500000000000E+02	  +2.9238800479218160E+04	  +4.6210323079990987E+04	  +5.3111871980765580E+04	
  +1.0025000000000000E+02	  +2.9191309029701071E+04	  +4.6097129457497256E+04	  +5.3021758619999324E+04	
  +1.0037500000000000E+02	  +2.9241846137250006E+04	  +4.6096766534242299E+04	  +5.2978667288033175E+04	
  +1.0050000000000000E+02	  +2.9166789316810718E+04	  +4.5960427097878557E+04	  +5.2880537016289592E+04	
  +1.0062500000000000E+02	  +2.9203422696479196E+04	  +4.5923769831464910E+04	  +5.2856827123423762E+04	
  +1.0075000000000000E+02	  +2.9114341013306435E+04	  +4.5866406606454781E+04	  +5.2759374894284498E+04	
  +1.0087500000000000E+02	  +2.9114341013306435E+04	  +4.5863427550064051E+04	  +5.2726041845268235E+04	
  +1.0100000000000000E+02	  +2.9028110525646145E+04	  +4.5763384003613814E+04	  +5.2641779044850926E+04	
  +1.0112500000000000E+02	  +2.8759657393452428E+04	  +4.5748845222966731E+04	  +5.2612756158895376E+04	
  +1.0125000000000000E+02	  +2.8234545393476961E+04	  +4.5788190575332366E+04	  +5.2668920760189867E+04	
  +1.0137500000000000E+02	  +2.7867739348783689E+04	  +4.6039101107583199E+04	  +5.2878903169970115E+04	
  +1.0150000000000000E+02	  +2.7437642948906629E+04	  +4.6185723434051353E+04	  +5.3060362530788756E+04	
  +1.0162500000000000E+02	  +2.7239948135304301E+04	  +4.6281178926856250E+04	  +5.3265890847750161E+04	
  +1.0175000000000000E+02	  +2.7350702200036656E+04	  +4.6398908528850872E+04	  +5.3360800522330632E+04	
  +1.0187500000000000E+02	  +2.7350702200036656E+04	  +4.6407632310052111E+04	  +5.3320988260174505E+04	
  +1.0200000000000000E+02	  +2.7343616427235145E+04	  +4.6412026887270593E+04	  +5.3337634588332105E+04	
  +1.0212500000000000E+02	  +2.6742575096024771E+04	  +4.6302398302270856E+04	  +5.3358900771342887E+04	
  +1.0225000000000000E+02	  +2.5917031736293640E+04	  +4.6729575504062617E+04	  +5.3786977949738663E+04	
  +1.0237500000000000E+02	  +2.5268611786547026E+04	  +4.7264735249076162E+04	  +5.4454262913785526E+04	
  +1.0250000000000000E+02	  +2.4545757334138252E+04	  +4.7707980541423713E+04	  +5.5036809021821988E+04	
  +1.0262500000000000E+02	  +2.4475186544937565E+04	  +4.8338734697510539E+04	  +5.5737231834856793E+04	
  +1.0275000000000000E+02	  +2.4663543058228181E+04	  +4.8576123706682782E+04	  +5.6046723906316416E+04	
  +1.0287500000000000E+02	  +2.4820848669436957E+04	  +4.8768797193403203E+04	  +5.6180747131801472E+04	
  +1.0300000000000000E+02	  +2.4901167992490984E+04	  +4.8857643000586882E+04	  +5.6318909880935265E+04	
  +1.0312500000000000E+02	  +2.4787564524160727E+04	  +4.9035634343495702E+04	  +5.6488459606320044E+04	
  +1.0325000000000000E+02	  +2.4410643099376226E+04	  +4.9185310164362352E+04	  +5.6814308090147926E+04	
  +1.0337500000000000E+02	  +2.4286760162766739E+04	  +4.9633052983661473E+04	  +5.7338721083507276E+04	
  +1.0350000000000000E+02	  +2.4076207130404364E+04	  +4.9990860505606455E+04	  +5.7761238485982438E+04	
  +1.0362500000000000E+02	  +2.4157248437232651E+04	  +5.0392083192389007E+04	  +5.8246636999591210E+04	
  +1.0375000000000000E+02	  +2.4374563275100445E+04	  +5.0670399622953511E+04	  +5.8535256125909138E+04	
  +1.0387500000000000E+02	  +2.4543571746195998E+04	  +5.0868303323809909E+04	  +5.8693835332154034E+04	
  +1.0400000000000000E+02	  +2.4650761966422506E+04	  +5.1004229682949270E+04	  +5.8875153244185152E+04	
  +1.0412500000000000E+02	  +2.4977401459681179E+04	  +5.1112728757407844E+04	  +5.9081134588136818E+04	
  +1.0425000000000000E+02	  +2.5558893844294409E+04	  +5.1253659226902368E+04	  +5.9193699640636914E+04	
  +1.0437500000000000E+02	  +2.6032809082423999E+04	  +5.1319730500875929E+04	  +5.9211628702456801E+04	
  +1.0450000000000000E+02	  +2.6533983744528439E+04	  +5.1319854769156111E+04	  +5.9274282086194005E+04	
  +1.0462500000000000E+02	  +2.6772503718970947E+04	  +5.1362336223103877E+04	  +5.9268422560667881E+04	
  +1.0475000000000000E+02	  +2.6835069247379612E+04	  +5.1406490936686161E+04	  +5.9365018165367117E+04	
  +1.0487500000000000E+02	  +2.6930349867897086E+04	  +5.1523596240127670E+04	  +5.9489161944443331E+04	
  +1.0500000000000000E+02	  +2.6998424022083433E+04	  +5.1607280643443039E+04	  +5.9598871193483166E+04	
  +1.0512500000000000E+02	  +2.6682745730710802E+04	  +5.1739037879669217E+04	  +5.9715412552915033E+04	
  +1.0525000000000000E+02	  +2.5982386551824675E+04	  +5.1915800532989371E+04	  +6.0058330255718582E+04	
  +1.0537500000000000E+02	  +2.5565185211984757E+04	  +5.2389497604145319E+04	  +6.0659428811718935E+04	
  +1.0550000000000000E+02	  +2.5016427196980592E+04	  +5.2777500609432958E+04	  +6.1123402608166616E+04	
  +1.0562500000000000E+02	  +2.5041410852478133E+04	  +5.3259441664928549E+04	  +6.1730499325897981E+04	
  +1.0575000000000000E+02	  +2.5214996236067429E+04	  +5.3498479337327437E+04	  +6.1990107381908150E+04	
  +1.0587500000000000E+02	  +2.5395498672410387E+04	  +5.3757885255050496E+04	  +6.2168618249638035E+04	
  +1.0600000000000000E+02	  +2.5515062229425384E+04	  +5.3894305022791203E+04	  +6.2342373696487382E+04	
  +1.0612500000000000E+02	  +2.3951714662274047E+04	  +5.3954940040247333E+04	  +6.2527701521928335E+04	
  +1.0625000000000000E+02	  +2.1697977694844536E+04	  +5.5043141763926789E+04	  +6.3828046283760501E+04	
  +1.0637500000000000E+02	  +1.9777870025596912E+04	  +5.6636711705912727E+04	  +6.5769515513211853E+04	
  +1.0650000000000000E+02	  +1.7986549433777742E+04	  +5.8235207078282612E+04	  +6.7745553326440568E+04	
  +1.0662500000000000E+02	  +1.7926104674400274E+04	  +5.9927136036845717E+04	  +6.9895465361163195E+04	
  +1.0675000000000000E+02	  +1.8803875417278403E+04	  +6.0879727827166942E+04	  +7.0990480950081488E+04	
  +1.0687500000000000E+02	  +1.9006928428271138E+04	  +6.1053971238736915E+04	  +7.1314605253347021E+04	
  +1.0700000000000000E+02	  +1.9494543534919969E+04	  +6.1677333043353901E+04	  +7.2010136324346793E+04	
  +1.0712500000000000E+02	  +1.8927337492589657E+04	  +6.2085563601407950E+04	  +7.2519006769700907E+04	
  +1.0725000000000000E+02	  +1.8193650036942396E+04	  +6.3238706402968193E+04	  +7.3856959108402647E+04	
  +1.0737500000000000E+02	  +1.7799872771403134E+04	  +6.4650059851436228E+04	  +7.5616013450096463E+04	
  +1.0750000000000000E+02	  +1.7605643956814791E+04	  +6.6075708001183142E+04	  +7.7345136730891390E+04	
  +1.0762500000000000E+02	  +1.8335048448165864E+04	  +6.7625476022452072E+04	  +7.9123949408633198E+04	
  +1.0775000000000000E+02	  +1.9051493197775344E+04	  +6.8405576129032677E+04	  +8.0121038322670225E+04	
  +1.0787500000000000E+02	  +1.9467303201444025E+04	  +6.8896535145165763E+04	  +8.0760766995221988E+04	
  +1.0800000000000000E+02	  +2.0038474588464414E+04	  +6.9554206356869938E+04	  +8.1550510181660458E+04	
  +1.0812500000000000E+02	  +2.0766599425052773E+04	  +7.0117508971995412E+04	  +8.2209758667604896E+04	
  +1.0825000000000000E+02	  +2.1730324884502843E+04	  +7.0706970018371328E+04	  +8.2924624978621898E+04	
  +1.0837500000000000E+02	  +2.2718935403488889E+04	  +7.1320142350561116E+04	  +8.3662069846688973E+04	
  +1.0850000000000000E+02	  +2.3688458877010242E+04	  +7.1897350436851135E+04	  +8.4358892979682234E+04	
  +1.0862500000000000E+02	  +2.4323382121177499E+04	  +7.2366045544379216E+04	  +8.5023391517255339E+04	
  +1.0875000000000000E+02	  +2.4779121419686337E+04	  +7.2988607793506351E+04	  +8.5694296797442687E+04	
  +1.0887500000000000E+02	  +2.5152874498073979E+04	  +7.3376768513190284E+04	  +8.6257161927512323E+04	
  +1.0900000000000000E+02	  +2.5542266587186234E+04	  +7.3855913438847914E+04	  +8.6842442520515790E+04	
  +1.0912500000000000E+02	  +2.5861730226504689E+04	  +7.4302403854239994E+04	  +8.7389676279623498E+04	
  +1.0925000000000000E+02	  +2.6117407019261489E+04	  +7.4729527220874021E+04	  +8.7924665743360136E+04	
  +1.0937500000000000E+02	  +2.6332674329627785E+04	  +7.5153544289889018E+04	  +8.8442284461897827E+04	
  +1.0950000000000000E+02	  +2.6648691474984022E+04	  +7.5585206647278479E+04	  +8.8972840700558212E+04	
  +1.0962500000000000E+02	  +2.6848679515969750E+04	  +7.5944090243931118E+04	  +8.9394580680849889E+04	
  +1.0975000000000000E+02	  +2.7222404945969734E+04	  +7.6351091402149017E+04	  +8.9913477644309198E+04	
  +1.0987500000000000E+02	  +2.7472629317177729E+04	  +7.6714154333992657E+04	  +9.0316175590922314E+04	
  +1.1000000000000000E+02	  +2.7814742853958865E+04	  +7.7089001448636467E+04	  +9.0791424438428512E+04	
  +1.1012500000000000E+02	  +2.7810901415135195E+04	  +7.7438446059820024E+04	  +9.1170317375627492E+04	
  +1.1025000000000000E+02	  +2.7759225005491811E+04	  +7.7806491124771608E+04	  +9.1704111607387269E+04	
  +1.1037500000000000E+02	  +2.7607734647653866E+04	  +7.8200180449851454E+04	  +9.2178201053884157E+04	
  +1.1050000000000000E+02	  +2.7501933155868581E+04	  +7.8608334916616019E+04	  +9.2702338027540551E+04	
  +1.1062500000000000E+02	  +2.7593207642358597E+04	  +7.8989522069898609E+04	  +9.3189574058596452E+04	
  +1.1075000000000000E+02	  +2.7840397844018880E+04	  +7.9361039773606171E+04	  +9.3613039394761174E+04	
  +1.1087500000000000E+02	  +2.8103008626152900E+04	  +7.9675054709866425E+04	  +9.4006500747304963E+04	
  +1.1100000000000000E+02	  +2.8366189897259035E+04	  +7.9935448071279039E+04	  +9.4362703422879742E+04	
  +1.1112500000000000E+02	  +2.8428864934438046E+04	  +8.0214714422001227E+04	  +9.4690547827176284E+04	
  +1.1125000000000000E+02	  +2.8327230251635519E+04	  +8.0585377048205817E+04	  +9.5054999974674865E+04	
  +1.1137500000000000E+02	  +2.8287913504192613E+04	  +8.0849842805286462E+04	  +9.5434351869003120E+04	
  +1.1150000000000000E+02	  +2.8163606312839162E+04	  +8.1073635478510158E+04	  +9.5736809837468536E+04	
  +1.1162500000000000E+02	  +2.8236696733174125E+04	  +8.1342042612488629E+04	  +9.6082328358145765E+04	
  +1.1175000000000000E+02	  +2.8499206307887740E+04	  +8.1861967303777041E+04	  +9.6376820012515032E+04	
  +1.1187500000000000E+02	  +2.8699862427931977E+04	  +8.2026812910832319E+04	  +9.6653074255376734E+04	
  +1.1200000000000000E+02	  +2.8873855489020461E+04	  +8.2244255440068475E+04	  +9.6922275329525321E+04	
  +1.1212500000000000E+02	  +2.9165014511941423E+04	  +8.2298492284173728E+04	  +9.7199228809764798E+04	
  +1.1225000000000000E+02	  +2.9731898432682865E+04	  +8.2654549563764580E+04	  +9.7447563159294601E+04	
  +1.1237500000000000E+02	  +3.0181758285477648E+04	  +8.2764475511674376E+04	  +9.7612691664489248E+04	
  +1.1250000000000000E+02	  +3.0675632423280222E+04	  +8.2942130359662246E+04	  +9.7807683332366054E+04	
  +1.1262500000000000E+02	  +3.0963647396494285E+04	  +8.3068983394944516E+04	  +9.7961841633438919E+04	
  +1.1275000000000000E+02	  +3.1103367056423209E+04	  +8.3240068421050513E+04	  +9.8152361879713426E+04	
  +1.1287500000000000E+02	  +3.1241756028943644E+04	  +8.3412970361931017E+04	  +9.8356454027240325E+04	
  +1.1300000000000000E+02	  +3.1369530406767859E+04	  +8.3569699504123622E+04	  +9.8552382737903681E+04	
  +1.1312500000000000E+02	  +3.1470286147893734E+04	  +8.3726818772293613E+04	  +9.8744060806294670E+04	
  +1.1325000000000000E+02	  +3.1577286649080321E+04	  +8.3936895047018173E+04	  +9.8960782781021218E+04	
  +1.1337500000000000E+02	  +3.1681579697851543E+04	  +8.4141422833397024E+04	  +9.9190092732240824E+04	
  +1.1350000000000000E+02	  +3.1773284614969918E+04	  +8.4322902456691532E+04	  +9.9415172384573263E+04	
  +1.1362500000000000E+02	  +3.1888494214819199E+04	  +8.4489702547392590E+04	  +9.9642977890804919E+04	
  +1.1375000000000000E+02	  +3.1991384452320868E+04	  +8.4620009547324400E+04	  +9.9834644700705234E+04	
  +1.1387500000000000E+02	  +3.2112387782205187E+04	  +8.4769693265835391E+04	  +1.0001089611828518E+05	
  +1.1400000000000000E+02	  +3.2214970829713660E+04	  +8.4894491483593636E+04	  +1.0017073097800836E+05	
  +1.1412500000000000E+02	  +3.2265998654363175E+04	  +8.5016696961959358E+04	  +1.0033263861147745E+05	
