 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +8.4625000000000000E+01	  +6.1034865769133401E+04	  +6.1036887138002712E+04	  +7.1163100454451458E+04	  +7.1201469972471677E+04	  +7.3510381540262259E+01	  +1.1528533937411700E+02	  +1.4781544765820959E+02	  +1.9637506362070684E+02	
  +8.4750000000000000E+01	  +6.1183570767285302E+04	  +6.1183570767285302E+04	  +7.1327292583466537E+04	  +7.1293571862637662E+04	  +7.3547428598577767E+01	  +1.1532170775369697E+02	  +1.4786616615685145E+02	  +1.9642287722522735E+02	
  +8.4875000000000000E+01	  +6.1270561324040435E+04	  +6.1270561324040435E+04	  +7.1432266530705543E+04	  +7.1396095393059979E+04	  +7.3596394726924984E+01	  +1.1535692865323543E+02	  +1.4791476023214196E+02	  +1.9647241553057216E+02	
  +8.5000000000000000E+01	  +6.1352697773822074E+04	  +6.1352697773822074E+04	  +7.1531435309330263E+04	  +7.1504830932411758E+04	  +7.3636801194394707E+01	  +1.1540289447653592E+02	  +1.4797105063447600E+02	  +1.9652613178012911E+02	
  +8.5125000000000000E+01	  +6.1437428977811833E+04	  +6.1437428977811833E+04	  +7.1630814744052914E+04	  +7.1601563916167506E+04	  +7.3722526699654594E+01	  +1.1544416640688054E+02	  +1.4802149950045668E+02	  +1.9657355452468633E+02	
  +8.5250000000000000E+01	  +6.1447203146898115E+04	  +6.1457927321750423E+04	  +7.1658896316954197E+04	  +7.1683524841599181E+04	  +7.3848273833538087E+01	  +1.1549129054557281E+02	  +1.4806571235383311E+02	  +1.9661486597122058E+02	
  +8.5375000000000000E+01	  +6.1516678521839531E+04	  +6.1525638838010585E+04	  +7.1728125709123036E+04	  +7.1683524841599181E+04	  +7.3968576991366263E+01	  +1.1549354393465755E+02	  +1.4806686110854113E+02	  +1.9661597179597334E+02	
  +8.5500000000000000E+01	  +6.1682958909410234E+04	  +6.1683891173235374E+04	  +7.1921878856063282E+04	  +7.1845528602977312E+04	  +7.4134021109054075E+01	  +1.1557800666610706E+02	  +1.4814950910111071E+02	  +1.9668831396668909E+02	
  +8.5625000000000000E+01	  +6.1618095467050989E+04	  +6.1618095467050989E+04	  +7.1848484917973285E+04	  +7.1845528602977312E+04	  +7.4134021109054075E+01	  +1.1557917334306129E+02	  +1.4816447891927581E+02	  +1.9669045613306440E+02	
  +8.5750000000000000E+01	  +6.1775905379276941E+04	  +6.1776821856569506E+04	  +7.2031736136486128E+04	  +7.1972102886938708E+04	  +7.4224613217469283E+01	  +1.1563211600495248E+02	  +1.4821528611161392E+02	  +1.9675232622806354E+02	
  +8.5875000000000000E+01	  +6.1775905379276941E+04	  +6.1776821856569506E+04	  +7.2032690972926226E+04	  +7.1972102886938708E+04	  +7.4224613217469283E+01	  +1.1563023233213990E+02	  +1.4822800905663510E+02	  +1.9675432254112303E+02	
  +8.6000000000000000E+01	  +6.1899219913453104E+04	  +6.1899219913453104E+04	  +7.2176805852574864E+04	  +7.2116514044166048E+04	  +7.4287334771440385E+01	  +1.1568924535495444E+02	  +1.4829109206811560E+02	  +1.9682359093579811E+02	
  +8.6125000000000000E+01	  +6.1814572222600757E+04	  +6.1819752416060073E+04	  +7.2091169618943648E+04	  +7.2116514044166048E+04	  +7.4282798692827640E+01	  +1.1568262559152950E+02	  +1.4829305026179250E+02	  +1.9682392714668239E+02	
  +8.6250000000000000E+01	  +6.2055361445920229E+04	  +6.2046381212822867E+04	  +7.2353778640839664E+04	  +7.2272191433576634E+04	  +7.4329829386588088E+01	  +1.1575386691823257E+02	  +1.4836983211339265E+02	  +1.9689700742173017E+02	
  +8.6375000000000000E+01	  +6.1984719511105257E+04	  +6.2046381212822867E+04	  +7.2355245549700048E+04	  +7.2272191433576634E+04	  +7.4319374506757043E+01	  +1.1574748948905477E+02	  +1.4838389836243351E+02	  +1.9689946089817127E+02	
  +8.6500000000000000E+01	  +6.2105118251410204E+04	  +6.2090822123325052E+04	  +7.2409658061270951E+04	  +7.2386317357174543E+04	  +7.4253258287508231E+01	  +1.1578920185649815E+02	  +1.4842869692055339E+02	  +1.9695775364509268E+02	
  +8.6625000000000000E+01	  +6.2122262194554110E+04	  +6.2090822123325052E+04	  +7.2410916565848223E+04	  +7.2386317357174543E+04	  +7.4253258287508231E+01	  +1.1577975245740508E+02	  +1.4843653960880266E+02	  +1.9695824800528396E+02	
  +8.6750000000000000E+01	  +6.2129996130925014E+04	  +6.2090822123325052E+04	  +7.2401341814114014E+04	  +7.2415418761848472E+04	  +7.4315203452417023E+01	  +1.1578309824366217E+02	  +1.4842450003014352E+02	  +1.9695764492123311E+02	
  +8.6875000000000000E+01	  +6.2296039432262165E+04	  +6.2297110893733487E+04	  +7.2656690333486258E+04	  +7.2584125563580979E+04	  +7.4394928252308830E+01	  +1.1586117664179218E+02	  +1.4851997724997506E+02	  +1.9704499294761985E+02	
  +8.7000000000000000E+01	  +6.2201479169398553E+04	  +6.2208971920861695E+04	  +7.2560373359149846E+04	  +7.2584125563580979E+04	  +7.4386343602736176E+01	  +1.1585695484600161E+02	  +1.4852733366457886E+02	  +1.9704802356690109E+02	
  +8.7125000000000000E+01	  +6.2364766660646499E+04	  +6.2356029050696554E+04	  +7.2724587670428940E+04	  +7.2676857304965175E+04	  +7.4400447961778951E+01	  +1.1590210990048475E+02	  +1.4857482124466623E+02	  +1.9709808648354286E+02	
  +8.7250000000000000E+01	  +6.2326519748307226E+04	  +6.2317327560146921E+04	  +7.2680728086121366E+04	  +7.2676857304965175E+04	  +7.4312530386118823E+01	  +1.1589128480122879E+02	  +1.4857135889324960E+02	  +1.9709982819035380E+02	
  +8.7375000000000000E+01	  +6.2447137274070526E+04	  +6.2447590653747262E+04	  +7.2837602806325085E+04	  +7.2795401376818889E+04	  +7.4242939375601637E+01	  +1.1593369867308238E+02	  +1.4862956966049549E+02	  +1.9715448125903021E+02	
  +8.7500000000000000E+01	  +6.2433497927372700E+04	  +6.2427759110460654E+04	  +7.2813552801867932E+04	  +7.2795401376818889E+04	  +7.4222874374879453E+01	  +1.1592126624151989E+02	  +1.4862671502977557E+02	  +1.9715611050771690E+02	
  +8.7625000000000000E+01	  +6.2573990471364014E+04	  +6.2560609342686461E+04	  +7.2975549390975531E+04	  +7.2927084553065564E+04	  +7.4252292409397228E+01	  +1.1596994081934587E+02	  +1.4869293589994700E+02	  +1.9721706290641387E+02	
  +8.7750000000000000E+01	  +6.2573990471364014E+04	  +6.2560609342686461E+04	  +7.2977209159763035E+04	  +7.2927084553065564E+04	  +7.4252292409397228E+01	  +1.1596173396546970E+02	  +1.4870497664107978E+02	  +1.9721857277760492E+02	
  +8.7875000000000000E+01	  +6.2618971976848799E+04	  +6.2573990471364014E+04	  +7.2997168281743187E+04	  +7.3023143115345345E+04	  +7.4240903894066548E+01	  +1.1600263992314314E+02	  +1.4874383156699918E+02	  +1.9726739398261810E+02	
  +8.8000000000000000E+01	  +6.2618971976848799E+04	  +6.2573990471364014E+04	  +7.2996348439827445E+04	  +7.3023143115345345E+04	  +7.4240903894066548E+01	  +1.1600263992314314E+02	  +1.4874383156699918E+02	  +1.9726722875292100E+02	
  +8.8125000000000000E+01	  +6.2624762108752417E+04	  +6.2624762108752417E+04	  +7.3046284871177326E+04	  +7.3050996028837137E+04	  +7.4279434142579149E+01	  +1.1599439945074187E+02	  +1.4874448863135842E+02	  +1.9726705745018847E+02	
  +8.8250000000000000E+01	  +6.2615135037143220E+04	  +6.2630217540261838E+04	  +7.3055670914486822E+04	  +7.3114059529056452E+04	  +7.4444925755870585E+01	  +1.1600680268816241E+02	  +1.4874160583004544E+02	  +1.9726006356160283E+02	
  +8.8375000000000000E+01	  +6.2793762414239281E+04	  +6.2794772584819686E+04	  +7.3252383842903364E+04	  +7.3215410763294145E+04	  +7.4652322468770478E+01	  +1.1610153113505778E+02	  +1.4882488374794028E+02	  +1.9732747307460846E+02	
  +8.8500000000000000E+01	  +6.2737992594690440E+04	  +6.2752498621769628E+04	  +7.3210241202501624E+04	  +7.3215410763294145E+04	  +7.4744318633971218E+01	  +1.1610041363938650E+02	  +1.4884152178458774E+02	  +1.9735559063084986E+02	
  +8.8625000000000000E+01	  +6.2724487118311772E+04	  +6.2726816761289730E+04	  +7.3165322931291870E+04	  +7.3161809245174867E+04	  +7.4747340756238927E+01	  +1.1611830865583433E+02	  +1.4884835515095148E+02	  +1.9736736364866849E+02	
  +8.8750000000000000E+01	  +6.2724487118311772E+04	  +6.2726816761289730E+04	  +7.3165023859491732E+04	  +7.3207357692749356E+04	  +7.4747340756238927E+01	  +1.1612081228551899E+02	  +1.4884835515095148E+02	  +1.9734063971220641E+02	
  +8.8875000000000000E+01	  +6.2765640557043909E+04	  +6.2726816761289730E+04	  +7.3164676548341959E+04	  +7.3244970871904588E+04	  +7.4799089307866595E+01	  +1.1612365397197462E+02	  +1.4884835515095148E+02	  +1.9733686819219577E+02	
  +8.9000000000000000E+01	  +6.2768102608710215E+04	  +6.2724487118311772E+04	  +7.3164484182862099E+04	  +7.3269399663178425E+04	  +7.4819766276907529E+01	  +1.1612543654604374E+02	  +1.4884928547130690E+02	  +1.9735816208463160E+02	
  +8.9125000000000000E+01	  +6.2840123718078379E+04	  +6.2836472541864438E+04	  +7.3291678400843055E+04	  +7.3313357017016271E+04	  +7.5186461087076211E+01	  +1.1621275703778313E+02	  +1.4889444866230559E+02	  +1.9737334633347677E+02	
  +8.9250000000000000E+01	  +6.2658511033486226E+04	  +6.2686501085630662E+04	  +7.3075415237012843E+04	  +7.3040969029270724E+04	  +7.5941634155401417E+01	  +1.1620804407800487E+02	  +1.4880453135773539E+02	  +1.9730845691265790E+02	
  +8.9375000000000000E+01	  +6.2248487164640355E+04	  +6.2260056821137739E+04	  +7.2571119488044584E+04	  +7.2505404510703840E+04	  +7.6395408169633484E+01	  +1.1608296434076175E+02	  +1.4855513447994969E+02	  +1.9705872512128445E+02	
  +8.9500000000000000E+01	  +6.1798630119204085E+04	  +6.1791713014529647E+04	  +7.2005927269480642E+04	  +7.2013665479075484E+04	  +7.6893368046906829E+01	  +1.1598121445541840E+02	  +1.4831398405415587E+02	  +1.9681818191047753E+02	
  +8.9625000000000000E+01	  +6.1419663744490448E+04	  +6.1430047547168724E+04	  +7.1565382247764050E+04	  +7.1522149445539166E+04	  +7.7020060328915818E+01	  +1.1582690232551485E+02	  +1.4808056388028831E+02	  +1.9657835278885852E+02	
  +8.9750000000000000E+01	  +6.1212601863374133E+04	  +6.1206494177857472E+04	  +7.1271708166108467E+04	  +7.1250856128203915E+04	  +7.6931235730622817E+01	  +1.1572381824199451E+02	  +1.4793468691144417E+02	  +1.9644694740789464E+02	
  +8.9875000000000000E+01	  +6.1212601863374133E+04	  +6.1206494177857472E+04	  +7.1271825677920162E+04	  +7.1250856128203915E+04	  +7.6931235730622817E+01	  +1.1572280798421538E+02	  +1.4793468691144417E+02	  +1.9644379923329123E+02	
  +9.0000000000000000E+01	  +6.0954772025291721E+04	  +6.0954772025291721E+04	  +7.0994844888005871E+04	  +7.1078552149692725E+04	  +7.6827428960411069E+01	  +1.1564327591930825E+02	  +1.4785099718989915E+02	  +1.9635404412342896E+02	
  +9.0125000000000000E+01	  +6.1048716791968058E+04	  +6.1053101395617421E+04	  +7.1101000755567118E+04	  +7.1078552149692725E+04	  +7.6901043224357934E+01	  +1.1565124885178089E+02	  +1.4784622234108886E+02	  +1.9635295016486961E+02	
  +9.0250000000000000E+01	  +6.0845840980578294E+04	  +6.0845840980578294E+04	  +7.0841605726145091E+04	  +7.0816327364237251E+04	  +7.6895480456415996E+01	  +1.1554928315700982E+02	  +1.4771818461008758E+02	  +1.9623269623946712E+02	
  +9.0375000000000000E+01	  +6.0624281353320912E+04	  +6.0624281353320912E+04	  +7.0598625308533869E+04	  +7.0673637027084682E+04	  +7.6883805861623131E+01	  +1.1551075589915033E+02	  +1.4764972792451940E+02	  +1.9615319843501302E+02	
  +9.0500000000000000E+01	  +6.0495818121636490E+04	  +6.0495818121636490E+04	  +7.0444283272757049E+04	  +7.0526912002217316E+04	  +7.6909416449302057E+01	  +1.1546369330068568E+02	  +1.4757766986781402E+02	  +1.9608234806928220E+02	
  +9.0625000000000000E+01	  +6.0338532768720739E+04	  +6.0337253679768975E+04	  +7.0252471161629335E+04	  +7.0345305318082246E+04	  +7.6883236379995992E+01	  +1.1539613822470893E+02	  +1.4748685682226821E+02	  +1.9599507629263053E+02	
  +9.0750000000000000E+01	  +6.0256349804352387E+04	  +6.0272596608838197E+04	  +7.0174499729020201E+04	  +7.0224728903364943E+04	  +7.6849012025309079E+01	  +1.1534656137230328E+02	  +1.4742486723488412E+02	  +1.9593144178896756E+02	
  +9.0875000000000000E+01	  +6.0256349804352387E+04	  +6.0272596608838197E+04	  +7.0166128410963385E+04	  +7.0127091256888307E+04	  +7.6849012025309079E+01	  +1.1531385242662745E+02	  +1.4737614364396327E+02	  +1.9588037081521790E+02	
  +9.1000000000000000E+01	  +6.0093975161905582E+04	  +6.0093975161905582E+04	  +6.9957706956209004E+04	  +7.0010803948995541E+04	  +7.6778942538833903E+01	  +1.1526655372281139E+02	  +1.4731691639978683E+02	  +1.9580688173507258E+02	
  +9.1125000000000000E+01	  +6.0128902085776295E+04	  +6.0093975161905582E+04	  +6.9957436182806210E+04	  +6.9935773534023509E+04	  +7.6782859215512119E+01	  +1.1526472825647080E+02	  +1.4730717722450444E+02	  +1.9575287293538835E+02	
  +9.1250000000000000E+01	  +5.9887991386547561E+04	  +5.9910449572566249E+04	  +6.9733589174699518E+04	  +6.9793224692617980E+04	  +7.6766162679726946E+01	  +1.1518170587188115E+02	  +1.4721387147704223E+02	  +1.9566733592953213E+02	
  +9.1375000000000000E+01	  +5.9925582069346987E+04	  +5.9925582069346987E+04	  +6.9754230296804963E+04	  +6.9793224692617980E+04	  +7.6827967136931434E+01	  +1.1519222750442195E+02	  +1.4721600270256346E+02	  +1.9566790557253731E+02	
  +9.1500000000000000E+01	  +5.9772801131130145E+04	  +5.9772801131130145E+04	  +6.9563075749881376E+04	  +6.9636846286042375E+04	  +7.6812494367041865E+01	  +1.1513975093954613E+02	  +1.4713843112011403E+02	  +1.9556829190763122E+02	
  +9.1625000000000000E+01	  +5.9823996237213003E+04	  +5.9772801131130145E+04	  +6.9562206930080749E+04	  +6.9636846286042375E+04	  +7.6818954178882706E+01	  +1.1514059365910563E+02	  +1.4712399002465921E+02	  +1.9556858697700693E+02	
  +9.1750000000000000E+01	  +5.9618432445327468E+04	  +5.9625085639821082E+04	  +6.9380641075253618E+04	  +6.9450447290817698E+04	  +7.6772297744711608E+01	  +1.1506582958627621E+02	  +1.4704376062183297E+02	  +1.9544736713336729E+02	
  +9.1875000000000000E+01	  +5.9618432445327468E+04	  +5.9625085639821082E+04	  +6.9379612326264702E+04	  +6.9450447290817698E+04	  +7.6772297744711608E+01	  +1.1507069417501295E+02	  +1.4702938849674393E+02	  +1.9544823527077037E+02	
  +9.2000000000000000E+01	  +5.9549808952774350E+04	  +5.9549808952774350E+04	  +6.9289951701404556E+04	  +6.9325520021640797E+04	  +7.6784408759266611E+01	  +1.1502241190170490E+02	  +1.4698022722822077E+02	  +1.9536170594368483E+02	
  +9.2125000000000000E+01	  +5.9577635813408531E+04	  +5.9586550210853668E+04	  +6.9328547224070935E+04	  +6.9325520021640797E+04	  +7.6907065407300124E+01	  +1.1504903438567401E+02	  +1.4698684636971288E+02	  +1.9536397010764685E+02	
  +9.2250000000000000E+01	  +5.9353628382296207E+04	  +5.9352246508870441E+04	  +6.9022817103132053E+04	  +6.9040134472547274E+04	  +7.7115517486152001E+01	  +1.1498146107820671E+02	  +1.4684957344265419E+02	  +1.9518869782671777E+02	
  +9.2375000000000000E+01	  +5.9129927297918053E+04	  +5.9128938108366609E+04	  +6.8746571849417611E+04	  +6.8766563189679888E+04	  +7.7348297779581259E+01	  +1.1491861279134167E+02	  +1.4672209064569304E+02	  +1.9501034186365987E+02	
  +9.2500000000000000E+01	  +5.8907554819435587E+04	  +5.8906501668503632E+04	  +6.8469888845016510E+04	  +6.8490184441647871E+04	  +7.7583112555865540E+01	  +1.1485599390632770E+02	  +1.4659435860451441E+02	  +1.9483194006780670E+02	
  +9.2625000000000000E+01	  +5.8675750229102588E+04	  +5.8681505193610436E+04	  +6.8190048629002471E+04	  +6.8197765546804032E+04	  +7.7647693184156736E+01	  +1.1476566867818012E+02	  +1.4646052929263720E+02	  +1.9464374844991127E+02	
  +9.2750000000000000E+01	  +5.8457427964764458E+04	  +5.8461897948236088E+04	  +6.7943235538774563E+04	  +6.8025384205115668E+04	  +7.7590539499357916E+01	  +1.1468635726412026E+02	  +1.4637236825385156E+02	  +1.9452381942539830E+02	
  +9.2875000000000000E+01	  +5.8551088783926542E+04	  +5.8544985457719340E+04	  +6.8035194445705623E+04	  +6.8025384205115668E+04	  +7.7597205531100954E+01	  +1.1470093696506078E+02	  +1.4637008712617020E+02	  +1.9452692965559794E+02	
  +9.3000000000000000E+01	  +5.8363839679218123E+04	  +5.8353791568496425E+04	  +6.7790727586488531E+04	  +6.7784533163268468E+04	  +7.7497930259569017E+01	  +1.1460217196496319E+02	  +1.4624985982130039E+02	  +1.9437274680018146E+02	
  +9.3125000000000000E+01	  +5.8338755186866503E+04	  +5.8338755186866503E+04	  +6.7774466394637915E+04	  +6.7784533163268468E+04	  +7.8186358657899888E+01	  +1.1469740239058036E+02	  +1.4627613781626454E+02	  +1.9437412785485463E+02	
  +9.3250000000000000E+01	  +5.7631176742948126E+04	  +5.7632610858274689E+04	  +6.6913395445268645E+04	  +6.6936181681320246E+04	  +7.9134917575756845E+01	  +1.1452703651369173E+02	  +1.4587886769671684E+02	  +1.9385227931213058E+02	
  +9.3375000000000000E+01	  +5.6680021093274641E+04	  +5.6683029269444058E+04	  +6.5739147349823441E+04	  +6.5757344396794957E+04	  +7.9996716800748104E+01	  +1.1424025034729030E+02	  +1.4532723684921467E+02	  +1.9310064434231603E+02	
  +9.3500000000000000E+01	  +5.5739271991167065E+04	  +5.5743332926687835E+04	  +6.4577995362429494E+04	  +6.4597886565911554E+04	  +8.0859865839540376E+01	  +1.1396180895341850E+02	  +1.4478881055021083E+02	  +1.9233703799759598E+02	
  +9.3625000000000000E+01	  +5.4748204544316817E+04	  +5.4752658640957881E+04	  +6.3348022846990665E+04	  +6.3323818453657201E+04	  +8.1046055803588786E+01	  +1.1353690835807052E+02	  +1.4417190661431474E+02	  +1.9142113493019002E+02	
  +9.3750000000000000E+01	  +5.4195041005948900E+04	  +5.4200704695370499E+04	  +6.2694132526061061E+04	  +6.2663056717558531E+04	  +8.0803736798779852E+01	  +1.1327536574857676E+02	  +1.4384680548841763E+02	  +1.9101344822535287E+02	
  +9.3875000000000000E+01	  +5.4003590784806227E+04	  +5.3999961385279232E+04	  +6.2432628901203614E+04	  +6.2427280691742366E+04	  +8.0682887741090980E+01	  +1.1316311165423173E+02	  +1.4372133497277875E+02	  +1.9084327006114739E+02	
  +9.4000000000000000E+01	  +5.3674139157086836E+04	  +5.3675844292653390E+04	  +6.2061458372105386E+04	  +6.2043543129081605E+04	  +8.0575600519483643E+01	  +1.1301364173973448E+02	  +1.4351653048702190E+02	  +1.9058230534925622E+02	
  +9.4125000000000000E+01	  +5.3409978262878103E+04	  +5.3407691992382272E+04	  +6.1738418962918819E+04	  +6.1735317302712225E+04	  +8.0403674955245734E+01	  +1.1288485001828445E+02	  +1.4331870152976336E+02	  +1.9037175482154143E+02	
  +9.4250000000000000E+01	  +5.3153025379118146E+04	  +5.3141378150390614E+04	  +6.1417672977737049E+04	  +6.1407738365188823E+04	  +8.0289760852643056E+01	  +1.1273524384947035E+02	  +1.4311549851611107E+02	  +1.9014729451242701E+02	
  +9.4375000000000000E+01	  +5.2897854165484372E+04	  +5.2885890919657089E+04	  +6.1109327309361608E+04	  +6.1100365706413664E+04	  +8.0138962041956248E+01	  +1.1260446588671759E+02	  +1.4292400692720577E+02	  +1.8993448594597172E+02	
  +9.4500000000000000E+01	  +5.2651733745003272E+04	  +5.2640303823044458E+04	  +6.0813314319802819E+04	  +6.0804595040680942E+04	  +7.9992460933033954E+01	  +1.1247673816143248E+02	  +1.4273931551733369E+02	  +1.8972945862007253E+02	
  +9.4625000000000000E+01	  +5.2401709027748526E+04	  +5.2399024327024235E+04	  +6.0522120683186244E+04	  +6.0519151948091501E+04	  +7.9830560136536363E+01	  +1.1236187236205812E+02	  +1.4256079725045967E+02	  +1.8953030235599442E+02	
  +9.4750000000000000E+01	  +5.2204549872599222E+04	  +5.2192562396604299E+04	  +6.0270164436606305E+04	  +6.0247068529772587E+04	  +7.9780522630523279E+01	  +1.1224852669293000E+02	  +1.4239061349591844E+02	  +1.8934112177577131E+02	
  +9.4875000000000000E+01	  +5.1976974490276320E+04	  +5.1973434769043590E+04	  +6.0005243872030820E+04	  +5.9977302958870554E+04	  +7.9685089130184721E+01	  +1.1213565736780551E+02	  +1.4222369912643967E+02	  +1.8915404009322302E+02	
  +9.5000000000000000E+01	  +5.1766875426606945E+04	  +5.1766875426606945E+04	  +5.9756276658534000E+04	  +5.9723179171094685E+04	  +7.9595684005766344E+01	  +1.1202216253633178E+02	  +1.4206646273266966E+02	  +1.8897719522620034E+02	
  +9.5125000000000000E+01	  +5.1560646947970461E+04	  +5.1560646947970461E+04	  +5.9507713629773934E+04	  +5.9474978882337819E+04	  +7.9495980189799965E+01	  +1.1191922283567608E+02	  +1.4191239793127539E+02	  +1.8880478918869528E+02	
  +9.5250000000000000E+01	  +5.1362816504615002E+04	  +5.1362816504615002E+04	  +5.9270563835533219E+04	  +5.9238170884371313E+04	  +7.9387920156708091E+01	  +1.1181895631253360E+02	  +1.4176486135920121E+02	  +1.8863951627555406E+02	
  +9.5375000000000000E+01	  +5.1171898960447485E+04	  +5.1171898960447485E+04	  +5.9040992346547078E+04	  +5.9009828157985918E+04	  +7.9282519882383241E+01	  +1.1172115745014321E+02	  +1.4162232049812425E+02	  +1.8848036551371163E+02	
  +9.5500000000000000E+01	  +5.0989415326248956E+04	  +5.0984565055880201E+04	  +5.8797360292090925E+04	  +5.8790270133136335E+04	  +7.9143219168208674E+01	  +1.1162670972059807E+02	  +1.4148518365498481E+02	  +1.8833138004241786E+02	
  +9.5625000000000000E+01	  +5.0809088798174722E+04	  +5.0802664283524842E+04	  +5.8578628141446155E+04	  +5.8578334424804081E+04	  +7.9056223579637901E+01	  +1.1154210177940818E+02	  +1.4135214677755417E+02	  +1.8818140056714776E+02	
  +9.5750000000000000E+01	  +5.0638526715664273E+04	  +5.0632478640896552E+04	  +5.8375118206347972E+04	  +5.8376458012043215E+04	  +7.8987030615363125E+01	  +1.1145798429867682E+02	  +1.4122655036549551E+02	  +1.8803968624602408E+02	
  +9.5875000000000000E+01	  +5.0474164015623021E+04	  +5.0468288314911202E+04	  +5.8177988642356395E+04	  +5.8178984859971839E+04	  +7.8918651272401576E+01	  +1.1137607459740559E+02	  +1.4110414277319876E+02	  +1.8790167967563579E+02	
  +9.6000000000000000E+01	  +5.0314884562591527E+04	  +5.0309230217983350E+04	  +5.7987328737134434E+04	  +5.7988374075959888E+04	  +7.8852801471168846E+01	  +1.1129680556310113E+02	  +1.4098580368853527E+02	  +1.8776821468537560E+02	
  +9.6125000000000000E+01	  +5.0165640566949143E+04	  +5.0159981515694002E+04	  +5.7807489988714391E+04	  +5.7805038114269308E+04	  +7.8853599987470815E+01	  +1.1123071808377276E+02	  +1.4087511146489987E+02	  +1.8764061318433804E+02	
  +9.6250000000000000E+01	  +4.9968214146976956E+04	  +4.9964295975443638E+04	  +5.7587226992404219E+04	  +5.7561740309839050E+04	  +7.8934450087141670E+01	  +1.1112729635177438E+02	  +1.4072744310358203E+02	  +1.8747106191996946E+02	
  +9.6375000000000000E+01	  +4.9712079271910639E+04	  +4.9709399306865453E+04	  +5.7285511943384423E+04	  +5.7282169735416603E+04	  +7.8924703613024604E+01	  +1.1099733703337559E+02	  +1.4055720766899839E+02	  +1.8728003090955733E+02	
  +9.6500000000000000E+01	  +4.9516760418095640E+04	  +4.9512965565482715E+04	  +5.7047769689492547E+04	  +5.7022974744344210E+04	  +7.9011212365344718E+01	  +1.1087779485235073E+02	  +1.4039919510908467E+02	  +1.8709805124375436E+02	
  +9.6625000000000000E+01	  +4.9264962782663002E+04	  +4.9261974025451957E+04	  +5.6751729839899715E+04	  +5.6747740245392321E+04	  +7.8940177532395367E+01	  +1.1073919887692055E+02	  +1.4022977245326376E+02	  +1.8690654759612764E+02	
  +9.6750000000000000E+01	  +4.9033352381969933E+04	  +4.9038821771074130E+04	  +5.6479314850836592E+04	  +5.6549432175015652E+04	  +7.8881175002605019E+01	  +1.1061437507843122E+02	  +1.4011325458141295E+02	  +1.8676533976452069E+02	
  +9.6875000000000000E+01	  +4.8946738218154416E+04	  +4.8951134746716896E+04	  +5.6375537043445991E+04	  +5.6407539178721388E+04	  +7.8885314110665604E+01	  +1.1054359875046219E+02	  +1.4002053834761716E+02	  +1.8665733839504506E+02	
  +9.7000000000000000E+01	  +4.8765931357916852E+04	  +4.8765084272355554E+04	  +5.6154447268345692E+04	  +5.6217942243034100E+04	  +7.8772036542569310E+01	  +1.1044344547170175E+02	  +1.3990521945770374E+02	  +1.8652863017227557E+02	
  +9.7125000000000000E+01	  +4.8653828592001191E+04	  +4.8662523804856071E+04	  +5.6033446224797401E+04	  +5.6069240722560862E+04	  +7.8739758085009072E+01	  +1.1035615414116725E+02	  +1.3980801687215470E+02	  +1.8642019463663723E+02	
  +9.7250000000000000E+01	  +4.8483714536601401E+04	  +4.8489124096695341E+04	  +5.5826478769783324E+04	  +5.5877021375402925E+04	  +7.8741115627682788E+01	  +1.1025052685230553E+02	  +1.3968999808524254E+02	  +1.8628827483536784E+02	
  +9.7375000000000000E+01	  +4.8313369811245248E+04	  +4.8317665729487911E+04	  +5.5623053205611461E+04	  +5.5677653059642937E+04	  +7.8698617189183608E+01	  +1.1014474909691997E+02	  +1.3956699476634887E+02	  +1.8614741950240742E+02	
  +9.7500000000000000E+01	  +4.8149783055228851E+04	  +4.8153765586701258E+04	  +5.5428832278839887E+04	  +5.5481873964094375E+04	  +7.8658619145738186E+01	  +1.1004122616278327E+02	  +1.3944476690218809E+02	  +1.8600901957192693E+02	
  +9.7625000000000000E+01	  +4.7984613225768080E+04	  +4.7989003963197458E+04	  +5.5232876656564615E+04	  +5.5285358477486174E+04	  +7.8621707773907559E+01	  +1.0994185585700096E+02	  +1.3932217059057484E+02	  +1.8587041973990915E+02	
  +9.7750000000000000E+01	  +4.7861489085475703E+04	  +4.7861489085475703E+04	  +5.5083014271136162E+04	  +5.5123460811444493E+04	  +7.8569549270747643E+01	  +1.0985867135120915E+02	  +1.3921965537125379E+02	  +1.8575367847335443E+02	
  +9.7875000000000000E+01	  +4.7746620903427160E+04	  +4.7746620903427160E+04	  +5.4948132778912011E+04	  +5.4983575226452580E+04	  +7.8518405739407001E+01	  +1.0978155860113587E+02	  +1.3913042073614463E+02	  +1.8565387419922385E+02	
  +9.8000000000000000E+01	  +4.7630206567056870E+04	  +4.7630206567056870E+04	  +5.4810786202622920E+04	  +5.4846462262258123E+04	  +7.8471309350915092E+01	  +1.0970412655140788E+02	  +1.3904392788189062E+02	  +1.8555687662336749E+02	
  +9.8125000000000000E+01	  +4.7520969121620918E+04	  +4.7520969121620918E+04	  +5.4682098328756540E+04	  +5.4716170898166223E+04	  +7.8423607224825645E+01	  +1.0963152800485132E+02	  +1.3896147929337801E+02	  +1.8546402760344267E+02	
