 TIME                    	m_steamhigh_sec          	m_steamlow_sec           	Qdh                      	
  +6.7000000000000000E+01	  +6.6006727408544581E+00	  +7.9713880571101852E+00	  +3.1011671719371101E+04	
  +6.7125000000000000E+01	  +6.6039468925809892E+00	  +7.9693611724938700E+00	  +3.1008307998558572E+04	
  +6.7250000000000000E+01	  +6.6105114950048005E+00	  +7.9546009705730940E+00	  +3.1001576994401446E+04	
  +6.7375000000000000E+01	  +6.6173884250519981E+00	  +7.9546009705730940E+00	  +3.0994841240201640E+04	
  +6.7500000000000000E+01	  +6.6241996352031096E+00	  +7.9377521587132955E+00	  +3.0988100735959088E+04	
  +6.7625000000000000E+01	  +6.6279732670884028E+00	  +7.9377521587132955E+00	  +3.0984728702571796E+04	
  +6.7750000000000000E+01	  +6.6280021351740297E+00	  +7.9384834477043285E+00	  +3.0984728702571796E+04	
  +6.7875000000000000E+01	  +6.6280148152539562E+00	  +7.9334798296696052E+00	  +3.0984728702571796E+04	
  +6.8000000000000000E+01	  +6.6280595240766411E+00	  +7.9340054031612786E+00	  +3.0984728702571796E+04	
  +6.8125000000000000E+01	  +6.6434203565351559E+00	  +7.9123312036475308E+00	  +3.0987106223822535E+04	
  +6.8250000000000000E+01	  +6.6731442446338489E+00	  +7.8824534954382317E+00	  +3.0991792614915088E+04	
  +6.8375000000000000E+01	  +6.7055537541631116E+00	  +7.8503097422830210E+00	  +3.0996387470795704E+04	
  +6.8500000000000000E+01	  +6.7351641320485021E+00	  +7.8153859906007694E+00	  +3.1000890791464342E+04	
  +6.8625000000000000E+01	  +6.7523742297702380E+00	  +7.8041292760106602E+00	  +3.1003108126094201E+04	
  +6.8750000000000000E+01	  +6.7524321195304466E+00	  +7.8041292760106602E+00	  +3.1003108126094201E+04	
  +6.8875000000000000E+01	  +6.7524519984528810E+00	  +7.8020960706495881E+00	  +3.1003108126094201E+04	
  +6.9000000000000000E+01	  +6.7526636101780584E+00	  +7.7984434562134792E+00	  +3.1003108126094201E+04	
  +6.9125000000000000E+01	  +6.7944111348123535E+00	  +7.7566369244308309E+00	  +3.1026993048282005E+04	
  +6.9250000000000000E+01	  +6.8788082808583209E+00	  +7.6765043764764140E+00	  +3.1074610828425211E+04	
  +6.9375000000000000E+01	  +6.9638226340427529E+00	  +7.6007816534682213E+00	  +3.1122025856258551E+04	
  +6.9500000000000000E+01	  +7.0482006785330853E+00	  +7.5186600038285700E+00	  +3.1169238131782004E+04	
  +6.9625000000000000E+01	  +7.0923300680403480E+00	  +7.4800386958149891E+00	  +3.1192768237427532E+04	
  +6.9750000000000000E+01	  +7.0985420089344524E+00	  +7.5076481119591447E+00	  +3.1192768237427532E+04	
  +6.9875000000000000E+01	  +7.0984419309814966E+00	  +7.5044411841712426E+00	  +3.1192768237427532E+04	
  +7.0000000000000000E+01	  +7.0963395142969565E+00	  +7.5004413821157678E+00	  +3.1192768237427532E+04	
  +7.0125000000000000E+01	  +7.0639164592215371E+00	  +7.5329050432458891E+00	  +3.1174572458962073E+04	
  +7.0250000000000000E+01	  +6.9955836389645070E+00	  +7.5994441158370529E+00	  +3.1131748768595222E+04	
  +7.0375000000000000E+01	  +6.9218502066431871E+00	  +7.6630868380217789E+00	  +3.1080348900313726E+04	
  +7.0500000000000000E+01	  +6.8462931020535773E+00	  +7.7275719844292547E+00	  +3.1020372854117661E+04	
  +7.0625000000000000E+01	  +6.8068055788034449E+00	  +7.7709002299320824E+00	  +3.0987168764301634E+04	
  +7.0750000000000000E+01	  +6.8024596892319478E+00	  +7.7444385508836300E+00	  +3.0987168764301634E+04	
  +7.0875000000000000E+01	  +6.8018143977812642E+00	  +7.7444385508836300E+00	  +3.0987168764301634E+04	
  +7.1000000000000000E+01	  +6.8027127793082904E+00	  +7.7479459692685531E+00	  +3.0987168764301634E+04	
  +7.1125000000000000E+01	  +6.8029223215598735E+00	  +7.7529397041197079E+00	  +3.0982627169242100E+04	
  +7.1250000000000000E+01	  +6.8020687184460265E+00	  +7.7545114256501293E+00	  +3.0973460973937435E+04	
  +7.1375000000000000E+01	  +6.8000144816638874E+00	  +7.7455977334790420E+00	  +3.0964184105052020E+04	
  +7.1500000000000000E+01	  +6.7981416093409006E+00	  +7.7455977334790420E+00	  +3.0954796562585816E+04	
  +7.1625000000000000E+01	  +6.7989549951634309E+00	  +7.7563851102203563E+00	  +3.0950061288759920E+04	
  +7.1750000000000000E+01	  +6.7994279604758550E+00	  +7.7563851102203563E+00	  +3.0950061288759920E+04	
  +7.1875000000000000E+01	  +6.7986094966826380E+00	  +7.7546782460869439E+00	  +3.0950061288759920E+04	
  +7.2000000000000000E+01	  +6.7976185910610880E+00	  +7.7503144935080712E+00	  +3.0950061288759920E+04	
  +7.2125000000000000E+01	  +6.7992530943094796E+00	  +7.7445209322107509E+00	  +3.0953589259043532E+04	
  +7.2250000000000000E+01	  +6.8027047920034338E+00	  +7.7439674440191508E+00	  +3.0960645459397609E+04	
  +7.2375000000000000E+01	  +6.8064980028787412E+00	  +7.7371291716473110E+00	  +3.0967702006134085E+04	
  +7.2500000000000000E+01	  +6.8098760731615746E+00	  +7.7350020756605700E+00	  +3.0974758899253007E+04	
  +7.2625000000000000E+01	  +6.8107301938208504E+00	  +7.7189328905190200E+00	  +3.0978287475705867E+04	
  +7.2750000000000000E+01	  +6.8105716340285349E+00	  +7.7189328905190200E+00	  +3.0978287475705867E+04	
  +7.2875000000000000E+01	  +6.8112692604741918E+00	  +7.7189510236011989E+00	  +3.0978287475705867E+04	
  +7.3000000000000000E+01	  +6.8116491728074315E+00	  +7.7187196546326735E+00	  +3.0978287475705867E+04	
  +7.3125000000000000E+01	  +6.8114976288631395E+00	  +7.7179387655448783E+00	  +3.0970162642221007E+04	
  +7.3250000000000000E+01	  +6.8106914814772939E+00	  +7.7201679214673717E+00	  +3.0953890022710511E+04	
  +7.3375000000000000E+01	  +6.8099711187715624E+00	  +7.7187057606313907E+00	  +3.0937586799812372E+04	
  +7.3500000000000000E+01	  +6.8093156652031075E+00	  +7.7211685982648497E+00	  +3.0921252973526560E+04	
  +7.3625000000000000E+01	  +6.8095587433848284E+00	  +7.7218185631098102E+00	  +3.0913074584113278E+04	
  +7.3750000000000000E+01	  +6.8096060641267879E+00	  +7.7293668408314140E+00	  +3.0913074584113278E+04	
  +7.3875000000000000E+01	  +6.8089406405227004E+00	  +7.7281955712302270E+00	  +3.0913074584113278E+04	
  +7.4000000000000000E+01	  +6.8087028129924727E+00	  +7.7266109281480251E+00	  +3.0913074584113278E+04	
  +7.4125000000000000E+01	  +6.8362151391503385E+00	  +7.6985632981685201E+00	  +3.0921912819763336E+04	
  +7.4250000000000000E+01	  +6.8876483493186393E+00	  +7.6395113222275377E+00	  +3.0939094705883927E+04	
  +7.4375000000000000E+01	  +6.9432635234934228E+00	  +7.5874562420791527E+00	  +3.0955617145098513E+04	
  +7.4500000000000000E+01	  +6.9972764182319125E+00	  +7.5237966513619803E+00	  +3.0971480137407059E+04	
  +7.4625000000000000E+01	  +7.0256129765537318E+00	  +7.5041604837951814E+00	  +3.0979164340971543E+04	
  +7.4750000000000000E+01	  +7.0252060977588728E+00	  +7.5041604837951814E+00	  +3.0979164340971543E+04	
  +7.4875000000000000E+01	  +7.0256410268448981E+00	  +7.4999032160356585E+00	  +3.0979164340971543E+04	
  +7.5000000000000000E+01	  +7.0263859908845996E+00	  +7.4971147275572374E+00	  +3.0979164340971543E+04	
  +7.5125000000000000E+01	  +7.0058539753560822E+00	  +7.5180992192344434E+00	  +3.0964105894629007E+04	
  +7.5250000000000000E+01	  +6.9666918052313624E+00	  +7.5617362112624509E+00	  +3.0932446999398067E+04	
  +7.5375000000000000E+01	  +6.9217680414638521E+00	  +7.6021403138686905E+00	  +3.0898732100772610E+04	
  +7.5500000000000000E+01	  +6.8769364340677113E+00	  +7.6427549750951060E+00	  +3.0862961198752662E+04	
  +7.5625000000000000E+01	  +6.8532585803189372E+00	  +7.6612785449967182E+00	  +3.0844304746469752E+04	
  +7.5750000000000000E+01	  +6.8509923602442031E+00	  +7.6380123190552123E+00	  +3.0844304746469752E+04	
  +7.5875000000000000E+01	  +6.8504246804742372E+00	  +7.6380123190552123E+00	  +3.0844304746469752E+04	
  +7.6000000000000000E+01	  +6.8507339000970378E+00	  +7.6403187291924421E+00	  +3.0844304746469752E+04	
  +7.6125000000000000E+01	  +6.8514637601073280E+00	  +7.6458262623542801E+00	  +3.0830097774125257E+04	
  +7.6250000000000000E+01	  +6.8517239198345639E+00	  +7.6471663277959054E+00	  +3.0801619532145767E+04	
  +7.6375000000000000E+01	  +6.8514260977224266E+00	  +7.6440197599364268E+00	  +3.0773055560445548E+04	
  +7.6500000000000000E+01	  +6.8520132667261029E+00	  +7.6438816951883046E+00	  +3.0744405859024606E+04	
  +7.6625000000000000E+01	  +6.8472327609685726E+00	  +7.6142109445079198E+00	  +3.0730048859668874E+04	
  +7.6750000000000000E+01	  +6.8492259651588654E+00	  +7.6175930626206707E+00	  +3.0730048859668874E+04	
  +7.6875000000000000E+01	  +6.8493870649703901E+00	  +7.6242136936197644E+00	  +3.0730048859668874E+04	
  +7.7000000000000000E+01	  +6.8492640590121345E+00	  +7.6220877895050334E+00	  +3.0730048859668874E+04	
  +7.7125000000000000E+01	  +6.9224224252491648E+00	  +7.5397026251799222E+00	  +3.0776142287894989E+04	
  +7.7250000000000000E+01	  +7.0725612903635735E+00	  +7.3967554477616098E+00	  +3.0862239288919031E+04	
  +7.7375000000000000E+01	  +7.2224134443764889E+00	  +7.2893866376555909E+00	  +3.0940216482705455E+04	
  +7.7500000000000000E+01	  +7.3518667189773650E+00	  +7.1504459641770044E+00	  +3.1010073869254251E+04	
  +7.7625000000000000E+01	  +7.4241726542157576E+00	  +7.0870929230276465E+00	  +3.1041957634814557E+04	
  +7.7750000000000000E+01	  +7.4272176610727758E+00	  +7.1063478095128811E+00	  +3.1041957634814557E+04	
  +7.7875000000000000E+01	  +7.4278318572519728E+00	  +7.1063478095128811E+00	  +3.1041957634814557E+04	
  +7.8000000000000000E+01	  +7.4278192392430906E+00	  +7.1052104621245729E+00	  +3.1041957634814557E+04	
  +7.8125000000000000E+01	  +7.4537545662222904E+00	  +7.0714367203034092E+00	  +3.1049667232794302E+04	
  +7.8250000000000000E+01	  +7.5084077945960397E+00	  +7.0313694945399234E+00	  +3.1062871945092455E+04	
  +7.8375000000000000E+01	  +7.5605094311551682E+00	  +6.9848962204946297E+00	  +3.1073124012508866E+04	
  +7.8500000000000000E+01	  +7.6126982619415644E+00	  +6.9332384371069340E+00	  +3.1080423435043500E+04	
  +7.8625000000000000E+01	  +7.6402100305313381E+00	  +6.9123881981346464E+00	  +3.1082965904480159E+04	
  +7.8750000000000000E+01	  +7.6400722054186492E+00	  +6.9123881981346464E+00	  +3.1082965904480159E+04	
  +7.8875000000000000E+01	  +7.6404666290837717E+00	  +6.9121245466429304E+00	  +3.1082965904480159E+04	
  +7.9000000000000000E+01	  +7.6413603685332019E+00	  +6.9136052447339171E+00	  +3.1082965904480159E+04	
  +7.9125000000000000E+01	  +7.7113280308732630E+00	  +6.8469821435827889E+00	  +3.1137281659115761E+04	
  +7.9250000000000000E+01	  +7.8507492740756284E+00	  +6.7117662852545044E+00	  +3.1240138338153916E+04	
  +7.9375000000000000E+01	  +8.0012039922493674E+00	  +6.6188670796604496E+00	  +3.1335295243548055E+04	
  +7.9500000000000000E+01	  +8.1237697939123805E+00	  +6.4770478487574463E+00	  +3.1422752375298107E+04	
  +7.9625000000000000E+01	  +8.2016736144436688E+00	  +6.4380602272652876E+00	  +3.1463593526056615E+04	
  +7.9750000000000000E+01	  +8.2022463817913831E+00	  +6.4380602272652876E+00	  +3.1463593526056615E+04	
  +7.9875000000000000E+01	  +8.1998786360122189E+00	  +6.4380602272652876E+00	  +3.1463593526056615E+04	
  +8.0000000000000000E+01	  +8.2000216183640813E+00	  +6.4318973675102029E+00	  +3.1463593526056615E+04	
  +8.0125000000000000E+01	  +8.2153350378770877E+00	  +6.4078768228526028E+00	  +3.1480064753050610E+04	
  +8.0250000000000000E+01	  +8.2497824122040502E+00	  +6.3781174272023460E+00	  +3.1512991531909149E+04	
  +8.0375000000000000E+01	  +8.2897316683274518E+00	  +6.3581751785249132E+00	  +3.1545897410595077E+04	
  +8.0500000000000000E+01	  +8.3236500115529122E+00	  +6.3208628112742096E+00	  +3.1578782389108426E+04	
  +8.0625000000000000E+01	  +8.3507130392779914E+00	  +6.3671289915829608E+00	  +3.1595217040800366E+04	
  +8.0750000000000000E+01	  +8.3522212122564543E+00	  +6.3671289915829608E+00	  +3.1595217040800366E+04	
  +8.0875000000000000E+01	  +8.3471349062163451E+00	  +6.3545590543193358E+00	  +3.1595217040800366E+04	
  +8.1000000000000000E+01	  +8.3460224299798362E+00	  +6.3545590543193358E+00	  +3.1595217040800366E+04	
  +8.1125000000000000E+01	  +8.3278784388465859E+00	  +6.3568635274136618E+00	  +3.1608649791849075E+04	
  +8.1250000000000000E+01	  +8.3040914013600098E+00	  +6.4457397009430650E+00	  +3.1632805107741457E+04	
  +8.1375000000000000E+01	  +8.2647274408739033E+00	  +6.4687106623864077E+00	  +3.1653346842027178E+04	
  +8.1500000000000000E+01	  +8.2308929591398634E+00	  +6.5096366171204307E+00	  +3.1670274994706226E+04	
  +8.1625000000000000E+01	  +8.2068241606938948E+00	  +6.5180342048074191E+00	  +3.1677383977943253E+04	
  +8.1750000000000000E+01	  +8.2072851776205678E+00	  +6.5280876078912637E+00	  +3.1677383977943253E+04	
  +8.1875000000000000E+01	  +8.2077381145108781E+00	  +6.5280876078912637E+00	  +3.1677383977943253E+04	
  +8.2000000000000000E+01	  +8.2115244650238992E+00	  +6.5673206235839574E+00	  +3.1677383977943253E+04	
  +8.2125000000000000E+01	  +8.2858681585560738E+00	  +6.4779405656862403E+00	  +3.1912663973134822E+04	
  +8.2250000000000000E+01	  +8.4632540729715373E+00	  +6.3606247617553935E+00	  +3.2379624974059941E+04	
  +8.2375000000000000E+01	  +8.6147506240166205E+00	  +6.2829062767451349E+00	  +3.2841787322374352E+04	
  +8.2500000000000000E+01	  +8.7790851902082725E+00	  +6.1989105067745207E+00	  +3.3299151018078075E+04	
  +8.2625000000000000E+01	  +8.8587762269892227E+00	  +6.2176552720245279E+00	  +3.3526033371200916E+04	
  +8.2750000000000000E+01	  +8.8661486982574669E+00	  +6.2751957686279072E+00	  +3.3526033371200916E+04	
  +8.2875000000000000E+01	  +8.8559499041518812E+00	  +6.2705106906668648E+00	  +3.3526033371200916E+04	
  +8.3000000000000000E+01	  +8.8669688268125206E+00	  +6.3277628921979954E+00	  +3.3526033371200916E+04	
  +8.3125000000000000E+01	  +8.8679278566069826E+00	  +6.3044099528350745E+00	  +3.3649138995459914E+04	
  +8.3250000000000000E+01	  +8.8822260968792772E+00	  +6.3603553211912711E+00	  +3.3888850769131270E+04	
  +8.3375000000000000E+01	  +8.8904552025949570E+00	  +6.4163576307843568E+00	  +3.4119896576340383E+04	
  +8.3500000000000000E+01	  +8.8944697504522612E+00	  +6.4697361583856106E+00	  +3.4342276417087283E+04	
  +8.3625000000000000E+01	  +8.8953366085848895E+00	  +6.5269989027409139E+00	  +3.4450216600037384E+04	
  +8.3750000000000000E+01	  +8.8931254143873932E+00	  +6.5659960897877996E+00	  +3.4450216600037384E+04	
  +8.3875000000000000E+01	  +8.8978723966510351E+00	  +6.6072355365860895E+00	  +3.4450216600037384E+04	
  +8.4000000000000000E+01	  +8.8974949631790476E+00	  +6.6217133127551895E+00	  +3.4450216600037384E+04	
  +8.4125000000000000E+01	  +8.8447725699263451E+00	  +6.7049485227700449E+00	  +3.4436036305042224E+04	
  +8.4250000000000000E+01	  +8.7326345284001547E+00	  +6.8218963687283622E+00	  +3.4405790803722921E+04	
  +8.4375000000000000E+01	  +8.6200558643231666E+00	  +6.9542554535299921E+00	  +3.4373032087298270E+04	
  +8.4500000000000000E+01	  +8.5044047226874220E+00	  +7.0783514821227929E+00	  +3.4337760155768316E+04	
  +8.4625000000000000E+01	  +8.4466728605978858E+00	  +7.1584291125512864E+00	  +3.4319181734338854E+04	
  +8.4750000000000000E+01	  +8.4467948013083500E+00	  +7.1807068154423179E+00	  +3.4319181734338854E+04	
  +8.4875000000000000E+01	  +8.4486623903318439E+00	  +7.1990713260443941E+00	  +3.4319181734338854E+04	
  +8.5000000000000000E+01	  +8.4482148092058438E+00	  +7.2188930100149280E+00	  +3.4319181734338854E+04	
  +8.5125000000000000E+01	  +8.4301470817077409E+00	  +7.2557049415323478E+00	  +3.4304181881754732E+04	
  +8.5250000000000000E+01	  +8.3925031504566494E+00	  +7.3045130895356625E+00	  +3.4274109461887834E+04	
  +8.5375000000000000E+01	  +8.3566857085898594E+00	  +7.3433979631754243E+00	  +3.4243940089089388E+04	
  +8.5500000000000000E+01	  +8.3217821691333160E+00	  +7.4156037066253528E+00	  +3.4213673763359373E+04	
  +8.5625000000000000E+01	  +8.2994642029080214E+00	  +7.4218276157436494E+00	  +3.4198504243145042E+04	
  +8.5750000000000000E+01	  +8.3024778525296785E+00	  +7.4551567219157047E+00	  +3.4198504243145042E+04	
  +8.5875000000000000E+01	  +8.2995836190907486E+00	  +7.4529974655279014E+00	  +3.4198504243145042E+04	
  +8.6000000000000000E+01	  +8.3034651448227113E+00	  +7.4833044585374529E+00	  +3.4198504243145042E+04	
  +8.6125000000000000E+01	  +8.3044563620887875E+00	  +7.4623155945344362E+00	  +3.4202975557585058E+04	
  +8.6250000000000000E+01	  +8.3234591339440662E+00	  +7.5031083616177412E+00	  +3.4210901846974652E+04	
  +8.6375000000000000E+01	  +8.3317446528999657E+00	  +7.4779603551557807E+00	  +3.4217473017043718E+04	
  +8.6500000000000000E+01	  +8.3445299661351893E+00	  +7.4975592282832588E+00	  +3.4222689067792198E+04	
  +8.6625000000000000E+01	  +8.3507600871555265E+00	  +7.4975592282832588E+00	  +3.4224788923421242E+04	
  +8.6750000000000000E+01	  +8.3500739401689774E+00	  +7.4913555069283353E+00	  +3.4224788923421242E+04	
  +8.6875000000000000E+01	  +8.3547251545390200E+00	  +7.5335059487887941E+00	  +3.4224788923421242E+04	
  +8.7000000000000000E+01	  +8.3482131375005615E+00	  +7.5164433357993463E+00	  +3.4224788923421242E+04	
  +8.7125000000000000E+01	  +8.3679805616526952E+00	  +7.5369199809330825E+00	  +3.4237436255381450E+04	
  +8.7250000000000000E+01	  +8.3977438710881422E+00	  +7.4994566481130684E+00	  +3.4262559263753050E+04	
  +8.7375000000000000E+01	  +8.4343278085172049E+00	  +7.4962696911238034E+00	  +3.4287453398059617E+04	
  +8.7500000000000000E+01	  +8.4652634172792780E+00	  +7.4630471180570437E+00	  +3.4312118658301079E+04	
  +8.7625000000000000E+01	  +8.4843047223770967E+00	  +7.4771805065086454E+00	  +3.4324365460647430E+04	
  +8.7750000000000000E+01	  +8.4848203951022274E+00	  +7.4740418410084981E+00	  +3.4324365460647430E+04	
  +8.7875000000000000E+01	  +8.4840148887748743E+00	  +7.4908722564606709E+00	  +3.4324365460647430E+04	
  +8.8000000000000000E+01	  +8.4847376503702421E+00	  +7.4908722564606709E+00	  +3.4324365460647430E+04	
  +8.8125000000000000E+01	  +8.4585128382623349E+00	  +7.5147862664443501E+00	  +3.4309846585244806E+04	
  +8.8250000000000000E+01	  +8.4054421522484812E+00	  +7.5598871279580937E+00	  +3.4280036672074973E+04	
  +8.8375000000000000E+01	  +8.3540476682723881E+00	  +7.6500410168624056E+00	  +3.4249197209085716E+04	
  +8.8500000000000000E+01	  +8.2978176394925658E+00	  +7.6886480635159939E+00	  +3.4217328196277042E+04	
  +8.8625000000000000E+01	  +8.2687188964635698E+00	  +7.7118246490745452E+00	  +3.4201007608690408E+04	
  +8.8750000000000000E+01	  +8.2690196617410407E+00	  +7.7210020275302655E+00	  +3.4201007608690408E+04	
  +8.8875000000000000E+01	  +8.2689380468347125E+00	  +7.7210020275302655E+00	  +3.4201007608690408E+04	
  +8.9000000000000000E+01	  +8.2678744315674066E+00	  +7.7219298110594670E+00	  +3.4201007608690408E+04	
  +8.9125000000000000E+01	  +8.1151202972377163E+00	  +7.8888030738201094E+00	  +3.3909924116164897E+04	
  +8.9250000000000000E+01	  +7.8044076094472867E+00	  +8.1456704383231759E+00	  +3.3329496224732706E+04	
  +8.9375000000000000E+01	  +7.4923529407827436E+00	  +8.3545858055273854E+00	  +3.2751387124792374E+04	
  +8.9500000000000000E+01	  +7.1767547709490982E+00	  +8.5531817316820167E+00	  +3.2175596816343863E+04	
  +8.9625000000000000E+01	  +7.0211091754366493E+00	  +8.6180761003020478E+00	  +3.1888571208929046E+04	
  +8.9750000000000000E+01	  +7.0191179158982875E+00	  +8.5700882960651050E+00	  +3.1888571208929046E+04	
  +8.9875000000000000E+01	  +7.0179880489250355E+00	  +8.5623456481884901E+00	  +3.1888571208929046E+04	
  +9.0000000000000000E+01	  +7.0123635928272821E+00	  +8.5139013932129188E+00	  +3.1888571208929046E+04	
  +9.0125000000000000E+01	  +7.0015481731135623E+00	  +8.5496860129178582E+00	  +3.1844221220477950E+04	
  +9.0250000000000000E+01	  +6.9647060264705791E+00	  +8.5384551682287295E+00	  +3.1754664006500374E+04	
  +9.0375000000000000E+01	  +6.9250833261831213E+00	  +8.5238043979950628E+00	  +3.1663963809755645E+04	
  +9.0500000000000000E+01	  +6.8892849112558920E+00	  +8.5292857556056187E+00	  +3.1572120630243797E+04	
  +9.0625000000000000E+01	  +6.8701573184527804E+00	  +8.5108225241209965E+00	  +3.1525770421950168E+04	
  +9.0750000000000000E+01	  +6.8720680547183877E+00	  +8.4922206805987592E+00	  +3.1525770421950168E+04	
  +9.0875000000000000E+01	  +6.8724131801812707E+00	  +8.4830081315533938E+00	  +3.1525770421950168E+04	
  +9.1000000000000000E+01	  +6.8700094125918083E+00	  +8.4540959075256108E+00	  +3.1525770421950168E+04	
  +9.1125000000000000E+01	  +6.8588641912396726E+00	  +8.4748396230565213E+00	  +3.1523560086718113E+04	
  +9.1250000000000000E+01	  +6.8292852412021494E+00	  +8.4463350668101533E+00	  +3.1518616964417724E+04	
  +9.1375000000000000E+01	  +6.8029840431610165E+00	  +8.4794448897491161E+00	  +3.1512977239669010E+04	
  +9.1500000000000000E+01	  +6.7740340785551281E+00	  +8.4704923108124461E+00	  +3.1506640912471954E+04	
  +9.1625000000000000E+01	  +6.7632716665982331E+00	  +8.4952804169509974E+00	  +3.1503211522955302E+04	
  +9.1750000000000000E+01	  +6.7598656423977568E+00	  +8.4483392921595151E+00	  +3.1503211522955302E+04	
  +9.1875000000000000E+01	  +6.7599043643419261E+00	  +8.4498811427898506E+00	  +3.1503211522955302E+04	
  +9.2000000000000000E+01	  +6.7610798820079694E+00	  +8.4297177420265310E+00	  +3.1503211522955302E+04	
  +9.2125000000000000E+01	  +6.6857136730229350E+00	  +8.5101740018302703E+00	  +3.1381683841843136E+04	
  +9.2250000000000000E+01	  +6.5201644686291207E+00	  +8.6181193259434519E+00	  +3.1139129913040011E+04	
  +9.2375000000000000E+01	  +6.3593646411750520E+00	  +8.7211424240784901E+00	  +3.0897244562131753E+04	
  +9.2500000000000000E+01	  +6.1991218351394277E+00	  +8.8241347647363977E+00	  +3.0656027789118409E+04	
  +9.2625000000000000E+01	  +6.1184752514001826E+00	  +8.8474754449672623E+00	  +3.0535670119322327E+04	
  +9.2750000000000000E+01	  +6.1157381566585016E+00	  +8.7975040809244298E+00	  +3.0535670119322327E+04	
  +9.2875000000000000E+01	  +6.1199554084826486E+00	  +8.8164587570368482E+00	  +3.0535670119322327E+04	
  +9.3000000000000000E+01	  +6.1187670791668385E+00	  +8.7734829598686694E+00	  +3.0535670119322327E+04	
  +9.3125000000000000E+01	  +5.8473769170033965E+00	  +9.0347587080074909E+00	  +2.9947844763606648E+04	
  +9.3250000000000000E+01	  +5.2997732053184556E+00	  +9.4103325187953217E+00	  +2.8766943821910325E+04	
  +9.3375000000000000E+01	  +4.7564572621748367E+00	  +9.7255289849213291E+00	  +2.7579042573193976E+04	
  +9.3500000000000000E+01	  +4.2195906576588653E+00	  +1.0037805001845978E+01	  +2.6384141017457645E+04	
  +9.3625000000000000E+01	  +3.9535064009074765E+00	  +1.0067732714792617E+01	  +2.5784065124456967E+04	
  +9.3750000000000000E+01	  +3.9522304528756487E+00	  +9.9358670825522957E+00	  +2.5784065124456967E+04	
  +9.3875000000000000E+01	  +3.9506865271365976E+00	  +9.8912566280861380E+00	  +2.5784065124456967E+04	
  +9.4000000000000000E+01	  +3.9494844553525295E+00	  +9.8112074297537308E+00	  +2.5784065124456967E+04	
  +9.4125000000000000E+01	  +3.9586692393631666E+00	  +9.7399572394580893E+00	  +2.5784779468483830E+04	
  +9.4250000000000000E+01	  +3.9823689235111024E+00	  +9.6546268981707346E+00	  +2.5786198973146027E+04	
  +9.4375000000000000E+01	  +4.0046682125896984E+00	  +9.5717328119544387E+00	  +2.5787606233286184E+04	
  +9.4500000000000000E+01	  +4.0269868657062391E+00	  +9.4909790768097988E+00	  +2.5789001248904322E+04	
  +9.4625000000000000E+01	  +4.0362945552259175E+00	  +9.4222965136398731E+00	  +2.5789694165017616E+04	
  +9.4750000000000000E+01	  +4.0367489967595871E+00	  +9.3735234436328270E+00	  +2.5789694165017616E+04	
  +9.4875000000000000E+01	  +4.0357598937991002E+00	  +9.3204169076067256E+00	  +2.5789694165017616E+04	
  +9.5000000000000000E+01	  +4.0348475246828714E+00	  +9.2705695284718690E+00	  +2.5789694165017616E+04	
  +9.5125000000000000E+01	  +4.0407955551923918E+00	  +9.2150392118761513E+00	  +2.5790873625885746E+04	
  +9.5250000000000000E+01	  +4.0536391520422645E+00	  +9.1548794534625149E+00	  +2.5793083363982627E+04	
  +9.5375000000000000E+01	  +4.0665308317612219E+00	  +9.0960759929435326E+00	  +2.5795094190560303E+04	
  +9.5500000000000000E+01	  +4.0794707997198438E+00	  +9.0389595579913635E+00	  +2.5796906105618815E+04	
  +9.5625000000000000E+01	  +4.0856493890589398E+00	  +8.9890199975706242E+00	  +2.5797737471328368E+04	
  +9.5750000000000000E+01	  +4.0849082298812034E+00	  +8.9483218455700531E+00	  +2.5797737471328368E+04	
  +9.5875000000000000E+01	  +4.0841684865721781E+00	  +8.9091446091501751E+00	  +2.5797737471328368E+04	
  +9.6000000000000000E+01	  +4.0834531257827109E+00	  +8.8711601939783300E+00	  +2.5797737471328368E+04	
  +9.6125000000000000E+01	  +4.0555465456026480E+00	  +8.8626337234304060E+00	  +2.5740945511714643E+04	
  +9.6250000000000000E+01	  +4.0001231256292975E+00	  +8.8701802620920507E+00	  +2.5627387530054330E+04	
  +9.6375000000000000E+01	  +3.9431247524980586E+00	  +8.8650040498683733E+00	  +2.5513864131816888E+04	
  +9.6500000000000000E+01	  +3.8885512439727585E+00	  +8.8727190467665551E+00	  +2.5400375317002319E+04	
  +9.6625000000000000E+01	  +3.8588866164989928E+00	  +8.8414171639116095E+00	  +2.5343643878378600E+04	
  +9.6750000000000000E+01	  +3.8564503786573185E+00	  +8.7879670575382676E+00	  +2.5343643878378600E+04	
  +9.6875000000000000E+01	  +3.8571625240903336E+00	  +8.7666833969090945E+00	  +2.5343643878378600E+04	
  +9.7000000000000000E+01	  +3.8548381073092823E+00	  +8.7254274999025903E+00	  +2.5343643878378600E+04	
  +9.7125000000000000E+01	  +3.8531738363461101E+00	  +8.7015441750348952E+00	  +2.5315215676163374E+04	
  +9.7250000000000000E+01	  +3.8466643308606243E+00	  +8.6670908631142876E+00	  +2.5258396144862254E+04	
  +9.7375000000000000E+01	  +3.8404047743663128E+00	  +8.6331283867769155E+00	  +2.5201625777733621E+04	
