 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +1.0112500000000000E+02	  +1.2769141993173379E+01	  +1.1428770199085960E+01	  +3.8828797490124010E+01	  +4.6781683723040970E+01	  +2.7295174044546638E-01	  +2.4430010400538552E-01	  +7.9395542410482212E-01	
  +1.0125000000000000E+02	  +1.2783384819323810E+01	  +1.1441530402710388E+01	  +3.8848922135861628E+01	  +4.6805930284170628E+01	  +2.7311464042510536E-01	  +2.4444617024479517E-01	  +7.9427269585988225E-01	
  +1.0137500000000000E+02	  +1.2846117262485478E+01	  +1.1497433604262957E+01	  +3.9004053480819913E+01	  +4.6992835519060129E+01	  +2.7336331422850912E-01	  +2.4466354237338239E-01	  +7.9389496132214621E-01	
  +1.0150000000000000E+02	  +1.2904011818214414E+01	  +1.1549103912357564E+01	  +3.9127801715295249E+01	  +4.7141929777464149E+01	  +2.7372684739739023E-01	  +2.4498581129104580E-01	  +7.9408588233667321E-01	
  +1.0162500000000000E+02	  +1.2959960312036252E+01	  +1.1598951190000253E+01	  +3.9271736381326349E+01	  +4.7315345037742588E+01	  +2.7390607215689389E-01	  +2.4514142675590722E-01	  +7.9354834887955827E-01	
  +1.0175000000000000E+02	  +1.2989563156771151E+01	  +1.1625347352211655E+01	  +3.9331842773817876E+01	  +4.7387762378093825E+01	  +2.7411218645714958E-01	  +2.4532382979926820E-01	  +7.9408410094686632E-01	
  +1.0187500000000000E+02	  +1.2990219272908487E+01	  +1.1625976952990536E+01	  +3.9326690055059316E+01	  +4.7381554283203990E+01	  +2.7416194908391417E-01	  +2.4536926086259184E-01	  +7.9420143247623820E-01	
  +1.0200000000000000E+02	  +1.2981448327516954E+01	  +1.1618062901327981E+01	  +3.9297193346976933E+01	  +4.7346016080695094E+01	  +2.7418248465492373E-01	  +2.4538628300903950E-01	  +7.9454367673186355E-01	
  +1.0212500000000000E+02	  +1.2993512278653261E+01	  +1.1628963033769235E+01	  +3.9310986329154979E+01	  +4.7362634131512017E+01	  +2.7434099722101862E-01	  +2.4553032674405412E-01	  +7.9409887096269816E-01	
  +1.0225000000000000E+02	  +1.3135779559770608E+01	  +1.1755884055997550E+01	  +3.9623126524571724E+01	  +4.7738706656110509E+01	  +2.7515993791778270E-01	  +2.4625476640332919E-01	  +7.9379711271802778E-01	
  +1.0237500000000000E+02	  +1.3333316324990104E+01	  +1.1931978059901503E+01	  +4.0084114562169162E+01	  +4.8294113930324286E+01	  +2.7608574295879151E-01	  +2.4706899224025958E-01	  +7.9441239916848272E-01	
  +1.0250000000000000E+02	  +1.3515538121915331E+01	  +1.2094487071700327E+01	  +4.0484418301199007E+01	  +4.8776407591806027E+01	  +2.7709170866010668E-01	  +2.4795772523706902E-01	  +7.9473948700299324E-01	
  +1.0262500000000000E+02	  +1.3712203160935182E+01	  +1.2269654029862824E+01	  +4.0966376209045620E+01	  +4.9357079769934479E+01	  +2.7781633809883288E-01	  +2.4858954555364110E-01	  +7.9474910871029791E-01	
  +1.0275000000000000E+02	  +1.3788866403171111E+01	  +1.2337831211183421E+01	  +4.1176875045527780E+01	  +4.9610692825937079E+01	  +2.7794141983766296E-01	  +2.4869298347579316E-01	  +7.9406681762227871E-01	
  +1.0287500000000000E+02	  +1.3829468015390066E+01	  +1.2374017673364904E+01	  +4.1274292170698757E+01	  +4.9728062856263556E+01	  +2.7810188495303834E-01	  +2.4883369595818311E-01	  +7.9462546984301197E-01	
  +1.0300000000000000E+02	  +1.3868864623258942E+01	  +1.2409109790793904E+01	  +4.1369734044894592E+01	  +4.9843053066138062E+01	  +2.7825070436307303E-01	  +2.4896367753251247E-01	  +7.9444873044034348E-01	
  +1.0312500000000000E+02	  +1.3916050617313527E+01	  +1.2451125829475448E+01	  +4.1487659488966749E+01	  +4.9985131914417764E+01	  +2.7840379897646256E-01	  +2.4909658837739371E-01	  +7.9461387848831921E-01	
  +1.0325000000000000E+02	  +1.4013924013068330E+01	  +1.2538346081969650E+01	  +4.1702898462352124E+01	  +5.0244455978737491E+01	  +2.7891483229510455E-01	  +2.4954685721496600E-01	  +7.9404417025975194E-01	
  +1.0337500000000000E+02	  +1.4167765748920779E+01	  +1.2675390290656765E+01	  +4.2063054806701700E+01	  +5.0678379285182764E+01	  +2.7956232911858570E-01	  +2.5011435782759467E-01	  +7.9411903161124098E-01	
  +1.0350000000000000E+02	  +1.4291732628687109E+01	  +1.2785813359791574E+01	  +4.2351611238153382E+01	  +5.1026037636329370E+01	  +2.8008705536860506E-01	  +2.5057429406763043E-01	  +7.9425540683481988E-01	
  +1.0362500000000000E+02	  +1.4425394280715059E+01	  +1.2904776442323522E+01	  +4.2683509233554723E+01	  +5.1425914739222556E+01	  +2.8050826813417490E-01	  +2.5093917157843076E-01	  +7.9409995483505924E-01	
  +1.0375000000000000E+02	  +1.4497409630791386E+01	  +1.2968787330412281E+01	  +4.2879440933533338E+01	  +5.1661977028353412E+01	  +2.8062049624687879E-01	  +2.5103157247146540E-01	  +7.9416198478574285E-01	
  +1.0387500000000000E+02	  +1.4548925442222924E+01	  +1.3014714442953901E+01	  +4.2994683447567581E+01	  +5.1800823430804307E+01	  +2.8086282183636369E-01	  +2.5124531968761066E-01	  +7.9470303494759686E-01	
  +1.0400000000000000E+02	  +1.4596159421636033E+01	  +1.3056722739876768E+01	  +4.3120220895538239E+01	  +5.1952073368118356E+01	  +2.8095431953623085E-01	  +2.5132245728405023E-01	  +7.9435636561856715E-01	
  +1.0412500000000000E+02	  +1.4640038159372622E+01	  +1.3095640352521562E+01	  +4.3262089058691593E+01	  +5.2122998865893479E+01	  +2.8087482450961365E-01	  +2.5124495208372694E-01	  +7.9365372471883477E-01	
  +1.0425000000000000E+02	  +1.4671708424522432E+01	  +1.3123814643758614E+01	  +4.3333612231787448E+01	  +5.2209171363599332E+01	  +2.8101783731338187E-01	  +2.5136990879170795E-01	  +7.9387799449225804E-01	
  +1.0437500000000000E+02	  +1.4660469287755079E+01	  +1.3113657655563353E+01	  +4.3326868465458126E+01	  +5.2201046343925448E+01	  +2.8084627252804284E-01	  +2.5121445974788142E-01	  +7.9357815598922554E-01	
  +1.0450000000000000E+02	  +1.4683582156508979E+01	  +1.3134261837588397E+01	  +4.3386299450192432E+01	  +5.2272649939990877E+01	  +2.8090372639163624E-01	  +2.5126451122463772E-01	  +7.9349349143064574E-01	
  +1.0462500000000000E+02	  +1.4675665775764941E+01	  +1.3127132140956876E+01	  +4.3381419012078581E+01	  +5.2266769894070578E+01	  +2.8078386717809833E-01	  +2.5115636890440568E-01	  +7.9339704294408353E-01	
  +1.0475000000000000E+02	  +1.4703570895339503E+01	  +1.3151992405277699E+01	  +4.3448324814753377E+01	  +5.2347379294883581E+01	  +2.8088456563434161E-01	  +2.5124452422326271E-01	  +7.9347238649304908E-01	
  +1.0487500000000000E+02	  +1.4740554080119859E+01	  +1.3184927927724440E+01	  +4.3534599803957690E+01	  +5.2451325065009257E+01	  +2.8103301607442921E-01	  +2.5137454413940480E-01	  +7.9350184306006544E-01	
  +1.0500000000000000E+02	  +1.4769569943226223E+01	  +1.3210731775730585E+01	  +4.3608569596230275E+01	  +5.2540445296662980E+01	  +2.8110857949207918E-01	  +2.5143928075100730E-01	  +7.9339573439371192E-01	
  +1.0512500000000000E+02	  +1.4800762607440173E+01	  +1.3238476703362533E+01	  +4.3688189992954385E+01	  +5.2636373485487205E+01	  +2.8118887429661182E-01	  +2.5150814592142484E-01	  +7.9384400594123117E-01	
  +1.0525000000000000E+02	  +1.4908100539980387E+01	  +1.3334119912526910E+01	  +4.3916542761426363E+01	  +5.2911497302923323E+01	  +2.8175540855761655E-01	  +2.5200798677436426E-01	  +7.9344689131530344E-01	
  +1.0537500000000000E+02	  +1.5083439301315348E+01	  +1.3490215535901649E+01	  +4.4326447024265029E+01	  +5.3405357860560272E+01	  +2.8243307236509374E-01	  +2.5260041457121551E-01	  +7.9406974972505728E-01	
  +1.0550000000000000E+02	  +1.5221175244640669E+01	  +1.3612843861089219E+01	  +4.4640962905171833E+01	  +5.3784292656833529E+01	  +2.8300409827378759E-01	  +2.5310073236334824E-01	  +7.9389699270031944E-01	
  +1.0562500000000000E+02	  +1.5391433891486889E+01	  +1.3764311745295352E+01	  +4.5053468567760341E+01	  +5.4281287431036553E+01	  +2.8354953649619019E-01	  +2.5357378936125408E-01	  +7.9441846658833237E-01	
  +1.0575000000000000E+02	  +1.5454642842373502E+01	  +1.3820430970670795E+01	  +4.5240952591842124E+01	  +5.4507171797400147E+01	  +2.8353411730510386E-01	  +2.5355252373101467E-01	  +7.9392077054643928E-01	
  +1.0587500000000000E+02	  +1.5505352494424161E+01	  +1.3865543846859110E+01	  +4.5356998031947668E+01	  +5.4646985580659837E+01	  +2.8373664767909307E-01	  +2.5372934480335319E-01	  +7.9435719904588242E-01	
  +1.0600000000000000E+02	  +1.5550923023501849E+01	  +1.3906043726732497E+01	  +4.5475196484213960E+01	  +5.4789393354474647E+01	  +2.8383090360009994E-01	  +2.5380904725050751E-01	  +7.9429984338920934E-01	
  +1.0612500000000000E+02	  +1.5629243270008365E+01	  +1.3976008497312533E+01	  +4.5601272774220988E+01	  +5.4941292499061426E+01	  +2.8447170714586595E-01	  +2.5438077376048784E-01	  +7.9423410762606694E-01	
  +1.0625000000000000E+02	  +1.6042217356312619E+01	  +1.4343799893008958E+01	  +4.6476925514245522E+01	  +5.5996295800295805E+01	  +2.8648711717513065E-01	  +2.5615622762199186E-01	  +7.9586894770648808E-01	
  +1.0637500000000000E+02	  +1.6621682141970009E+01	  +1.4859356537493998E+01	  +4.7789429256924677E+01	  +5.7577625610752619E+01	  +2.8868300777699857E-01	  +2.5807518771178739E-01	  +7.9499104769920015E-01	
  +1.0650000000000000E+02	  +1.7209562898087668E+01	  +1.5382185001899526E+01	  +4.9117258189068082E+01	  +5.9177419504901302E+01	  +2.9081299999338950E-01	  +2.5993335178505905E-01	  +7.9391868641884955E-01	
  +1.0662500000000000E+02	  +1.7802684788014790E+01	  +1.5908943300944207E+01	  +5.0555976616304513E+01	  +6.0910815200366876E+01	  +2.9227461050147890E-01	  +2.6118421250169682E-01	  +7.9283106056506492E-01	
  +1.0675000000000000E+02	  +1.8089178643986198E+01	  +1.6163086800358606E+01	  +5.1290737318065197E+01	  +6.1796069057909868E+01	  +2.9272377547242695E-01	  +2.6155525823514719E-01	  +7.9373423868639292E-01	
  +1.0687500000000000E+02	  +1.8166849957943761E+01	  +1.6231887889884817E+01	  +5.1521619673012445E+01	  +6.2074240569894506E+01	  +2.9266326565023709E-01	  +2.6149152596732933E-01	  +7.9317758675587346E-01	
  +1.0700000000000000E+02	  +1.8360524048856089E+01	  +1.6403803878656515E+01	  +5.1980819922375552E+01	  +6.2627493882380179E+01	  +2.9317034597199010E-01	  +2.6192655751903898E-01	  +7.9323186022476189E-01	
  +1.0712500000000000E+02	  +1.8514537033931301E+01	  +1.6540658772489149E+01	  +5.2324990015233311E+01	  +6.3042156644859404E+01	  +2.9368501998164143E-01	  +2.6237457049048957E-01	  +7.9296287054449988E-01	
  +1.0725000000000000E+02	  +1.8904426318585699E+01	  +1.6886869755397495E+01	  +5.3237023458221813E+01	  +6.4140992118339526E+01	  +2.9473236528220847E-01	  +2.6327733946243581E-01	  +7.9291894940740248E-01	
  +1.0737500000000000E+02	  +1.9415305029369058E+01	  +1.7340358864843608E+01	  +5.4428715235561903E+01	  +6.5576765344050486E+01	  +2.9606987974332177E-01	  +2.6442839584823818E-01	  +7.9211526740040616E-01	
  +1.0750000000000000E+02	  +1.9904927323867156E+01	  +1.7774661719113499E+01	  +5.5592710258003855E+01	  +6.6979168985546806E+01	  +2.9718086422007367E-01	  +2.6537596671211355E-01	  +7.9184425668033920E-01	
  +1.0762500000000000E+02	  +2.0380126559709108E+01	  +1.8195625743208964E+01	  +5.6787018967554147E+01	  +6.8418095141631497E+01	  +2.9787626383810373E-01	  +2.6594756409897724E-01	  +7.9249084453264818E-01	
  +1.0775000000000000E+02	  +2.0647754918073893E+01	  +1.8432652393287331E+01	  +5.7448863587115902E+01	  +6.9215498297729994E+01	  +2.9831115033309036E-01	  +2.6630816575211813E-01	  +7.9270589028879090E-01	
  +1.0787500000000000E+02	  +2.0803512009073135E+01	  +1.8570355031652245E+01	  +5.7873816002898728E+01	  +6.9727489160118949E+01	  +2.9835452645227079E-01	  +2.6632760271932565E-01	  +7.9217178638139119E-01	
  +1.0800000000000000E+02	  +2.1012271492470848E+01	  +1.8755141206517880E+01	  +5.8403869677864186E+01	  +7.0366108045619498E+01	  +2.9861352398299829E-01	  +2.6653657175921419E-01	  +7.9217380895316891E-01	
  +1.0812500000000000E+02	  +2.1181683474470070E+01	  +1.8904995985250800E+01	  +5.8843635032842379E+01	  +7.0895945822701648E+01	  +2.9877143507531095E-01	  +2.6665835071202643E-01	  +7.9256414865595626E-01	
  +1.0825000000000000E+02	  +2.1360514359327002E+01	  +1.9063082510322324E+01	  +5.9320668908145549E+01	  +7.1470685431500655E+01	  +2.9887098787935185E-01	  +2.6672589461301410E-01	  +7.9276278371013020E-01	
  +1.0837500000000000E+02	  +2.1547078605248586E+01	  +1.9228010388882293E+01	  +5.9812428724843436E+01	  +7.2063167138365586E+01	  +2.9900265920698305E-01	  +2.6682161154481826E-01	  +7.9304725964161449E-01	
  +1.0850000000000000E+02	  +2.1723257427376005E+01	  +1.9383729778143067E+01	  +6.0276115775737217E+01	  +7.2621826235827967E+01	  +2.9912849281472403E-01	  +2.6691327914554847E-01	  +7.9363308889481299E-01	
  +1.0862500000000000E+02	  +2.1896902096951294E+01	  +1.9537287033578057E+01	  +6.0718455715900909E+01	  +7.3154765922772171E+01	  +2.9932297398186414E-01	  +2.6706786341443739E-01	  +7.9324079173520867E-01	
  +1.0875000000000000E+02	  +2.2073432718170004E+01	  +1.9693380593496332E+01	  +6.1164371094088310E+01	  +7.3692013366371455E+01	  +2.9953629585920599E-01	  +2.6723900859632627E-01	  +7.9307066498474621E-01	
  +1.0887500000000000E+02	  +2.2221833176745992E+01	  +1.9824600108727768E+01	  +6.1537393894394221E+01	  +7.4141438426980983E+01	  +2.9972217491614234E-01	  +2.6738893295484473E-01	  +7.9285202553030143E-01	
  +1.0900000000000000E+02	  +2.2376324105211967E+01	  +1.9961182697866956E+01	  +6.1926040879755796E+01	  +7.4609687806934687E+01	  +2.9991177771865940E-01	  +2.6754143174435907E-01	  +7.9264995813376027E-01	
  +1.0912500000000000E+02	  +2.2520850997631484E+01	  +2.0088942145541441E+01	  +6.2288722894813930E+01	  +7.5046654090137253E+01	  +3.0009134012266658E-01	  +2.6768604662125184E-01	  +7.9245833559781076E-01	
  +1.0925000000000000E+02	  +2.2662697936181960E+01	  +2.0214326122963282E+01	  +6.2643148365874616E+01	  +7.5473672729969408E+01	  +3.0027289141294111E-01	  +2.6783281363935124E-01	  +7.9221836097088294E-01	
  +1.0937500000000000E+02	  +2.2798090057427160E+01	  +2.0333960918559548E+01	  +6.2985772252419082E+01	  +7.5886472593275997E+01	  +3.0042363649733284E-01	  +2.6795237970200847E-01	  +7.9161120925369155E-01	
  +1.0950000000000000E+02	  +2.2942146070023004E+01	  +2.0461323061576351E+01	  +6.3336902003779407E+01	  +7.6309520486481205E+01	  +3.0064592103009447E-01	  +2.6813591451149565E-01	  +7.9203272800988844E-01	
  +1.0962500000000000E+02	  +2.3051509088584123E+01	  +2.0557918438932418E+01	  +6.3614826172524566E+01	  +7.6644368882559718E+01	  +3.0075933072011307E-01	  +2.6822477291753566E-01	  +7.9150477830412302E-01	
  +1.0975000000000000E+02	  +2.3190147855484103E+01	  +2.0680431416831290E+01	  +6.3958327528904697E+01	  +7.7058225938439392E+01	  +3.0094318384659346E-01	  +2.6837409199314505E-01	  +7.9168401611806161E-01	
  +1.0987500000000000E+02	  +2.3293429956530328E+01	  +2.0771614690126523E+01	  +6.4221034433641037E+01	  +7.7374740281495221E+01	  +3.0104695501124851E-01	  +2.6845472585184521E-01	  +7.9130487572457142E-01	
  +1.1000000000000000E+02	  +2.3420905354499396E+01	  +2.0884248259905519E+01	  +6.4537297376551564E+01	  +7.7755779971748865E+01	  +3.0121111720580712E-01	  +2.6858772772253620E-01	  +7.9146401186969140E-01	
  +1.1012500000000000E+02	  +2.3511150046922939E+01	  +2.0963785083850542E+01	  +6.4807915041055566E+01	  +7.8081825350669348E+01	  +3.0110912419546032E-01	  +2.6848482332093471E-01	  +7.9071112948666344E-01	
  +1.1025000000000000E+02	  +2.3673271876578646E+01	  +2.1107331795070536E+01	  +6.5139536505509753E+01	  +7.8481369283746687E+01	  +3.0164193225259295E-01	  +2.6894703784738649E-01	  +7.9159298409755230E-01	
  +1.1037500000000000E+02	  +2.3804338442899510E+01	  +2.1223170590859613E+01	  +6.5451461979528958E+01	  +7.8857183107866206E+01	  +3.0186645660850353E-01	  +2.6913427229361109E-01	  +7.9157524441248328E-01	
  +1.1050000000000000E+02	  +2.3949051570134792E+01	  +2.1351057589252157E+01	  +6.5796898480875996E+01	  +7.9273371663706016E+01	  +3.0210713973074849E-01	  +2.6933454628154008E-01	  +7.9158409767353655E-01	
  +1.1062500000000000E+02	  +2.4080030237866726E+01	  +2.1466731790084843E+01	  +6.6117146034743257E+01	  +7.9659212090052108E+01	  +3.0228807950855763E-01	  +2.6948210039809850E-01	  +7.9146388234527065E-01	
  +1.1075000000000000E+02	  +2.4188176817992247E+01	  +2.1562131102751568E+01	  +6.6394815045011526E+01	  +7.9993753066278941E+01	  +3.0237582174636934E-01	  +2.6954768686607605E-01	  +7.9094321786075317E-01	
