 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +8.3875000000000000E+01	  +1.7809571040026540E+01	  +1.5913157788773823E+01	  +5.0934262852649539E+01	  +6.1366581750180160E+01	  +2.9021611652622731E-01	  +2.5931308759473320E-01	  +7.9523403704696438E-01	
  +8.4000000000000000E+01	  +1.7840111332154223E+01	  +1.5940254005221203E+01	  +5.1013766320550296E+01	  +6.1462369060903967E+01	  +2.9026071732568903E-01	  +2.5934981434616960E-01	  +7.9492139346423707E-01	
  +8.4125000000000000E+01	  +1.7883210023851102E+01	  +1.5978490878693488E+01	  +5.1126050345771866E+01	  +6.1597651019002242E+01	  +2.9032292186489900E-01	  +2.5940097738084666E-01	  +7.9467874663117133E-01	
  +8.4250000000000000E+01	  +1.7906377984472972E+01	  +1.5998954198261531E+01	  +5.1201487152512570E+01	  +6.1688538737966944E+01	  +2.9027074316889723E-01	  +2.5935051349197846E-01	  +7.9405342497606046E-01	
  +8.4375000000000000E+01	  +1.7939185814716257E+01	  +1.6028020120053476E+01	  +5.1293451970038149E+01	  +6.1799339722937525E+01	  +2.9028118900852795E-01	  +2.5935584735874606E-01	  +7.9370646476243323E-01	
  +8.4500000000000000E+01	  +1.7960632717315043E+01	  +1.6046979723762213E+01	  +5.1358635637503859E+01	  +6.1877874262052835E+01	  +2.9025936865981777E-01	  +2.5933308012171274E-01	  +7.9331998168096207E-01	
  +8.4625000000000000E+01	  +1.7989620882188515E+01	  +1.6072701298967896E+01	  +5.1431697735350212E+01	  +6.1965900885964103E+01	  +2.9031484453513923E-01	  +2.5937977289390984E-01	  +7.9331058502394125E-01	
  +8.4750000000000000E+01	  +1.8015559144922072E+01	  +1.6095721677282452E+01	  +5.1493397013283882E+01	  +6.2040237365402263E+01	  +2.9038507765234212E-01	  +2.5944004021909967E-01	  +7.9347163797078279E-01	
  +8.4875000000000000E+01	  +1.8046001690140546E+01	  +1.6122770038174373E+01	  +5.1563492076608469E+01	  +6.2124689248925861E+01	  +2.9048035343617534E-01	  +2.5952274744703269E-01	  +7.9339686722033176E-01	
  +8.5000000000000000E+01	  +1.8070998980129676E+01	  +1.6144895763844875E+01	  +5.1637589591666853E+01	  +6.2213963363454035E+01	  +2.9046532326768643E-01	  +2.5950598372147388E-01	  +7.9329009837239106E-01	
  +8.5125000000000000E+01	  +1.8099651988779158E+01	  +1.6170349174274332E+01	  +5.1702602803449842E+01	  +6.2292292534276910E+01	  +2.9056005570544152E-01	  +2.5958828157394348E-01	  +7.9327138943744147E-01	
  +8.5250000000000000E+01	  +1.8115482201004383E+01	  +1.6184322068116909E+01	  +5.1757377998931823E+01	  +6.2358286745700987E+01	  +2.9050641296288138E-01	  +2.5953763184862783E-01	  +7.9306868941389030E-01	
  +8.5375000000000000E+01	  +1.8110426737316292E+01	  +1.6179640456316122E+01	  +5.1753150262740327E+01	  +6.2353193087638942E+01	  +2.9044906668791831E-01	  +2.5948375143475394E-01	  +7.9304772399038093E-01	
  +8.5500000000000000E+01	  +1.8152111805000512E+01	  +1.6216719209736343E+01	  +5.1871548462434021E+01	  +6.2495841521004841E+01	  +2.9045311437081123E-01	  +2.5948477234738743E-01	  +7.9292474834665527E-01	
  +8.5625000000000000E+01	  +1.8151069822496233E+01	  +1.6215755969407155E+01	  +5.1863485832484194E+01	  +6.2486127509017095E+01	  +2.9048159241228277E-01	  +2.5950969624525272E-01	  +7.9270120959518886E-01	
  +8.5750000000000000E+01	  +1.8185275786539112E+01	  +1.6246127974266539E+01	  +5.1955888858945976E+01	  +6.2597456456561410E+01	  +2.9051141717169482E-01	  +2.5953335636792690E-01	  +7.9280977016203835E-01	
  +8.5875000000000000E+01	  +1.8183302565190964E+01	  +1.6244280671474957E+01	  +5.1949165329073374E+01	  +6.2589355818160683E+01	  +2.9051749019463413E-01	  +2.5953743187050954E-01	  +7.9281333145654775E-01	
  +8.6000000000000000E+01	  +1.8222939415845200E+01	  +1.6279526082277364E+01	  +5.2054569257764911E+01	  +6.2716348503331211E+01	  +2.9056123085477908E-01	  +2.5957388258043546E-01	  +7.9274581721692594E-01	
  +8.6125000000000000E+01	  +1.8219777034861593E+01	  +1.6276622204149287E+01	  +5.2047185606144062E+01	  +6.2707452537522961E+01	  +2.9055202049484025E-01	  +2.5956439857622443E-01	  +7.9250192990899648E-01	
  +8.6250000000000000E+01	  +1.8266121765766307E+01	  +1.6317849968359770E+01	  +5.2160791384462051E+01	  +6.2844326969231382E+01	  +2.9065665345910080E-01	  +2.5965509943879261E-01	  +7.9297409592637536E-01	
  +8.6375000000000000E+01	  +1.8259517264329876E+01	  +1.6311901505607615E+01	  +5.2152780404917110E+01	  +6.2834675186647118E+01	  +2.9059619087853855E-01	  +2.5960031554478424E-01	  +7.9268975041380196E-01	
  +8.6500000000000000E+01	  +1.8301427620462647E+01	  +1.6349231472605503E+01	  +5.2236001212565640E+01	  +6.2934941219958596E+01	  +2.9079915331133582E-01	  +2.5977987991543022E-01	  +7.9296473586992255E-01	
  +8.6625000000000000E+01	  +1.8301410225280328E+01	  +1.6349156082945477E+01	  +5.2229866689058511E+01	  +6.2927550227781332E+01	  +2.9083303193965110E-01	  +2.5980919364834310E-01	  +7.9324350199814164E-01	
  +8.6750000000000000E+01	  +1.8300559829198541E+01	  +1.6348272968383174E+01	  +5.2250918687840020E+01	  +6.2952914081734960E+01	  +2.9070234628754432E-01	  +2.5969048783281712E-01	  +7.9271085534283336E-01	
  +8.6875000000000000E+01	  +1.8349075487100542E+01	  +1.6391426303893578E+01	  +5.2372498169075655E+01	  +6.3099395384428497E+01	  +2.9079637570709083E-01	  +2.5977152719182173E-01	  +7.9282302171702501E-01	
  +8.7000000000000000E+01	  +1.8345567170714578E+01	  +1.6388274711975740E+01	  +5.2364525717759761E+01	  +6.3089790021397299E+01	  +2.9078504088367646E-01	  +2.5976112309800925E-01	  +7.9253614809236139E-01	
  +8.7125000000000000E+01	  +1.8380258523696508E+01	  +1.6419163647489842E+01	  +5.2432001930101507E+01	  +6.3171086662772893E+01	  +2.9095998651750449E-01	  +2.5991580191014435E-01	  +7.9309015322382270E-01	
